naringsregion_nr;avslutta.ettaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent
01;8;100;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;0;0;:;0;0;:;8;100;:;:;:;:;:;:;8;100;:;:;:;:;:;:;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;:;:;0;:;:;0;:;:;:;:;0;0;:;0;0;:;:;:;0;:;:;0;:;:;3;100;:;:;:;:;:;:;0;0;0;0;0;0;0;0;3;100;:;:;:;:;:;:
02;25;100;7;10;8;28;40;32;11;100;:;4;:;:;36;:;14;100;:;6;:;:;43;:;24;100;16;:;:;67;:;:;10;100;:;:;:;:;:;:;14;100;:;0;:;:;0;:;32;100;19;:;:;59;:;:;17;100;11;:;:;65;:;:;15;100;8;:;:;53;:;:;15;100;10;:;:;67;:;:;6;100;:;0;:;:;0;:;9;100;:;:;3;:;:;33;28;100;21;:;:;75;:;:;15;100;:;:;3;:;:;20;13;100;:;0;:;:;0;:
03;31;100;16;8;7;52;26;23;15;100;10;:;:;67;:;:;16;100;6;:;:;38;:;:;31;100;16;4;11;52;13;35;16;100;10;:;:;63;:;:;15;100;6;:;:;40;:;:;24;100;11;6;7;46;25;29;10;100;:;:;:;:;:;:;14;100;:;:;:;:;:;:;19;100;10;5;4;53;26;21;13;100;:;:;:;:;:;:;6;100;:;:;:;:;:;:;12;100;5;:;:;42;:;:;7;100;:;:;:;:;:;:;5;100;:;0;:;:;0;:
04;72;100;33;20;19;46;28;26;35;100;23;8;4;66;23;11;37;100;10;12;15;27;32;41;66;100;31;8;27;47;12;41;30;100;17;:;:;57;:;:;36;100;14;:;:;39;:;:;75;100;42;10;23;56;13;31;42;100;28;6;8;67;14;19;33;100;14;4;15;42;12;45;63;100;22;14;27;35;22;43;33;100;15;8;10;45;24;30;30;100;7;6;17;23;20;57;46;100;21;4;21;46;9;46;27;100;14;:;:;52;:;:;19;100;7;:;:;37;:;:
05;96;100;63;4;29;66;4;30;45;100;37;:;:;82;:;:;51;100;26;:;:;51;:;:;51;100;32;:;:;63;:;:;23;100;15;:;:;65;:;:;28;100;17;:;:;61;:;:;70;100;52;6;12;74;9;17;35;100;27;:;:;77;:;:;35;100;25;:;:;71;:;:;70;100;48;5;17;69;7;24;36;100;26;:;:;72;:;:;34;100;22;:;:;65;:;:;66;100;46;6;14;70;9;21;24;100;19;:;:;79;:;:;42;100;27;:;:;64;:;:
06;93;100;56;4;33;60;4;35;49;100;37;:;:;76;:;:;44;100;19;:;:;43;:;:;72;100;47;8;17;65;11;24;42;100;33;4;5;79;10;12;30;100;14;4;12;47;13;40;73;100;49;:;:;67;:;:;43;100;32;:;:;74;:;:;30;100;17;:;:;57;:;:;36;100;20;5;11;56;14;31;18;100;12;:;:;67;:;:;18;100;8;:;:;44;:;:;43;100;24;4;15;56;9;35;22;100;13;:;:;59;:;:;21;100;11;:;:;52;:;:
07;78;100;55;:;:;71;:;:;46;100;36;:;:;78;:;:;32;100;19;:;:;59;:;:;100;100;62;4;34;62;4;34;50;100;38;:;:;76;:;:;50;100;24;:;:;48;:;:;79;100;57;4;18;72;5;23;34;100;:;:;:;:;:;:;45;100;:;:;:;:;:;:;48;100;28;4;16;58;8;33;24;100;18;:;:;75;:;:;24;100;10;:;:;42;:;:;52;100;39;5;8;75;10;15;21;100;:;:;:;:;:;:;31;100;:;:;:;:;:;:
08;54;100;34;:;:;63;:;:;27;100;23;0;4;85;0;15;27;100;11;:;:;41;:;:;37;100;23;8;6;62;22;16;26;100;18;:;:;69;:;:;11;100;5;:;:;45;:;:;34;100;16;:;:;47;:;:;15;100;8;:;:;53;:;:;19;100;8;:;:;42;:;:;26;100;15;:;:;58;:;:;9;100;:;0;:;:;0;:;17;100;:;:;7;:;:;41;19;100;12;:;:;63;:;:;12;100;:;:;:;:;:;:;7;100;:;3;:;:;43;:
09;251;100;140;11;100;56;4;40;112;100;80;:;:;71;:;:;139;100;60;:;:;43;:;:;269;100;160;22;87;59;8;32;115;100;86;6;23;75;5;20;154;100;74;16;64;48;10;42;260;100;157;26;77;60;10;30;114;100;86;10;18;75;9;16;146;100;71;16;59;49;11;40;230;100;137;30;63;60;13;27;81;100;56;7;18;69;9;22;149;100;81;23;45;54;15;30;218;100;124;24;70;57;11;32;87;100;58;9;20;67;10;23;131;100;66;15;50;50;11;38
10;11;100;:;:;3;:;:;27;4;100;4;0;0;100;0;0;7;100;:;:;3;:;:;43;14;100;:;0;:;:;0;:;6;100;6;0;0;100;0;0;8;100;:;0;:;:;0;:;6;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;:;0;0;:;0;0;:;:;:;0;0;:;0;0;:;:;:;0;0;:;0;0;0;0;0;0;0;0;0;0;:;:;0;0;:;0;0;:;:;:;0;0;:;0;0;:;0;0;0;0;0;0;0;0
11;44;100;22;:;:;50;:;:;17;100;10;:;:;59;:;:;27;100;12;:;:;44;:;:;34;100;18;:;:;53;:;:;16;100;12;0;4;75;0;25;18;100;6;:;:;33;:;:;23;100;:;:;10;:;:;43;17;100;8;:;:;47;:;:;6;100;:;0;:;:;0;:;4;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;0;0;:;0;0;:;7;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;:;0;:;:;0;:
12;64;100;33;15;16;52;23;25;30;100;17;8;5;57;27;17;34;100;16;7;11;47;21;32;55;100;37;8;10;67;15;18;32;100;23;:;:;72;:;:;23;100;14;:;:;61;:;:;75;100;50;10;15;67;13;20;43;100;28;5;10;65;12;23;32;100;22;5;5;69;16;16;38;100;23;3;12;61;8;32;18;100;11;3;4;61;17;22;20;100;12;0;8;60;0;40;30;100;15;5;10;50;17;33;20;100;:;:;4;:;:;20;10;100;:;:;6;:;:;60
13;33;100;16;4;13;48;12;39;11;100;7;:;:;64;:;:;22;100;9;:;:;41;:;:;29;100;20;:;:;69;:;:;21;100;15;:;:;71;:;:;8;100;5;0;3;63;0;38;31;100;17;:;:;55;:;:;14;100;8;:;:;57;:;:;17;100;9;:;:;53;:;:;22;100;13;:;:;59;:;:;12;100;8;0;4;67;0;33;10;100;5;:;:;50;:;:;19;100;:;:;9;:;:;47;10;100;:;:;4;:;:;40;9;100;:;:;5;:;:;56
14;64;100;40;9;15;63;14;23;34;100;29;:;:;85;:;:;30;100;11;:;:;37;:;:;65;100;35;14;16;54;22;25;24;100;15;:;:;63;:;:;41;100;20;:;:;49;:;:;49;100;27;7;15;55;14;31;20;100;9;:;:;45;:;:;29;100;18;:;:;62;:;:;47;100;32;6;9;68;13;19;26;100;21;:;:;81;:;:;21;100;11;:;:;52;:;:;39;100;27;:;:;69;:;:;20;100;15;0;5;75;0;25;19;100;12;:;:;63;:;:
15;48;100;20;18;10;42;38;21;27;100;13;:;:;48;:;:;21;100;7;:;:;33;:;:;37;100;27;4;6;73;11;16;26;100;20;:;:;77;:;:;11;100;7;:;:;64;:;:;46;100;35;:;:;76;:;:;32;100;:;:;6;:;:;19;14;100;:;:;:;:;:;:;35;100;27;3;5;77;9;14;19;100;:;3;:;:;16;:;16;100;:;0;:;:;0;:;26;100;18;:;:;69;:;:;12;100;8;:;:;67;:;:;14;100;10;:;:;71;:;:
16;30;100;21;:;:;70;:;:;9;100;5;4;0;56;44;0;21;100;16;:;:;76;:;:;71;100;51;6;14;72;8;20;44;100;32;:;:;73;:;:;27;100;19;:;:;70;:;:;30;100;20;:;:;67;:;:;16;100;:;:;:;:;:;:;14;100;:;:;5;:;:;36;57;100;39;5;13;68;9;23;28;100;22;:;:;79;:;:;29;100;17;:;:;59;:;:;31;100;21;4;6;68;13;19;17;100;:;:;:;:;:;:;14;100;:;:;:;:;:;:
17;9;100;:;:;0;:;:;0;9;100;:;:;0;:;:;0;0;0;0;0;0;0;0;0;9;100;4;:;:;44;:;:;4;100;:;:;0;:;:;0;5;100;:;0;:;:;0;:;12;100;:;:;6;:;:;50;6;100;:;:;:;:;:;:;6;100;:;0;:;:;0;:;9;100;4;:;:;44;:;:;4;100;:;:;0;:;:;0;5;100;:;0;:;:;0;:;7;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;:;0;3;:;0;75
18;20;100;16;:;:;80;:;:;11;100;:;:;0;:;:;0;9;100;:;0;:;:;0;:;8;100;:;:;:;:;:;:;:;:;:;0;0;:;0;0;:;:;3;:;:;50;:;:;13;100;:;:;5;:;:;38;7;100;:;:;:;:;:;:;6;100;:;:;:;:;:;:;6;100;:;:;:;:;:;:;:;:;:;0;0;:;0;0;:;:;3;:;:;60;:;:;6;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;:;0;0;:;0;0
19;21;100;16;:;:;76;:;:;8;100;:;:;:;:;:;:;13;100;:;:;:;:;:;:;26;100;16;:;:;62;:;:;16;100;11;:;:;69;:;:;10;100;5;:;:;50;:;:;19;100;13;:;:;68;:;:;10;100;:;0;:;:;0;:;9;100;:;:;:;:;:;:;32;100;23;:;:;72;:;:;17;100;:;0;:;:;0;:;15;100;:;:;4;:;:;27;21;100;16;:;:;76;:;:;16;100;:;:;:;:;:;:;5;100;:;0;:;:;0;:
20;149;100;74;22;53;50;15;36;71;100;44;12;15;62;17;21;78;100;30;10;38;38;13;49;122;100;76;15;31;62;12;25;68;100;47;8;13;69;12;19;54;100;29;7;18;54;13;33;138;100;92;18;28;67;13;20;63;100;49;7;7;78;11;11;75;100;43;11;21;57;15;28;108;100;73;7;28;68;6;26;59;100;44;:;:;75;:;:;49;100;29;:;:;59;:;:;100;100;70;7;23;70;7;23;54;100;37;:;:;69;:;:;46;100;33;:;:;72;:;:
21;19;100;:;:;6;:;:;32;13;100;:;:;:;:;:;:;6;100;0;:;:;0;:;:;21;100;12;:;:;57;:;:;13;100;:;:;5;:;:;38;8;100;:;:;:;:;:;:;12;100;:;:;5;:;:;42;7;100;:;0;:;:;0;:;5;100;:;:;:;:;:;:;8;100;4;:;:;50;:;:;:;:;:;0;0;:;0;0;:;:;:;:;:;:;:;:;18;100;13;0;5;72;0;28;9;100;:;0;:;:;0;:;9;100;:;0;:;:;0;:
