"tabell_navn","aar","fylke_nr","naringsregion_nr","kommune_nr","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","alle","0","personer","22619"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","alle","0","prosent","75.96"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","alle","1","personer","21299"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","alle","1","prosent","66.41"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","alle","alle","personer","43918"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","alle","alle","prosent","71.01"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","20857"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","76.7"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","19865"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","67.73"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","40722"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","72.04"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","befolkningen_ellers","0","personer","21617"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","befolkningen_ellers","0","prosent","76.66"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","befolkningen_ellers","1","personer","20497"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","befolkningen_ellers","1","prosent","67.38"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","befolkningen_ellers","alle","personer","42114"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","71.84"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","innvandrere","0","personer","1002"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","innvandrere","0","prosent","63.42"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","innvandrere","1","personer","802"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","innvandrere","1","prosent","48.58"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","innvandrere","alle","personer","1804"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","innvandrere","alle","prosent","55.83"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","760"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","75.77"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","632"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","57.93"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","1392"
"videregaende_fullfort","2013","00","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","66.48"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","alle","0","personer","1093"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","alle","0","prosent","67.47"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","alle","1","personer","1020"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","alle","1","prosent","58.86"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","alle","alle","personer","2113"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","alle","alle","prosent","63.02"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","993"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","68.58"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","927"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","60.87"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","1920"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","64.62"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","befolkningen_ellers","0","personer","1017"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","befolkningen_ellers","0","prosent","68.07"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","befolkningen_ellers","1","personer","956"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","befolkningen_ellers","1","prosent","60.78"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","befolkningen_ellers","alle","personer","1973"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","64.33"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","innvandrere","0","personer","76"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","innvandrere","0","prosent","60.32"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","innvandrere","1","personer","64"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","innvandrere","1","prosent","40"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","innvandrere","alle","personer","140"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","innvandrere","alle","prosent","48.95"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","24"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","52.17"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","29"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","58"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","53"
"videregaende_fullfort","2013","01","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","55.21"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","alle","0","personer","2369"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","alle","0","prosent","79.34"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","alle","1","personer","2299"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","alle","1","prosent","68.42"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","alle","alle","personer","4668"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","alle","alle","prosent","73.56"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","2139"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","80.02"
"videregaende_fullfort","2013","02","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","2105"
