"tabell_navn","aar","fylke_nr","naringsregion_nr","kommune_nr","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","alle","0","personer","22335"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","alle","0","prosent","74.9"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","alle","1","personer","20574"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","alle","1","prosent","64.63"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","alle","alle","personer","42909"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","alle","alle","prosent","69.6"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","20700"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","75.35"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","19262"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","65.78"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","39962"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","70.41"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","befolkningen_ellers","0","personer","21406"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","befolkningen_ellers","0","prosent","75.38"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","befolkningen_ellers","1","personer","19841"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","befolkningen_ellers","1","prosent","65.57"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","befolkningen_ellers","alle","personer","41247"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","70.32"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","innvandrere","0","personer","929"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","innvandrere","0","prosent","65.28"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","innvandrere","1","personer","733"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","innvandrere","1","prosent","46.63"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","innvandrere","alle","personer","1662"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","innvandrere","alle","prosent","55.49"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","706"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","76.08"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","579"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","59.2"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","1285"
"videregaende_fullfort","2012","00","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","67.42"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","alle","0","personer","1023"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","alle","0","prosent","68.94"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","alle","1","personer","929"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","alle","1","prosent","56.07"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","alle","alle","personer","1952"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","alle","alle","prosent","62.15"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","926"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","69.57"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","851"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","57.31"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","1777"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","63.1"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","befolkningen_ellers","0","personer","952"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","befolkningen_ellers","0","prosent","69.79"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","befolkningen_ellers","1","personer","885"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","befolkningen_ellers","1","prosent","57.73"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","befolkningen_ellers","alle","personer","1837"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","63.41"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","innvandrere","0","personer","71"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","innvandrere","0","prosent","59.17"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","innvandrere","1","personer","44"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","innvandrere","1","prosent","35.48"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","innvandrere","alle","personer","115"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","innvandrere","alle","prosent","47.13"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","26"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","78.79"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","34"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","70.83"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","60"
"videregaende_fullfort","2012","01","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","74.07"
"videregaende_fullfort","2012","02","NULL","NULL","NULL","alle","0","personer","2185"
"videregaende_fullfort","2012","02","NULL","NULL","NULL","alle","0","prosent","76.8"
"videregaende_fullfort","2012","02","NULL","NULL","NULL","alle","1","personer","2216"
"videregaende_fullfort","2012","02","NULL","NULL","NULL","alle","1","prosent","67.56"
"videregaende_fullfort","2012","02","NULL","NULL","NULL","alle","alle","personer","4401"
"videregaende_fullfort","2012","02","NULL","NULL","NULL","alle","alle","prosent","71.85"
