"tabell_navn","aar","fylke_nr","naringsregion_nr","kommune_nr","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","alle","0","personer","22219"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","alle","0","prosent","74.9"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","alle","1","personer","20559"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","alle","1","prosent","65.38"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","alle","alle","personer","42778"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","alle","alle","prosent","70"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","20776"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","75.46"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","19416"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","66.56"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","40192"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","70.88"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","befolkningen_ellers","0","personer","21414"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","befolkningen_ellers","0","prosent","75.49"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","befolkningen_ellers","1","personer","19941"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","befolkningen_ellers","1","prosent","66.3"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","befolkningen_ellers","alle","personer","41355"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","70.76"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","innvandrere","0","personer","805"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","innvandrere","0","prosent","62.02"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","innvandrere","1","personer","618"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","innvandrere","1","prosent","45.14"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","innvandrere","alle","personer","1423"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","innvandrere","alle","prosent","53.36"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","638"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","76.5"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","525"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","57.76"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","1163"
"videregaende_fullfort","2011","00","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","66.72"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","alle","0","personer","1085"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","alle","0","prosent","68.24"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","alle","1","personer","967"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","alle","1","prosent","59.33"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","alle","alle","personer","2052"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","alle","alle","prosent","63.73"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","996"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","68.93"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","902"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","61.15"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","1898"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","65"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","befolkningen_ellers","0","personer","1020"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","befolkningen_ellers","0","prosent","68.87"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","befolkningen_ellers","1","personer","924"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","befolkningen_ellers","1","prosent","60.99"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","befolkningen_ellers","alle","personer","1944"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","64.89"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","innvandrere","0","personer","65"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","innvandrere","0","prosent","59.63"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","innvandrere","1","personer","43"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","innvandrere","1","prosent","37.39"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","innvandrere","alle","personer","108"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","innvandrere","alle","prosent","48.21"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","24"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","66.67"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","22"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","55"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","46"
"videregaende_fullfort","2011","01","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","60.53"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","alle","0","personer","2211"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","alle","0","prosent","76.9"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","alle","1","personer","2257"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","alle","1","prosent","67.13"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","alle","alle","personer","4468"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","alle","alle","prosent","71.64"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","2018"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","77.59"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","2089"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","68.56"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","4107"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","72.72"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","befolkningen_ellers","0","personer","2115"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","befolkningen_ellers","0","prosent","77.5"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","befolkningen_ellers","1","personer","2175"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","befolkningen_ellers","1","prosent","68.12"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","befolkningen_ellers","alle","personer","4290"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","72.44"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","innvandrere","0","personer","96"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","innvandrere","0","prosent","65.75"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","innvandrere","1","personer","82"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","innvandrere","1","prosent","48.52"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","innvandrere","alle","personer","178"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","innvandrere","alle","prosent","56.51"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","97"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","75.78"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","86"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","58.9"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","183"
"videregaende_fullfort","2011","02","NULL","NULL","NULL","norskfodte_m_innvf","alle","prosent","66.79"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","alle","0","personer","2966"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","alle","0","prosent","82.21"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","alle","1","personer","2279"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","alle","1","prosent","71.24"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","alle","alle","personer","5245"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","alle","alle","prosent","77.05"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","bef_u_innv_og_norskf","0","personer","2427"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","bef_u_innv_og_norskf","0","prosent","84.68"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","bef_u_innv_og_norskf","1","personer","1900"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","bef_u_innv_og_norskf","1","prosent","76.21"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","personer","4327"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","bef_u_innv_og_norskf","alle","prosent","80.74"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","befolkningen_ellers","0","personer","2731"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","befolkningen_ellers","0","prosent","83.75"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","befolkningen_ellers","1","personer","2142"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","befolkningen_ellers","1","prosent","73.63"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","befolkningen_ellers","alle","personer","4873"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","78.98"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","innvandrere","0","personer","235"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","innvandrere","0","prosent","67.72"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","innvandrere","1","personer","137"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","innvandrere","1","prosent","47.24"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","innvandrere","alle","personer","372"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","innvandrere","alle","prosent","58.4"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","norskfodte_m_innvf","0","personer","304"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","norskfodte_m_innvf","0","prosent","76.96"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","norskfodte_m_innvf","1","personer","242"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","norskfodte_m_innvf","1","prosent","58.17"
"videregaende_fullfort","2011","03","NULL","NULL","NULL","norskfodte_m_innvf","alle","personer","546"
