"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"0101","alle","1_5","personer","1674","2014","barnehagedeltakelse"
"0104","alle","1_5","personer","1790","2014","barnehagedeltakelse"
"0105","alle","1_5","personer","3145","2014","barnehagedeltakelse"
"0106","alle","1_5","personer","4380","2014","barnehagedeltakelse"
"0111","alle","1_5","personer","189","2014","barnehagedeltakelse"
"0118","alle","1_5","personer","71","2014","barnehagedeltakelse"
"0119","alle","1_5","personer","178","2014","barnehagedeltakelse"
"0121","alle","1_5","personer","35","2014","barnehagedeltakelse"
"0122","alle","1_5","personer","302","2014","barnehagedeltakelse"
"0123","alle","1_5","personer","330","2014","barnehagedeltakelse"
"0124","alle","1_5","personer","925","2014","barnehagedeltakelse"
"0125","alle","1_5","personer","619","2014","barnehagedeltakelse"
"0127","alle","1_5","personer","226","2014","barnehagedeltakelse"
"0128","alle","1_5","personer","446","2014","barnehagedeltakelse"
"0135","alle","1_5","personer","401","2014","barnehagedeltakelse"
"0136","alle","1_5","personer","792","2014","barnehagedeltakelse"
"0137","alle","1_5","personer","363","2014","barnehagedeltakelse"
"0138","alle","1_5","personer","353","2014","barnehagedeltakelse"
"0211","alle","1_5","personer","1098","2014","barnehagedeltakelse"
"0213","alle","1_5","personer","1964","2014","barnehagedeltakelse"
"0214","alle","1_5","personer","1273","2014","barnehagedeltakelse"
"0215","alle","1_5","personer","858","2014","barnehagedeltakelse"
"0216","alle","1_5","personer","1151","2014","barnehagedeltakelse"
"0217","alle","1_5","personer","1701","2014","barnehagedeltakelse"
"0219","alle","1_5","personer","8223","2014","barnehagedeltakelse"
"0220","alle","1_5","personer","3882","2014","barnehagedeltakelse"
"0221","alle","1_5","personer","900","2014","barnehagedeltakelse"
"0226","alle","1_5","personer","1239","2014","barnehagedeltakelse"
"0227","alle","1_5","personer","724","2014","barnehagedeltakelse"
"0228","alle","1_5","personer","1226","2014","barnehagedeltakelse"
"0229","alle","1_5","personer","719","2014","barnehagedeltakelse"
"0230","alle","1_5","personer","2040","2014","barnehagedeltakelse"
"0231","alle","1_5","personer","3150","2014","barnehagedeltakelse"
"0233","alle","1_5","personer","1520","2014","barnehagedeltakelse"
"0234","alle","1_5","personer","405","2014","barnehagedeltakelse"
"0235","alle","1_5","personer","2363","2014","barnehagedeltakelse"
"0236","alle","1_5","personer","1163","2014","barnehagedeltakelse"
"0237","alle","1_5","personer","1554","2014","barnehagedeltakelse"
"0238","alle","1_5","personer","707","2014","barnehagedeltakelse"
"0239","alle","1_5","personer","158","2014","barnehagedeltakelse"
"0301","alle","1_5","personer","42409","2014","barnehagedeltakelse"
"0402","alle","1_5","personer","895","2014","barnehagedeltakelse"
"0403","alle","1_5","personer","1525","2014","barnehagedeltakelse"
"0412","alle","1_5","personer","1837","2014","barnehagedeltakelse"
"0415","alle","1_5","personer","412","2014","barnehagedeltakelse"
"0417","alle","1_5","personer","1159","2014","barnehagedeltakelse"
"0418","alle","1_5","personer","234","2014","barnehagedeltakelse"
"0419","alle","1_5","personer","389","2014","barnehagedeltakelse"
"0420","alle","1_5","personer","257","2014","barnehagedeltakelse"
"0423","alle","1_5","personer","159","2014","barnehagedeltakelse"
"0425","alle","1_5","personer","294","2014","barnehagedeltakelse"
"0426","alle","1_5","personer","156","2014","barnehagedeltakelse"
"0427","alle","1_5","personer","1147","2014","barnehagedeltakelse"
"0428","alle","1_5","personer","273","2014","barnehagedeltakelse"
"0429","alle","1_5","personer","230","2014","barnehagedeltakelse"
"0430","alle","1_5","personer","102","2014","barnehagedeltakelse"
"0432","alle","1_5","personer","64","2014","barnehagedeltakelse"
"0434","alle","1_5","personer","41","2014","barnehagedeltakelse"
"0436","alle","1_5","personer","93","2014","barnehagedeltakelse"
"0437","alle","1_5","personer","329","2014","barnehagedeltakelse"
"0438","alle","1_5","personer","151","2014","barnehagedeltakelse"
"0439","alle","1_5","personer","81","2014","barnehagedeltakelse"
"0441","alle","1_5","personer","82","2014","barnehagedeltakelse"
"0501","alle","1_5","personer","1349","2014","barnehagedeltakelse"
"0502","alle","1_5","personer","1616","2014","barnehagedeltakelse"
"0511","alle","1_5","personer","124","2014","barnehagedeltakelse"
"0512","alle","1_5","personer","88","2014","barnehagedeltakelse"
"0513","alle","1_5","personer","90","2014","barnehagedeltakelse"
"0514","alle","1_5","personer","110","2014","barnehagedeltakelse"
"0515","alle","1_5","personer","195","2014","barnehagedeltakelse"
"0516","alle","1_5","personer","277","2014","barnehagedeltakelse"
"0517","alle","1_5","personer","260","2014","barnehagedeltakelse"
"0519","alle","1_5","personer","175","2014","barnehagedeltakelse"
"0520","alle","1_5","personer","212","2014","barnehagedeltakelse"
"0521","alle","1_5","personer","236","2014","barnehagedeltakelse"
"0522","alle","1_5","personer","305","2014","barnehagedeltakelse"
"0528","alle","1_5","personer","763","2014","barnehagedeltakelse"
"0529","alle","1_5","personer","665","2014","barnehagedeltakelse"
"0532","alle","1_5","personer","369","2014","barnehagedeltakelse"
"0533","alle","1_5","personer","516","2014","barnehagedeltakelse"
"0534","alle","1_5","personer","713","2014","barnehagedeltakelse"
"0536","alle","1_5","personer","240","2014","barnehagedeltakelse"
"0538","alle","1_5","personer","333","2014","barnehagedeltakelse"
"0540","alle","1_5","personer","146","2014","barnehagedeltakelse"
"0541","alle","1_5","personer","63","2014","barnehagedeltakelse"
"0542","alle","1_5","personer","305","2014","barnehagedeltakelse"
"0543","alle","1_5","personer","111","2014","barnehagedeltakelse"
"0544","alle","1_5","personer","162","2014","barnehagedeltakelse"
"0545","alle","1_5","personer","75","2014","barnehagedeltakelse"
"0602","alle","1_5","personer","4014","2014","barnehagedeltakelse"
"0604","alle","1_5","personer","1617","2014","barnehagedeltakelse"
"0605","alle","1_5","personer","1562","2014","barnehagedeltakelse"
"0612","alle","1_5","personer","441","2014","barnehagedeltakelse"
"0615","alle","1_5","personer","41","2014","barnehagedeltakelse"
"0616","alle","1_5","personer","131","2014","barnehagedeltakelse"
"0617","alle","1_5","personer","231","2014","barnehagedeltakelse"
"0618","alle","1_5","personer","147","2014","barnehagedeltakelse"
"0619","alle","1_5","personer","238","2014","barnehagedeltakelse"
"0620","alle","1_5","personer","170","2014","barnehagedeltakelse"
"0621","alle","1_5","personer","152","2014","barnehagedeltakelse"
"0622","alle","1_5","personer","126","2014","barnehagedeltakelse"
"0623","alle","1_5","personer","774","2014","barnehagedeltakelse"
"0624","alle","1_5","personer","1044","2014","barnehagedeltakelse"
"0625","alle","1_5","personer","1503","2014","barnehagedeltakelse"
"0626","alle","1_5","personer","1609","2014","barnehagedeltakelse"
"0627","alle","1_5","personer","1372","2014","barnehagedeltakelse"
"0628","alle","1_5","personer","489","2014","barnehagedeltakelse"
"0631","alle","1_5","personer","159","2014","barnehagedeltakelse"
"0632","alle","1_5","personer","40","2014","barnehagedeltakelse"
"0633","alle","1_5","personer","113","2014","barnehagedeltakelse"
"0701","alle","1_5","personer","1520","2014","barnehagedeltakelse"
"0702","alle","1_5","personer","579","2014","barnehagedeltakelse"
"0704","alle","1_5","personer","2390","2014","barnehagedeltakelse"
"0706","alle","1_5","personer","2500","2014","barnehagedeltakelse"
"0709","alle","1_5","personer","2387","2014","barnehagedeltakelse"
"0711","alle","1_5","personer","319","2014","barnehagedeltakelse"
"0713","alle","1_5","personer","561","2014","barnehagedeltakelse"
"0714","alle","1_5","personer","153","2014","barnehagedeltakelse"
"0716","alle","1_5","personer","566","2014","barnehagedeltakelse"
"0719","alle","1_5","personer","378","2014","barnehagedeltakelse"
"0720","alle","1_5","personer","675","2014","barnehagedeltakelse"
"0722","alle","1_5","personer","1219","2014","barnehagedeltakelse"
"0723","alle","1_5","personer","209","2014","barnehagedeltakelse"
"0728","alle","1_5","personer","136","2014","barnehagedeltakelse"
"0805","alle","1_5","personer","1886","2014","barnehagedeltakelse"
"0806","alle","1_5","personer","3068","2014","barnehagedeltakelse"
"0807","alle","1_5","personer","670","2014","barnehagedeltakelse"
"0811","alle","1_5","personer","129","2014","barnehagedeltakelse"
"0814","alle","1_5","personer","729","2014","barnehagedeltakelse"
"0815","alle","1_5","personer","495","2014","barnehagedeltakelse"
"0817","alle","1_5","personer","218","2014","barnehagedeltakelse"
"0819","alle","1_5","personer","338","2014","barnehagedeltakelse"
"0821","alle","1_5","personer","380","2014","barnehagedeltakelse"
"0822","alle","1_5","personer","208","2014","barnehagedeltakelse"
"0826","alle","1_5","personer","289","2014","barnehagedeltakelse"
"0827","alle","1_5","personer","77","2014","barnehagedeltakelse"
"0828","alle","1_5","personer","181","2014","barnehagedeltakelse"
"0829","alle","1_5","personer","105","2014","barnehagedeltakelse"
"0830","alle","1_5","personer","94","2014","barnehagedeltakelse"
"0831","alle","1_5","personer","62","2014","barnehagedeltakelse"
"0833","alle","1_5","personer","123","2014","barnehagedeltakelse"
"0834","alle","1_5","personer","193","2014","barnehagedeltakelse"
"0901","alle","1_5","personer","347","2014","barnehagedeltakelse"
"0904","alle","1_5","personer","1391","2014","barnehagedeltakelse"
"0906","alle","1_5","personer","2635","2014","barnehagedeltakelse"
"0911","alle","1_5","personer","124","2014","barnehagedeltakelse"
"0912","alle","1_5","personer","133","2014","barnehagedeltakelse"
"0914","alle","1_5","personer","330","2014","barnehagedeltakelse"
"0919","alle","1_5","personer","399","2014","barnehagedeltakelse"
"0926","alle","1_5","personer","723","2014","barnehagedeltakelse"
"0928","alle","1_5","personer","393","2014","barnehagedeltakelse"
"0929","alle","1_5","personer","98","2014","barnehagedeltakelse"
"0935","alle","1_5","personer","101","2014","barnehagedeltakelse"
"0937","alle","1_5","personer","240","2014","barnehagedeltakelse"
"0938","alle","1_5","personer","47","2014","barnehagedeltakelse"
"0940","alle","1_5","personer","55","2014","barnehagedeltakelse"
"0941","alle","1_5","personer","51","2014","barnehagedeltakelse"
"1001","alle","1_5","personer","5708","2014","barnehagedeltakelse"
"1002","alle","1_5","personer","939","2014","barnehagedeltakelse"
"1003","alle","1_5","personer","524","2014","barnehagedeltakelse"
"1004","alle","1_5","personer","546","2014","barnehagedeltakelse"
"1014","alle","1_5","personer","1037","2014","barnehagedeltakelse"
"1017","alle","1_5","personer","476","2014","barnehagedeltakelse"
"1018","alle","1_5","personer","716","2014","barnehagedeltakelse"
"1021","alle","1_5","personer","149","2014","barnehagedeltakelse"
"1026","alle","1_5","personer","49","2014","barnehagedeltakelse"
"1027","alle","1_5","personer","130","2014","barnehagedeltakelse"
"1029","alle","1_5","personer","336","2014","barnehagedeltakelse"
"1032","alle","1_5","personer","588","2014","barnehagedeltakelse"
"1034","alle","1_5","personer","110","2014","barnehagedeltakelse"
"1037","alle","1_5","personer","395","2014","barnehagedeltakelse"
"1046","alle","1_5","personer","143","2014","barnehagedeltakelse"
"1101","alle","1_5","personer","982","2014","barnehagedeltakelse"
"1102","alle","1_5","personer","5607","2014","barnehagedeltakelse"
"1103","alle","1_5","personer","8687","2014","barnehagedeltakelse"
"1106","alle","1_5","personer","2189","2014","barnehagedeltakelse"
"1111","alle","1_5","personer","233","2014","barnehagedeltakelse"
"1112","alle","1_5","personer","226","2014","barnehagedeltakelse"
"1114","alle","1_5","personer","207","2014","barnehagedeltakelse"
"1119","alle","1_5","personer","1538","2014","barnehagedeltakelse"
"1120","alle","1_5","personer","1482","2014","barnehagedeltakelse"
"1121","alle","1_5","personer","1446","2014","barnehagedeltakelse"
"1122","alle","1_5","personer","984","2014","barnehagedeltakelse"
"1124","alle","1_5","personer","1986","2014","barnehagedeltakelse"
"1127","alle","1_5","personer","713","2014","barnehagedeltakelse"
"1129","alle","1_5","personer","86","2014","barnehagedeltakelse"
"1130","alle","1_5","personer","910","2014","barnehagedeltakelse"
"1133","alle","1_5","personer","193","2014","barnehagedeltakelse"
"1134","alle","1_5","personer","249","2014","barnehagedeltakelse"
"1135","alle","1_5","personer","260","2014","barnehagedeltakelse"
"1141","alle","1_5","personer","223","2014","barnehagedeltakelse"
"1142","alle","1_5","personer","411","2014","barnehagedeltakelse"
"1144","alle","1_5","personer","29","2014","barnehagedeltakelse"
"1145","alle","1_5","personer","44","2014","barnehagedeltakelse"
"1146","alle","1_5","personer","827","2014","barnehagedeltakelse"
"1149","alle","1_5","personer","2875","2014","barnehagedeltakelse"
"1151","alle","1_5","personer","16","2014","barnehagedeltakelse"
"1160","alle","1_5","personer","584","2014","barnehagedeltakelse"
"1201","alle","1_5","personer","16483","2014","barnehagedeltakelse"
"1211","alle","1_5","personer","290","2014","barnehagedeltakelse"
"1216","alle","1_5","personer","447","2014","barnehagedeltakelse"
"1219","alle","1_5","personer","794","2014","barnehagedeltakelse"
"1221","alle","1_5","personer","1285","2014","barnehagedeltakelse"
"1222","alle","1_5","personer","194","2014","barnehagedeltakelse"
"1223","alle","1_5","personer","146","2014","barnehagedeltakelse"
"1224","alle","1_5","personer","750","2014","barnehagedeltakelse"
"1227","alle","1_5","personer","55","2014","barnehagedeltakelse"
"1228","alle","1_5","personer","346","2014","barnehagedeltakelse"
"1231","alle","1_5","personer","191","2014","barnehagedeltakelse"
"1232","alle","1_5","personer","45","2014","barnehagedeltakelse"
"1233","alle","1_5","personer","56","2014","barnehagedeltakelse"
"1234","alle","1_5","personer","34","2014","barnehagedeltakelse"
"1235","alle","1_5","personer","839","2014","barnehagedeltakelse"
"1238","alle","1_5","personer","479","2014","barnehagedeltakelse"
"1241","alle","1_5","personer","195","2014","barnehagedeltakelse"
"1242","alle","1_5","personer","143","2014","barnehagedeltakelse"
"1243","alle","1_5","personer","1481","2014","barnehagedeltakelse"
"1244","alle","1_5","personer","383","2014","barnehagedeltakelse"
"1245","alle","1_5","personer","535","2014","barnehagedeltakelse"
"1246","alle","1_5","personer","1732","2014","barnehagedeltakelse"
"1247","alle","1_5","personer","2256","2014","barnehagedeltakelse"
"1251","alle","1_5","personer","221","2014","barnehagedeltakelse"
"1252","alle","1_5","personer","17","2014","barnehagedeltakelse"
"1253","alle","1_5","personer","500","2014","barnehagedeltakelse"
"1256","alle","1_5","personer","638","2014","barnehagedeltakelse"
"1259","alle","1_5","personer","337","2014","barnehagedeltakelse"
"1260","alle","1_5","personer","307","2014","barnehagedeltakelse"
"1263","alle","1_5","personer","1044","2014","barnehagedeltakelse"
"1264","alle","1_5","personer","174","2014","barnehagedeltakelse"
"1265","alle","1_5","personer","23","2014","barnehagedeltakelse"
"1266","alle","1_5","personer","93","2014","barnehagedeltakelse"
"1401","alle","1_5","personer","734","2014","barnehagedeltakelse"
"1411","alle","1_5","personer","109","2014","barnehagedeltakelse"
"1412","alle","1_5","personer","27","2014","barnehagedeltakelse"
"1413","alle","1_5","personer","53","2014","barnehagedeltakelse"
"1416","alle","1_5","personer","199","2014","barnehagedeltakelse"
