"tabell_navn","aar","bydel_nr","innvgrunn_6","kjonn","enhet","tabellvariabel"
"befolkning_innvandringsgrunn","2006","030101","alle","alle","personer","8927"
"befolkning_innvandringsgrunn","2006","030101","arbeid","alle","personer","435"
"befolkning_innvandringsgrunn","2006","030101","flukt","alle","personer","3599"
"befolkning_innvandringsgrunn","2006","030101","familie","alle","personer","1739"
"befolkning_innvandringsgrunn","2006","030101","annet","alle","personer","188"
"befolkning_innvandringsgrunn","2006","030101","uoppgitt","alle","personer","2966"
"befolkning_innvandringsgrunn","2006","030101","alle","1","personer","4814"
"befolkning_innvandringsgrunn","2006","030101","arbeid","1","personer","344"
"befolkning_innvandringsgrunn","2006","030101","flukt","1","personer","1950"
"befolkning_innvandringsgrunn","2006","030101","familie","1","personer","783"
"befolkning_innvandringsgrunn","2006","030101","annet","1","personer","67"
"befolkning_innvandringsgrunn","2006","030101","uoppgitt","1","personer","1670"
"befolkning_innvandringsgrunn","2006","030101","alle","0","personer","4113"
"befolkning_innvandringsgrunn","2006","030101","arbeid","0","personer","91"
"befolkning_innvandringsgrunn","2006","030101","flukt","0","personer","1649"
"befolkning_innvandringsgrunn","2006","030101","familie","0","personer","956"
"befolkning_innvandringsgrunn","2006","030101","annet","0","personer","121"
"befolkning_innvandringsgrunn","2006","030101","uoppgitt","0","personer","1296"
"befolkning_innvandringsgrunn","2007","030101","alle","alle","personer","9166"
"befolkning_innvandringsgrunn","2007","030101","arbeid","alle","personer","495"
"befolkning_innvandringsgrunn","2007","030101","flukt","alle","personer","3831"
"befolkning_innvandringsgrunn","2007","030101","familie","alle","personer","1752"
"befolkning_innvandringsgrunn","2007","030101","annet","alle","personer","205"
"befolkning_innvandringsgrunn","2007","030101","uoppgitt","alle","personer","2883"
"befolkning_innvandringsgrunn","2007","030101","alle","1","personer","4947"
"befolkning_innvandringsgrunn","2007","030101","arbeid","1","personer","373"
"befolkning_innvandringsgrunn","2007","030101","flukt","1","personer","2083"
"befolkning_innvandringsgrunn","2007","030101","familie","1","personer","775"
"befolkning_innvandringsgrunn","2007","030101","annet","1","personer","78"
"befolkning_innvandringsgrunn","2007","030101","uoppgitt","1","personer","1638"
"befolkning_innvandringsgrunn","2007","030101","alle","0","personer","4219"
"befolkning_innvandringsgrunn","2007","030101","arbeid","0","personer","122"
"befolkning_innvandringsgrunn","2007","030101","flukt","0","personer","1748"
"befolkning_innvandringsgrunn","2007","030101","familie","0","personer","977"
"befolkning_innvandringsgrunn","2007","030101","annet","0","personer","127"
"befolkning_innvandringsgrunn","2007","030101","uoppgitt","0","personer","1245"
"befolkning_innvandringsgrunn","2008","030101","alle","alle","personer","9985"
"befolkning_innvandringsgrunn","2008","030101","arbeid","alle","personer","767"
"befolkning_innvandringsgrunn","2008","030101","flukt","alle","personer","4186"
"befolkning_innvandringsgrunn","2008","030101","familie","alle","personer","1862"
"befolkning_innvandringsgrunn","2008","030101","annet","alle","personer","246"
"befolkning_innvandringsgrunn","2008","030101","uoppgitt","alle","personer","2924"
"befolkning_innvandringsgrunn","2008","030101","alle","1","personer","5485"
"befolkning_innvandringsgrunn","2008","030101","arbeid","1","personer","599"
"befolkning_innvandringsgrunn","2008","030101","flukt","1","personer","2304"
"befolkning_innvandringsgrunn","2008","030101","familie","1","personer","811"
"befolkning_innvandringsgrunn","2008","030101","annet","1","personer","87"
"befolkning_innvandringsgrunn","2008","030101","uoppgitt","1","personer","1684"
"befolkning_innvandringsgrunn","2008","030101","alle","0","personer","4500"
"befolkning_innvandringsgrunn","2008","030101","arbeid","0","personer","168"
"befolkning_innvandringsgrunn","2008","030101","flukt","0","personer","1882"
"befolkning_innvandringsgrunn","2008","030101","familie","0","personer","1051"
"befolkning_innvandringsgrunn","2008","030101","annet","0","personer","159"
"befolkning_innvandringsgrunn","2008","030101","uoppgitt","0","personer","1240"
"befolkning_innvandringsgrunn","2009","030101","alle","alle","personer","10945"
"befolkning_innvandringsgrunn","2009","030101","arbeid","alle","personer","1237"
"befolkning_innvandringsgrunn","2009","030101","flukt","alle","personer","4579"
"befolkning_innvandringsgrunn","2009","030101","familie","alle","personer","1878"
"befolkning_innvandringsgrunn","2009","030101","annet","alle","personer","273"
"befolkning_innvandringsgrunn","2009","030101","uoppgitt","alle","personer","2978"
"befolkning_innvandringsgrunn","2009","030101","alle","1","personer","6076"
"befolkning_innvandringsgrunn","2009","030101","arbeid","1","personer","967"
"befolkning_innvandringsgrunn","2009","030101","flukt","1","personer","2521"
"befolkning_innvandringsgrunn","2009","030101","familie","1","personer","800"
"befolkning_innvandringsgrunn","2009","030101","annet","1","personer","102"
"befolkning_innvandringsgrunn","2009","030101","uoppgitt","1","personer","1686"
"befolkning_innvandringsgrunn","2009","030101","alle","0","personer","4869"
"befolkning_innvandringsgrunn","2009","030101","arbeid","0","personer","270"
