"tabell_navn","aar","kommune_nr","kjonn","vreg_3","invalder_3","enhet","tabellvariabel"
"grunnskolepoeng_innvandrere","2015","0101","alle","1","0_6","grunnskolepoeng","29,8"
"grunnskolepoeng_innvandrere","2015","0101","alle","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0101","alle","1","7+","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2015","0101","alle","1","7+","personer","7"
"grunnskolepoeng_innvandrere","2015","0101","alle","1","alle","grunnskolepoeng","34,8"
"grunnskolepoeng_innvandrere","2015","0101","alle","1","alle","personer","9"
"grunnskolepoeng_innvandrere","2015","0101","alle","2","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2015","0101","alle","2","0_6","personer","12"
"grunnskolepoeng_innvandrere","2015","0101","alle","2","7+","grunnskolepoeng","30,2"
"grunnskolepoeng_innvandrere","2015","0101","alle","2","7+","personer","14"
"grunnskolepoeng_innvandrere","2015","0101","alle","2","alle","grunnskolepoeng","34"
"grunnskolepoeng_innvandrere","2015","0101","alle","2","alle","personer","26"
"grunnskolepoeng_innvandrere","2015","0101","alle","alle","0_6","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2015","0101","alle","alle","0_6","personer","14"
"grunnskolepoeng_innvandrere","2015","0101","alle","alle","7+","grunnskolepoeng","32,2"
"grunnskolepoeng_innvandrere","2015","0101","alle","alle","7+","personer","21"
"grunnskolepoeng_innvandrere","2015","0101","alle","alle","alle","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2015","0101","alle","alle","alle","personer","35"
"grunnskolepoeng_innvandrere","2015","0101","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0101","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0101","1","1","7+","grunnskolepoeng","29,4"
"grunnskolepoeng_innvandrere","2015","0101","1","1","7+","personer","3"
"grunnskolepoeng_innvandrere","2015","0101","1","1","alle","grunnskolepoeng","29,6"
"grunnskolepoeng_innvandrere","2015","0101","1","1","alle","personer","4"
"grunnskolepoeng_innvandrere","2015","0101","1","2","0_6","grunnskolepoeng","34,8"
"grunnskolepoeng_innvandrere","2015","0101","1","2","0_6","personer","6"
"grunnskolepoeng_innvandrere","2015","0101","1","2","7+","grunnskolepoeng","31,2"
"grunnskolepoeng_innvandrere","2015","0101","1","2","7+","personer","10"
"grunnskolepoeng_innvandrere","2015","0101","1","2","alle","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2015","0101","1","2","alle","personer","16"
"grunnskolepoeng_innvandrere","2015","0101","1","alle","0_6","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2015","0101","1","alle","0_6","personer","7"
"grunnskolepoeng_innvandrere","2015","0101","1","alle","7+","grunnskolepoeng","30,8"
"grunnskolepoeng_innvandrere","2015","0101","1","alle","7+","personer","13"
"grunnskolepoeng_innvandrere","2015","0101","1","alle","alle","grunnskolepoeng","32"
"grunnskolepoeng_innvandrere","2015","0101","1","alle","alle","personer","20"
"grunnskolepoeng_innvandrere","2015","0101","0","1","0_6","grunnskolepoeng","29,2"
"grunnskolepoeng_innvandrere","2015","0101","0","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0101","0","1","7+","grunnskolepoeng","41,4"
"grunnskolepoeng_innvandrere","2015","0101","0","1","7+","personer","4"
"grunnskolepoeng_innvandrere","2015","0101","0","1","alle","grunnskolepoeng","39"
"grunnskolepoeng_innvandrere","2015","0101","0","1","alle","personer","5"
"grunnskolepoeng_innvandrere","2015","0101","0","2","0_6","grunnskolepoeng","42,4"
"grunnskolepoeng_innvandrere","2015","0101","0","2","0_6","personer","6"
"grunnskolepoeng_innvandrere","2015","0101","0","2","7+","grunnskolepoeng","27,8"
"grunnskolepoeng_innvandrere","2015","0101","0","2","7+","personer","4"
"grunnskolepoeng_innvandrere","2015","0101","0","2","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2015","0101","0","2","alle","personer","10"
"grunnskolepoeng_innvandrere","2015","0101","0","alle","0_6","grunnskolepoeng","40,4"
"grunnskolepoeng_innvandrere","2015","0101","0","alle","0_6","personer","7"
"grunnskolepoeng_innvandrere","2015","0101","0","alle","7+","grunnskolepoeng","34,6"
"grunnskolepoeng_innvandrere","2015","0101","0","alle","7+","personer","8"
"grunnskolepoeng_innvandrere","2015","0101","0","alle","alle","grunnskolepoeng","37,4"
"grunnskolepoeng_innvandrere","2015","0101","0","alle","alle","personer","15"
"grunnskolepoeng_innvandrere","2015","0104","alle","1","0_6","grunnskolepoeng","45,8"
"grunnskolepoeng_innvandrere","2015","0104","alle","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0104","alle","1","7+","grunnskolepoeng","38,8"
"grunnskolepoeng_innvandrere","2015","0104","alle","1","7+","personer","12"
"grunnskolepoeng_innvandrere","2015","0104","alle","1","alle","grunnskolepoeng","39,8"
"grunnskolepoeng_innvandrere","2015","0104","alle","1","alle","personer","14"
"grunnskolepoeng_innvandrere","2015","0104","alle","2","0_6","grunnskolepoeng","37,6"
"grunnskolepoeng_innvandrere","2015","0104","alle","2","0_6","personer","14"
"grunnskolepoeng_innvandrere","2015","0104","alle","2","7+","grunnskolepoeng","32"
"grunnskolepoeng_innvandrere","2015","0104","alle","2","7+","personer","8"
"grunnskolepoeng_innvandrere","2015","0104","alle","2","alle","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2015","0104","alle","2","alle","personer","22"
"grunnskolepoeng_innvandrere","2015","0104","alle","alle","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2015","0104","alle","alle","0_6","personer","16"
"grunnskolepoeng_innvandrere","2015","0104","alle","alle","7+","grunnskolepoeng","36"
"grunnskolepoeng_innvandrere","2015","0104","alle","alle","7+","personer","20"
"grunnskolepoeng_innvandrere","2015","0104","alle","alle","alle","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2015","0104","alle","alle","alle","personer","36"
"grunnskolepoeng_innvandrere","2015","0104","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0104","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0104","1","1","7+","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2015","0104","1","1","7+","personer","6"
"grunnskolepoeng_innvandrere","2015","0104","1","1","alle","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2015","0104","1","1","alle","personer","6"
"grunnskolepoeng_innvandrere","2015","0104","1","2","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2015","0104","1","2","0_6","personer","9"
"grunnskolepoeng_innvandrere","2015","0104","1","2","7+","grunnskolepoeng","31"
"grunnskolepoeng_innvandrere","2015","0104","1","2","7+","personer","6"
"grunnskolepoeng_innvandrere","2015","0104","1","2","alle","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2015","0104","1","2","alle","personer","15"
"grunnskolepoeng_innvandrere","2015","0104","1","alle","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2015","0104","1","alle","0_6","personer","9"
"grunnskolepoeng_innvandrere","2015","0104","1","alle","7+","grunnskolepoeng","31,8"
"grunnskolepoeng_innvandrere","2015","0104","1","alle","7+","personer","12"
"grunnskolepoeng_innvandrere","2015","0104","1","alle","alle","grunnskolepoeng","34,6"
"grunnskolepoeng_innvandrere","2015","0104","1","alle","alle","personer","21"
"grunnskolepoeng_innvandrere","2015","0104","0","1","0_6","grunnskolepoeng","45,8"
"grunnskolepoeng_innvandrere","2015","0104","0","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0104","0","1","7+","grunnskolepoeng","45,2"
"grunnskolepoeng_innvandrere","2015","0104","0","1","7+","personer","6"
"grunnskolepoeng_innvandrere","2015","0104","0","1","alle","grunnskolepoeng","45,4"
"grunnskolepoeng_innvandrere","2015","0104","0","1","alle","personer","8"
"grunnskolepoeng_innvandrere","2015","0104","0","2","0_6","grunnskolepoeng","36"
"grunnskolepoeng_innvandrere","2015","0104","0","2","0_6","personer","5"
"grunnskolepoeng_innvandrere","2015","0104","0","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0104","0","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0104","0","2","alle","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2015","0104","0","2","alle","personer","7"
"grunnskolepoeng_innvandrere","2015","0104","0","alle","0_6","grunnskolepoeng","38,8"
"grunnskolepoeng_innvandrere","2015","0104","0","alle","0_6","personer","7"
"grunnskolepoeng_innvandrere","2015","0104","0","alle","7+","grunnskolepoeng","42,6"
"grunnskolepoeng_innvandrere","2015","0104","0","alle","7+","personer","8"
"grunnskolepoeng_innvandrere","2015","0104","0","alle","alle","grunnskolepoeng","40,8"
"grunnskolepoeng_innvandrere","2015","0104","0","alle","alle","personer","15"
"grunnskolepoeng_innvandrere","2015","0105","alle","1","0_6","grunnskolepoeng","32,6"
"grunnskolepoeng_innvandrere","2015","0105","alle","1","0_6","personer","4"
"grunnskolepoeng_innvandrere","2015","0105","alle","1","7+","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2015","0105","alle","1","7+","personer","15"
"grunnskolepoeng_innvandrere","2015","0105","alle","1","alle","grunnskolepoeng","35,6"
"grunnskolepoeng_innvandrere","2015","0105","alle","1","alle","personer","19"
"grunnskolepoeng_innvandrere","2015","0105","alle","2","0_6","grunnskolepoeng","34,6"
"grunnskolepoeng_innvandrere","2015","0105","alle","2","0_6","personer","32"
"grunnskolepoeng_innvandrere","2015","0105","alle","2","7+","grunnskolepoeng","29,6"
"grunnskolepoeng_innvandrere","2015","0105","alle","2","7+","personer","15"
"grunnskolepoeng_innvandrere","2015","0105","alle","2","alle","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2015","0105","alle","2","alle","personer","47"
"grunnskolepoeng_innvandrere","2015","0105","alle","alle","0_6","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2015","0105","alle","alle","0_6","personer","36"
"grunnskolepoeng_innvandrere","2015","0105","alle","alle","7+","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2015","0105","alle","alle","7+","personer","30"
"grunnskolepoeng_innvandrere","2015","0105","alle","alle","alle","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2015","0105","alle","alle","alle","personer","66"
"grunnskolepoeng_innvandrere","2015","0105","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0105","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0105","1","1","7+","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2015","0105","1","1","7+","personer","8"
"grunnskolepoeng_innvandrere","2015","0105","1","1","alle","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2015","0105","1","1","alle","personer","9"
"grunnskolepoeng_innvandrere","2015","0105","1","2","0_6","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2015","0105","1","2","0_6","personer","14"
"grunnskolepoeng_innvandrere","2015","0105","1","2","7+","grunnskolepoeng","27,8"
"grunnskolepoeng_innvandrere","2015","0105","1","2","7+","personer","6"
"grunnskolepoeng_innvandrere","2015","0105","1","2","alle","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2015","0105","1","2","alle","personer","20"
"grunnskolepoeng_innvandrere","2015","0105","1","alle","0_6","grunnskolepoeng","34,8"
"grunnskolepoeng_innvandrere","2015","0105","1","alle","0_6","personer","15"
"grunnskolepoeng_innvandrere","2015","0105","1","alle","7+","grunnskolepoeng","30,8"
"grunnskolepoeng_innvandrere","2015","0105","1","alle","7+","personer","14"
"grunnskolepoeng_innvandrere","2015","0105","1","alle","alle","grunnskolepoeng","32,8"
"grunnskolepoeng_innvandrere","2015","0105","1","alle","alle","personer","29"
"grunnskolepoeng_innvandrere","2015","0105","0","1","0_6","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2015","0105","0","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0105","0","1","7+","grunnskolepoeng","40,4"
"grunnskolepoeng_innvandrere","2015","0105","0","1","7+","personer","7"
"grunnskolepoeng_innvandrere","2015","0105","0","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng_innvandrere","2015","0105","0","1","alle","personer","10"
"grunnskolepoeng_innvandrere","2015","0105","0","2","0_6","grunnskolepoeng","34"
"grunnskolepoeng_innvandrere","2015","0105","0","2","0_6","personer","18"
"grunnskolepoeng_innvandrere","2015","0105","0","2","7+","grunnskolepoeng","30,8"
"grunnskolepoeng_innvandrere","2015","0105","0","2","7+","personer","9"
"grunnskolepoeng_innvandrere","2015","0105","0","2","alle","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2015","0105","0","2","alle","personer","27"
"grunnskolepoeng_innvandrere","2015","0105","0","alle","0_6","grunnskolepoeng","34"
"grunnskolepoeng_innvandrere","2015","0105","0","alle","0_6","personer","21"
"grunnskolepoeng_innvandrere","2015","0105","0","alle","7+","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2015","0105","0","alle","7+","personer","16"
"grunnskolepoeng_innvandrere","2015","0105","0","alle","alle","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2015","0105","0","alle","alle","personer","37"
"grunnskolepoeng_innvandrere","2015","0106","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0106","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0106","alle","1","7+","grunnskolepoeng","40,8"
"grunnskolepoeng_innvandrere","2015","0106","alle","1","7+","personer","10"
"grunnskolepoeng_innvandrere","2015","0106","alle","1","alle","grunnskolepoeng","40,6"
"grunnskolepoeng_innvandrere","2015","0106","alle","1","alle","personer","11"
"grunnskolepoeng_innvandrere","2015","0106","alle","2","0_6","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2015","0106","alle","2","0_6","personer","36"
"grunnskolepoeng_innvandrere","2015","0106","alle","2","7+","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2015","0106","alle","2","7+","personer","28"
"grunnskolepoeng_innvandrere","2015","0106","alle","2","alle","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2015","0106","alle","2","alle","personer","64"
"grunnskolepoeng_innvandrere","2015","0106","alle","alle","0_6","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2015","0106","alle","alle","0_6","personer","37"
"grunnskolepoeng_innvandrere","2015","0106","alle","alle","7+","grunnskolepoeng","37"
"grunnskolepoeng_innvandrere","2015","0106","alle","alle","7+","personer","38"
"grunnskolepoeng_innvandrere","2015","0106","alle","alle","alle","grunnskolepoeng","37,2"
"grunnskolepoeng_innvandrere","2015","0106","alle","alle","alle","personer","75"
"grunnskolepoeng_innvandrere","2015","0106","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0106","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0106","1","1","7+","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2015","0106","1","1","7+","personer","4"
"grunnskolepoeng_innvandrere","2015","0106","1","1","alle","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2015","0106","1","1","alle","personer","5"
"grunnskolepoeng_innvandrere","2015","0106","1","2","0_6","grunnskolepoeng","35,4"
"grunnskolepoeng_innvandrere","2015","0106","1","2","0_6","personer","20"
"grunnskolepoeng_innvandrere","2015","0106","1","2","7+","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2015","0106","1","2","7+","personer","13"
"grunnskolepoeng_innvandrere","2015","0106","1","2","alle","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2015","0106","1","2","alle","personer","33"
"grunnskolepoeng_innvandrere","2015","0106","1","alle","0_6","grunnskolepoeng","35,4"
"grunnskolepoeng_innvandrere","2015","0106","1","alle","0_6","personer","21"
"grunnskolepoeng_innvandrere","2015","0106","1","alle","7+","grunnskolepoeng","33,2"
"grunnskolepoeng_innvandrere","2015","0106","1","alle","7+","personer","17"
"grunnskolepoeng_innvandrere","2015","0106","1","alle","alle","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2015","0106","1","alle","alle","personer","38"
"grunnskolepoeng_innvandrere","2015","0106","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0106","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0106","0","1","7+","grunnskolepoeng","44,2"
"grunnskolepoeng_innvandrere","2015","0106","0","1","7+","personer","6"
"grunnskolepoeng_innvandrere","2015","0106","0","1","alle","grunnskolepoeng","44,2"
"grunnskolepoeng_innvandrere","2015","0106","0","1","alle","personer","6"
"grunnskolepoeng_innvandrere","2015","0106","0","2","0_6","grunnskolepoeng","39,4"
"grunnskolepoeng_innvandrere","2015","0106","0","2","0_6","personer","16"
"grunnskolepoeng_innvandrere","2015","0106","0","2","7+","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2015","0106","0","2","7+","personer","15"
"grunnskolepoeng_innvandrere","2015","0106","0","2","alle","grunnskolepoeng","39"
"grunnskolepoeng_innvandrere","2015","0106","0","2","alle","personer","31"
"grunnskolepoeng_innvandrere","2015","0106","0","alle","0_6","grunnskolepoeng","39,4"
"grunnskolepoeng_innvandrere","2015","0106","0","alle","0_6","personer","16"
"grunnskolepoeng_innvandrere","2015","0106","0","alle","7+","grunnskolepoeng","40,2"
"grunnskolepoeng_innvandrere","2015","0106","0","alle","7+","personer","21"
"grunnskolepoeng_innvandrere","2015","0106","0","alle","alle","grunnskolepoeng","40"
"grunnskolepoeng_innvandrere","2015","0106","0","alle","alle","personer","37"
"grunnskolepoeng_innvandrere","2015","0111","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","alle","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","alle","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","alle","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","alle","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","alle","2","0_6","grunnskolepoeng","53"
"grunnskolepoeng_innvandrere","2015","0111","alle","2","0_6","personer","4"
"grunnskolepoeng_innvandrere","2015","0111","alle","2","7+","grunnskolepoeng","31,4"
"grunnskolepoeng_innvandrere","2015","0111","alle","2","7+","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","alle","2","alle","grunnskolepoeng","45,8"
"grunnskolepoeng_innvandrere","2015","0111","alle","2","alle","personer","6"
"grunnskolepoeng_innvandrere","2015","0111","alle","alle","0_6","grunnskolepoeng","53"
"grunnskolepoeng_innvandrere","2015","0111","alle","alle","0_6","personer","4"
"grunnskolepoeng_innvandrere","2015","0111","alle","alle","7+","grunnskolepoeng","34"
"grunnskolepoeng_innvandrere","2015","0111","alle","alle","7+","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","alle","alle","alle","grunnskolepoeng","45"
"grunnskolepoeng_innvandrere","2015","0111","alle","alle","alle","personer","7"
"grunnskolepoeng_innvandrere","2015","0111","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","2","alle","grunnskolepoeng","47,8"
"grunnskolepoeng_innvandrere","2015","0111","1","2","alle","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","1","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","1","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","1","alle","alle","grunnskolepoeng","47,8"
"grunnskolepoeng_innvandrere","2015","0111","1","alle","alle","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","0","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","0","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","0","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0111","0","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0111","0","2","0_6","grunnskolepoeng","52,6"
"grunnskolepoeng_innvandrere","2015","0111","0","2","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","0","2","7+","grunnskolepoeng","22"
"grunnskolepoeng_innvandrere","2015","0111","0","2","7+","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","0","2","alle","grunnskolepoeng","44,8"
"grunnskolepoeng_innvandrere","2015","0111","0","2","alle","personer","4"
"grunnskolepoeng_innvandrere","2015","0111","0","alle","0_6","grunnskolepoeng","52,6"
"grunnskolepoeng_innvandrere","2015","0111","0","alle","0_6","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","0","alle","7+","grunnskolepoeng","30,6"
"grunnskolepoeng_innvandrere","2015","0111","0","alle","7+","personer","3"
"grunnskolepoeng_innvandrere","2015","0111","0","alle","alle","grunnskolepoeng","43,8"
"grunnskolepoeng_innvandrere","2015","0111","0","alle","alle","personer","5"
"grunnskolepoeng_innvandrere","2015","0118","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","alle","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","1","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","1","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0118","0","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0118","0","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","1","7+","grunnskolepoeng","47,4"
"grunnskolepoeng_innvandrere","2015","0119","alle","1","7+","personer","3"
"grunnskolepoeng_innvandrere","2015","0119","alle","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","2","0_6","grunnskolepoeng","43,2"
"grunnskolepoeng_innvandrere","2015","0119","alle","2","0_6","personer","4"
"grunnskolepoeng_innvandrere","2015","0119","alle","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2015","0119","alle","2","alle","grunnskolepoeng","42,2"
"grunnskolepoeng_innvandrere","2015","0119","alle","2","alle","personer","5"
"grunnskolepoeng_innvandrere","2015","0119","alle","alle","0_6","grunnskolepoeng","43,2"
"grunnskolepoeng_innvandrere","2015","0119","alle","alle","0_6","personer","4"
"grunnskolepoeng_innvandrere","2015","0119","alle","alle","7+","grunnskolepoeng","42,6"
