Identifikasjon (rad nr.);Kode;Nivånr.;Tittel;Fotnoter;Generell note;Omfatter;Omfatter også;Ekskluderer;Kort tittel;Middels lang tittel
198;1160;1;Vindafjord;;Fra 1.januar 2006 ble kommunene 1154 Vindafjord og 1159 Ølen slått sammen til 1160 Vindafjord kommune.;;;;;
199;1201;1;Bergen;;;;;;;
200;1211;1;Etne;;;;;;;
201;1216;1;Sveio;;;;;;;
202;1219;1;Bømlo;;;;;;;
203;1221;1;Stord;;;;;;;
204;1222;1;Fitjar;;;;;;;
205;1223;1;Tysnes;;;;;;;
206;1224;1;Kvinnherad;;;;;;;
207;1227;1;Jondal;;;;;;;
208;1228;1;Odda;;;;;;;
209;1231;1;Ullensvang;;;;;;;
210;1232;1;Eidfjord;;;;;;;
211;1233;1;Ulvik;;;;;;;
212;1234;1;Granvin;;;;;;;
213;1235;1;Voss;;;;;;;
214;1238;1;Kvam;;;;;;;
215;1241;1;Fusa;;;;;;;
216;1242;1;Samnanger;;;;;;;
217;1243;1;Os;;;;;;;
218;1244;1;Austevoll;;;;;;;
219;1245;1;Sund;;;;;;;
220;1246;1;Fjell;;;;;;;
221;1247;1;Askøy;;;;;;;
222;1251;1;Vaksdal;;;;;;;
223;1252;1;Modalen;;;;;;;
224;1253;1;Osterøy;;;;;;;
225;1256;1;Meland;;;;;;;
226;1259;1;Øygarden;;;;;;;
227;1260;1;Radøy;;;;;;;
228;1263;1;Lindås;;;;;;;
229;1264;1;Austrheim;;;;;;;
230;1265;1;Fedje;;;;;;;
231;1266;1;Masfjorden;;;;;;;
232;1401;1;Flora;;;;;;;
233;1411;1;Gulen;;;;;;;
234;1412;1;Solund;;;;;;;
235;1413;1;Hyllestad;;;;;;;
236;1416;1;Høyanger;;;;;;;
237;1417;1;Vik;;;;;;;
238;1418;1;Balestrand;;;;;;;
239;1419;1;Leikanger;;;;;;;
240;1420;1;Sogndal;;;;;;;
241;1421;1;Aurland;;;;;;;
242;1422;1;Lærdal;;;;;;;
243;1424;1;Årdal;;;;;;;
244;1426;1;Luster;;;;;;;
245;1428;1;Askvoll;;;;;;;
246;1429;1;Fjaler;;;;;;;
247;1430;1;Gaular;;;;;;;
248;1431;1;Jølster;;;;;;;
249;1432;1;Førde;;;;;;;
250;1433;1;Naustdal;;;;;;;
251;1438;1;Bremanger;;;;;;;
252;1439;1;Vågsøy;;;;;;;
253;1441;1;Selje;;;;;;;
254;1443;1;Eid;;;;;;;
255;1444;1;Hornindal;;;;;;;
256;1445;1;Gloppen;;;;;;;
257;1449;1;Stryn;;;;;;;
258;1502;1;Molde;;;;;;;
259;1503;1;Kristiansund;;;;;;;
260;1504;1;Ålesund;;;;;;;
261;1511;1;Vanylven;;;;;;;
262;1514;1;Sande;;;;;;;
263;1515;1;Herøy;;;;;;;
264;1516;1;Ulstein;;;;;;;
265;1517;1;Hareid;;;;;;;
266;1519;1;Volda;;;;;;;
267;1520;1;Ørsta;;;;;;;
268;1523;1;Ørskog;;;;;;;
269;1524;1;Norddal;;;;;;;
270;1525;1;Stranda;;;;;;;
271;1526;1;Stordal;;;;;;;
272;1528;1;Sykkylven;;;;;;;
273;1529;1;Skodje;;;;;;;
274;1531;1;Sula;;;;;;;
275;1532;1;Giske;;;;;;;
276;1534;1;Haram;;;;;;;
277;1535;1;Vestnes;;;;;;;
278;1539;1;Rauma;;;;;;;
279;1543;1;Nesset;;;;;;;
280;1545;1;Midsund;;;;;;;
281;1546;1;Sandøy;;;;;;;
282;1547;1;Aukra;;;;;;;
283;1548;1;Fræna;;;;;;;
284;1551;1;Eide;;;;;;;
285;1554;1;Averøy;;;;;;;
286;1556;1;Frei;;;;;;;
287;1557;1;Gjemnes;;;;;;;
288;1560;1;Tingvoll;;;;;;;
289;1563;1;Sunndal;;;;;;;
290;1566;1;Surnadal;;;;;;;
291;1567;1;Rindal;;;;;;;
292;1571;1;Halsa;;;;;;;
293;1573;1;Smøla;;;;;;;
294;1576;1;Aure;;Fra 1.januar 2006 ble kommunene 1569 Aure og 1572 Tustna slått sammen til 1576 Aure  kommune.;;;;;
295;1601;1;Trondheim;;;;;;;
296;1612;1;Hemne;;;;;;;
297;1613;1;Snillfjord;;;;;;;
298;1617;1;Hitra;;;;;;;
299;1620;1;Frøya;;;;;;;
300;1621;1;Ørland;;;;;;;
301;1622;1;Agdenes;;;;;;;
302;1624;1;Rissa;;;;;;;
303;1627;1;Bjugn;;;;;;;
304;1630;1;Åfjord;;;;;;;
305;1632;1;Roan;;;;;;;
306;1633;1;Osen;;;;;;;
307;1634;1;Oppdal;;;;;;;
308;1635;1;Rennebu;;;;;;;
309;1636;1;Meldal;;;;;;;
310;1638;1;Orkdal;;;;;;;
311;1640;1;Røros;;;;;;;
312;1644;1;Holtålen;;;;;;;
313;1648;1;Midtre Gauldal;;;;;;;
314;1653;1;Melhus;;;;;;;
315;1657;1;Skaun;;;;;;;
316;1662;1;Klæbu;;;;;;;
317;1663;1;Malvik;;;;;;;
318;1664;1;Selbu;;;;;;;
319;1665;1;Tydal;;;;;;;
320;1702;1;Steinkjer;;;;;;;
321;1703;1;Namsos;;;;;;;
322;1711;1;Meråker;;;;;;;
323;1714;1;Stjørdal;;;;;;;
324;1717;1;Frosta;;;;;;;
325;1718;1;Leksvik;;;;;;;
326;1719;1;Levanger;;;;;;;
327;1721;1;Verdal;;;;;;;
328;1723;1;Mosvik;;;;;;;
329;1724;1;Verran;;;;;;;
330;1725;1;Namdalseid;;;;;;;
331;1729;1;Inderøy;;;;;;;
332;1736;1;Snåsa;;;;;;;
333;1738;1;Lierne;;;;;;;
334;1739;1;Røyrvik;;;;;;;
335;1740;1;Namsskogan;;;;;;;
336;1742;1;Grong;;;;;;;
337;1743;1;Høylandet;;;;;;;
338;1744;1;Overhalla;;;;;;;
339;1748;1;Fosnes;;;;;;;
340;1749;1;Flatanger;;;;;;;
341;1750;1;Vikna;;;;;;;
342;1751;1;Nærøy;;;;;;;
343;1755;1;Leka;;;;;;;
344;1804;1;Bodø;;;;;;;
345;1805;1;Narvik;;;;;;;
346;1811;1;Bindal;;;;;;;
347;1812;1;Sømna;;;;;;;
348;1813;1;Brønnøy;;;;;;;
349;1815;1;Vega;;;;;;;
350;1816;1;Vevelstad;;;;;;;
351;1818;1;Herøy;;;;;;;
352;1820;1;Alstahaug;;;;;;;
353;1822;1;Leirfjord;;;;;;;
354;1824;1;Vefsn;;;;;;;
355;1825;1;Grane;;;;;;;
356;1826;1;Hattfjelldal;;;;;;;
357;1827;1;Dønna;;;;;;;
358;1828;1;Nesna;;;;;;;
359;1832;1;Hemnes;;;;;;;
360;1833;1;Rana;;;;;;;
361;1834;1;Lurøy;;;;;;;
362;1835;1;Træna;;;;;;;
363;1836;1;Rødøy;;;;;;;
364;1837;1;Meløy;;;;;;;
365;1838;1;Gildeskål;;;;;;;
366;1839;1;Beiarn;;;;;;;
367;1840;1;Saltdal;;;;;;;
368;1841;1;Fauske;;;;;;;
369;1845;1;Sørfold;;;;;;;
370;1848;1;Steigen;;;;;;;
371;1849;1;Hamarøy;;;;;;;
372;1850;1;Tysfjord;;;;;;;
373;1851;1;Lødingen;;;;;;;
374;1852;1;Tjeldsund;;;;;;;
375;1853;1;Evenes;;;;;;;
376;1854;1;Ballangen;;;;;;;
377;1856;1;Røst;;;;;;;
378;1857;1;Værøy;;;;;;;
379;1859;1;Flakstad;;;;;;;
380;1860;1;Vestvågøy;;;;;;;
381;1865;1;Vågan;;;;;;;
382;1866;1;Hadsel;;;;;;;
383;1867;1;Bø;;;;;;;
384;1868;1;Øksnes;;;;;;;
385;1870;1;Sortland;;;;;;;
386;1871;1;Andøy;;;;;;;
387;1874;1;Moskenes;;;;;;;
388;1901;1;Harstad;;;;;;;
389;1902;1;Tromsø;;;;;;;
390;1911;1;Kvæfjord;;;;;;;
391;1913;1;Skånland;;;;;;;
392;1915;1;Bjarkøy;;;;;;;
393;1917;1;Ibestad;;;;;;;
394;1919;1;Gratangen;;;;;;;
395;1920;1;Lavangen;;;;;;;
396;1922;1;Bardu;;;;;;;
397;1923;1;Salangen;;;;;;;
398;1924;1;Målselv;;;;;;;
399;1925;1;Sørreisa;;;;;;;
400;1926;1;Dyrøy;;;;;;;
401;1927;1;Tranøy;;;;;;;
402;1928;1;Torsken;;;;;;;
403;1929;1;Berg;;;;;;;
404;1931;1;Lenvik;;;;;;;
405;1933;1;Balsfjord;;;;;;;
406;1936;1;Karlsøy;;;;;;;
407;1938;1;Lyngen;;;;;;;
408;1939;1;Storfjord;;;;;;;
409;1940;1;Gáivuotna Kåfjord;;;;;;;
410;1941;1;Skjervøy;;;;;;;
411;1942;1;Nordreisa;;;;;;;
412;1943;1;Kvænangen;;;;;;;
413;2002;1;Vardø;;;;;;;
414;2003;1;Vadsø;;;;;;;
415;2004;1;Hammerfest;;;;;;;
416;2011;1;Guovdageaidnu Kautokeino;;;;;;;
417;2012;1;Alta;;;;;;;
418;2014;1;Loppa;;;;;;;
419;2015;1;Hasvik;;;;;;;
420;2017;1;Kvalsund;;;;;;;
421;2018;1;Måsøy;;;;;;;
422;2019;1;Nordkapp;;;;;;;
423;2020;1;Porsanger Porsángu Porsanki;;;;;;;
424;2021;1;Kárásjohka Karasjok;;;;;;;
425;2022;1;Lebesby;;;;;;;
426;2023;1;Gamvik;;;;;;;
427;2024;1;Berlevåg;;;;;;;
428;2025;1;Deatnu Tana;;;;;;;
429;2027;1;Unjárga Nesseby;;;;;;;
430;2028;1;Båtsfjord;;;;;;;
431;2030;1;Sør-Varanger;;;;;;;
432;9999;1;Uoppgitt;;;;;;;
