tabell_navn,aar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_5,kjonn,enhet,tabellvariabel
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,alle,alle,personer,119916
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,alle,alle,prosent,19.77
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,alle,1,personer,67933
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,alle,1,prosent,21.76
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,alle,0,personer,51983
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,alle,0,prosent,17.66
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,81928
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,15.91
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,47014
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,17.75
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,34914
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,13.96
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,befolkningen_ellers,alle,personer,86685
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,16.12
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,befolkningen_ellers,1,personer,49914
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,befolkningen_ellers,1,prosent,18.05
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,befolkningen_ellers,0,personer,36771
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,befolkningen_ellers,0,prosent,14.08
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,innvandrere,alle,personer,33231
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,innvandrere,alle,prosent,48.3
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,innvandrere,1,personer,18019
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,innvandrere,1,prosent,50.7
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,innvandrere,0,personer,15212
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,innvandrere,0,prosent,45.74
ungdom_utenfor_opplaring,2014,00,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,4757
