aar,bydel_nr,innvkat_2,arbeidsalder_18_69,tabellvariabel,tabell_navn,enhet
2006,00,alle,18_29,508863,sysselsatte_innvkat_alder,personer
2006,00,alle,30_54,1388102,sysselsatte_innvkat_alder,personer
2006,00,alle,55_69,433717,sysselsatte_innvkat_alder,personer
2006,00,alle,alle,2388660,sysselsatte_innvkat_alder,personer
2006,00,befolkningen_ellers,18_29,465256,sysselsatte_innvkat_alder,personer
2006,00,befolkningen_ellers,30_54,1270607,sysselsatte_innvkat_alder,personer
2006,00,befolkningen_ellers,55_69,415181,sysselsatte_innvkat_alder,personer
2006,00,befolkningen_ellers,alle,2207249,sysselsatte_innvkat_alder,personer
2006,00,innvandrere,18_29,43607,sysselsatte_innvkat_alder,personer
2006,00,innvandrere,30_54,117495,sysselsatte_innvkat_alder,personer
2006,00,innvandrere,55_69,18536,sysselsatte_innvkat_alder,personer
2006,00,innvandrere,alle,181411,sysselsatte_innvkat_alder,personer
2006,030101,alle,18_29,7755,sysselsatte_innvkat_alder,personer
2006,030101,alle,30_54,16471,sysselsatte_innvkat_alder,personer
2006,030101,alle,55_69,4356,sysselsatte_innvkat_alder,personer
2006,030101,alle,alle,28963,sysselsatte_innvkat_alder,personer
2006,030101,befolkningen_ellers,18_29,6405,sysselsatte_innvkat_alder,personer
2006,030101,befolkningen_ellers,30_54,13646,sysselsatte_innvkat_alder,personer
2006,030101,befolkningen_ellers,55_69,3907,sysselsatte_innvkat_alder,personer
2006,030101,befolkningen_ellers,alle,24305,sysselsatte_innvkat_alder,personer
2006,030101,innvandrere,18_29,1350,sysselsatte_innvkat_alder,personer
2006,030101,innvandrere,30_54,2825,sysselsatte_innvkat_alder,personer
2006,030101,innvandrere,55_69,449,sysselsatte_innvkat_alder,personer
2006,030101,innvandrere,alle,4658,sysselsatte_innvkat_alder,personer
2006,030102,alle,18_29,7237,sysselsatte_innvkat_alder,personer
2006,030102,alle,30_54,15281,sysselsatte_innvkat_alder,personer
2006,030102,alle,55_69,3890,sysselsatte_innvkat_alder,personer
2006,030102,alle,alle,26756,sysselsatte_innvkat_alder,personer
2006,030102,befolkningen_ellers,18_29,6125,sysselsatte_innvkat_alder,personer
2006,030102,befolkningen_ellers,30_54,12861,sysselsatte_innvkat_alder,personer
2006,030102,befolkningen_ellers,55_69,3529,sysselsatte_innvkat_alder,personer
2006,030102,befolkningen_ellers,alle,22830,sysselsatte_innvkat_alder,personer
2006,030102,innvandrere,18_29,1112,sysselsatte_innvkat_alder,personer
2006,030102,innvandrere,30_54,2420,sysselsatte_innvkat_alder,personer
2006,030102,innvandrere,55_69,361,sysselsatte_innvkat_alder,personer
2006,030102,innvandrere,alle,3926,sysselsatte_innvkat_alder,personer
2006,030103,alle,18_29,7827,sysselsatte_innvkat_alder,personer
2006,030103,alle,30_54,18294,sysselsatte_innvkat_alder,personer
2006,030103,alle,55_69,4877,sysselsatte_innvkat_alder,personer
2006,030103,alle,alle,31480,sysselsatte_innvkat_alder,personer
2006,030103,befolkningen_ellers,18_29,6384,sysselsatte_innvkat_alder,personer
2006,030103,befolkningen_ellers,30_54,15155,sysselsatte_innvkat_alder,personer
2006,030103,befolkningen_ellers,55_69,4406,sysselsatte_innvkat_alder,personer
2006,030103,befolkningen_ellers,alle,26388,sysselsatte_innvkat_alder,personer
2006,030103,innvandrere,18_29,1443,sysselsatte_innvkat_alder,personer
2006,030103,innvandrere,30_54,3139,sysselsatte_innvkat_alder,personer
2006,030103,innvandrere,55_69,471,sysselsatte_innvkat_alder,personer
2006,030103,innvandrere,alle,5092,sysselsatte_innvkat_alder,personer
2006,030104,alle,18_29,7887,sysselsatte_innvkat_alder,personer
2006,030104,alle,30_54,15181,sysselsatte_innvkat_alder,personer
2006,030104,alle,55_69,3659,sysselsatte_innvkat_alder,personer
2006,030104,alle,alle,27053,sysselsatte_innvkat_alder,personer
2006,030104,befolkningen_ellers,18_29,6458,sysselsatte_innvkat_alder,personer
2006,030104,befolkningen_ellers,30_54,12266,sysselsatte_innvkat_alder,personer
2006,030104,befolkningen_ellers,55_69,3266,sysselsatte_innvkat_alder,personer
2006,030104,befolkningen_ellers,alle,22281,sysselsatte_innvkat_alder,personer
2006,030104,innvandrere,18_29,1429,sysselsatte_innvkat_alder,personer
2006,030104,innvandrere,30_54,2915,sysselsatte_innvkat_alder,personer
2006,030104,innvandrere,55_69,393,sysselsatte_innvkat_alder,personer
2006,030104,innvandrere,alle,4772,sysselsatte_innvkat_alder,personer
2006,030105,alle,18_29,6667,sysselsatte_innvkat_alder,personer
2006,030105,alle,30_54,14333,sysselsatte_innvkat_alder,personer
2006,030105,alle,55_69,3479,sysselsatte_innvkat_alder,personer
2006,030105,alle,alle,24811,sysselsatte_innvkat_alder,personer
2006,030105,befolkningen_ellers,18_29,5632,sysselsatte_innvkat_alder,personer
2006,030105,befolkningen_ellers,30_54,12031,sysselsatte_innvkat_alder,personer
2006,030105,befolkningen_ellers,55_69,3166,sysselsatte_innvkat_alder,personer
2006,030105,befolkningen_ellers,alle,21133,sysselsatte_innvkat_alder,personer
2006,030105,innvandrere,18_29,1035,sysselsatte_innvkat_alder,personer
2006,030105,innvandrere,30_54,2302,sysselsatte_innvkat_alder,personer
2006,030105,innvandrere,55_69,313,sysselsatte_innvkat_alder,personer
2006,030105,innvandrere,alle,3678,sysselsatte_innvkat_alder,personer
2006,030106,alle,18_29,6226,sysselsatte_innvkat_alder,personer
2006,030106,alle,30_54,13672,sysselsatte_innvkat_alder,personer
2006,030106,alle,55_69,3557,sysselsatte_innvkat_alder,personer
2006,030106,alle,alle,23800,sysselsatte_innvkat_alder,personer
2006,030106,befolkningen_ellers,18_29,5164,sysselsatte_innvkat_alder,personer
2006,030106,befolkningen_ellers,30_54,11257,sysselsatte_innvkat_alder,personer
2006,030106,befolkningen_ellers,55_69,3204,sysselsatte_innvkat_alder,personer
2006,030106,befolkningen_ellers,alle,19940,sysselsatte_innvkat_alder,personer
2006,030106,innvandrere,18_29,1062,sysselsatte_innvkat_alder,personer
2006,030106,innvandrere,30_54,2415,sysselsatte_innvkat_alder,personer
2006,030106,innvandrere,55_69,353,sysselsatte_innvkat_alder,personer
2006,030106,innvandrere,alle,3860,sysselsatte_innvkat_alder,personer
2006,030107,alle,18_29,4466,sysselsatte_innvkat_alder,personer
2006,030107,alle,30_54,10720,sysselsatte_innvkat_alder,personer
2006,030107,alle,55_69,2780,sysselsatte_innvkat_alder,personer
2006,030107,alle,alle,18221,sysselsatte_innvkat_alder,personer
2006,030107,befolkningen_ellers,18_29,3575,sysselsatte_innvkat_alder,personer
2006,030107,befolkningen_ellers,30_54,8592,sysselsatte_innvkat_alder,personer
2006,030107,befolkningen_ellers,55_69,2500,sysselsatte_innvkat_alder,personer
2006,030107,befolkningen_ellers,alle,14910,sysselsatte_innvkat_alder,personer
2006,030107,innvandrere,18_29,891,sysselsatte_innvkat_alder,personer
2006,030107,innvandrere,30_54,2128,sysselsatte_innvkat_alder,personer
2006,030107,innvandrere,55_69,280,sysselsatte_innvkat_alder,personer
2006,030107,innvandrere,alle,3311,sysselsatte_innvkat_alder,personer
2006,030108,alle,18_29,5527,sysselsatte_innvkat_alder,personer
2006,030108,alle,30_54,11754,sysselsatte_innvkat_alder,personer
2006,030108,alle,55_69,2884,sysselsatte_innvkat_alder,personer
2006,030108,alle,alle,20431,sysselsatte_innvkat_alder,personer
2006,030108,befolkningen_ellers,18_29,4359,sysselsatte_innvkat_alder,personer
2006,030108,befolkningen_ellers,30_54,9544,sysselsatte_innvkat_alder,personer
2006,030108,befolkningen_ellers,55_69,2612,sysselsatte_innvkat_alder,personer
2006,030108,befolkningen_ellers,alle,16765,sysselsatte_innvkat_alder,personer
2006,030108,innvandrere,18_29,1168,sysselsatte_innvkat_alder,personer
2006,030108,innvandrere,30_54,2210,sysselsatte_innvkat_alder,personer
2006,030108,innvandrere,55_69,272,sysselsatte_innvkat_alder,personer
2006,030108,innvandrere,alle,3666,sysselsatte_innvkat_alder,personer
2006,030109,alle,18_29,3774,sysselsatte_innvkat_alder,personer
2006,030109,alle,30_54,8923,sysselsatte_innvkat_alder,personer
2006,030109,alle,55_69,2305,sysselsatte_innvkat_alder,personer
2006,030109,alle,alle,15235,sysselsatte_innvkat_alder,personer
2006,030109,befolkningen_ellers,18_29,3026,sysselsatte_innvkat_alder,personer
2006,030109,befolkningen_ellers,30_54,7252,sysselsatte_innvkat_alder,personer
2006,030109,befolkningen_ellers,55_69,2072,sysselsatte_innvkat_alder,personer
2006,030109,befolkningen_ellers,alle,12562,sysselsatte_innvkat_alder,personer
2006,030109,innvandrere,18_29,748,sysselsatte_innvkat_alder,personer
2006,030109,innvandrere,30_54,1671,sysselsatte_innvkat_alder,personer
2006,030109,innvandrere,55_69,233,sysselsatte_innvkat_alder,personer
2006,030109,innvandrere,alle,2673,sysselsatte_innvkat_alder,personer
2006,030110,alle,18_29,3505,sysselsatte_innvkat_alder,personer
2006,030110,alle,30_54,8532,sysselsatte_innvkat_alder,personer
2006,030110,alle,55_69,2163,sysselsatte_innvkat_alder,personer
2006,030110,alle,alle,14420,sysselsatte_innvkat_alder,personer
2006,030110,befolkningen_ellers,18_29,2676,sysselsatte_innvkat_alder,personer
2006,030110,befolkningen_ellers,30_54,6550,sysselsatte_innvkat_alder,personer
2006,030110,befolkningen_ellers,55_69,1957,sysselsatte_innvkat_alder,personer
2006,030110,befolkningen_ellers,alle,11382,sysselsatte_innvkat_alder,personer
2006,030110,innvandrere,18_29,829,sysselsatte_innvkat_alder,personer
2006,030110,innvandrere,30_54,1982,sysselsatte_innvkat_alder,personer
2006,030110,innvandrere,55_69,206,sysselsatte_innvkat_alder,personer
2006,030110,innvandrere,alle,3038,sysselsatte_innvkat_alder,personer
2006,030111,alle,18_29,2208,sysselsatte_innvkat_alder,personer
2006,030111,alle,30_54,5197,sysselsatte_innvkat_alder,personer
2006,030111,alle,55_69,1676,sysselsatte_innvkat_alder,personer
2006,030111,alle,alle,9239,sysselsatte_innvkat_alder,personer
2006,030111,befolkningen_ellers,18_29,1688,sysselsatte_innvkat_alder,personer
2006,030111,befolkningen_ellers,30_54,4121,sysselsatte_innvkat_alder,personer
2006,030111,befolkningen_ellers,55_69,1533,sysselsatte_innvkat_alder,personer
2006,030111,befolkningen_ellers,alle,7481,sysselsatte_innvkat_alder,personer
2006,030111,innvandrere,18_29,520,sysselsatte_innvkat_alder,personer
2006,030111,innvandrere,30_54,1076,sysselsatte_innvkat_alder,personer
2006,030111,innvandrere,55_69,143,sysselsatte_innvkat_alder,personer
2006,030111,innvandrere,alle,1758,sysselsatte_innvkat_alder,personer
2006,030112,alle,18_29,1818,sysselsatte_innvkat_alder,personer
2006,030112,alle,30_54,4901,sysselsatte_innvkat_alder,personer
2006,030112,alle,55_69,1328,sysselsatte_innvkat_alder,personer
2006,030112,alle,alle,8177,sysselsatte_innvkat_alder,personer
2006,030112,befolkningen_ellers,18_29,1468,sysselsatte_innvkat_alder,personer
2006,030112,befolkningen_ellers,30_54,4003,sysselsatte_innvkat_alder,personer
2006,030112,befolkningen_ellers,55_69,1206,sysselsatte_innvkat_alder,personer
2006,030112,befolkningen_ellers,alle,6800,sysselsatte_innvkat_alder,personer
2006,030112,innvandrere,18_29,350,sysselsatte_innvkat_alder,personer
2006,030112,innvandrere,30_54,898,sysselsatte_innvkat_alder,personer
2006,030112,innvandrere,55_69,122,sysselsatte_innvkat_alder,personer
2006,030112,innvandrere,alle,1377,sysselsatte_innvkat_alder,personer
2006,030113,alle,18_29,2290,sysselsatte_innvkat_alder,personer
2006,030113,alle,30_54,5506,sysselsatte_innvkat_alder,personer
2006,030113,alle,55_69,1450,sysselsatte_innvkat_alder,personer
2006,030113,alle,alle,9411,sysselsatte_innvkat_alder,personer
2006,030113,befolkningen_ellers,18_29,1743,sysselsatte_innvkat_alder,personer
2006,030113,befolkningen_ellers,30_54,4243,sysselsatte_innvkat_alder,personer
2006,030113,befolkningen_ellers,55_69,1354,sysselsatte_innvkat_alder,personer
2006,030113,befolkningen_ellers,alle,7492,sysselsatte_innvkat_alder,personer
2006,030113,innvandrere,18_29,547,sysselsatte_innvkat_alder,personer
2006,030113,innvandrere,30_54,1263,sysselsatte_innvkat_alder,personer
2006,030113,innvandrere,55_69,96,sysselsatte_innvkat_alder,personer
2006,030113,innvandrere,alle,1919,sysselsatte_innvkat_alder,personer
2006,030114,alle,18_29,1252,sysselsatte_innvkat_alder,personer
2006,030114,alle,30_54,3416,sysselsatte_innvkat_alder,personer
2006,030114,alle,55_69,799,sysselsatte_innvkat_alder,personer
2006,030114,alle,alle,5572,sysselsatte_innvkat_alder,personer
2006,030114,befolkningen_ellers,18_29,945,sysselsatte_innvkat_alder,personer
2006,030114,befolkningen_ellers,30_54,2563,sysselsatte_innvkat_alder,personer
2006,030114,befolkningen_ellers,55_69,714,sysselsatte_innvkat_alder,personer
2006,030114,befolkningen_ellers,alle,4314,sysselsatte_innvkat_alder,personer
2006,030114,innvandrere,18_29,307,sysselsatte_innvkat_alder,personer
2006,030114,innvandrere,30_54,853,sysselsatte_innvkat_alder,personer
2006,030114,innvandrere,55_69,85,sysselsatte_innvkat_alder,personer
2006,030114,innvandrere,alle,1258,sysselsatte_innvkat_alder,personer
2006,030115,alle,18_29,1461,sysselsatte_innvkat_alder,personer
2006,030115,alle,30_54,4467,sysselsatte_innvkat_alder,personer
2006,030115,alle,55_69,1043,sysselsatte_innvkat_alder,personer
2006,030115,alle,alle,7082,sysselsatte_innvkat_alder,personer
2006,030115,befolkningen_ellers,18_29,1167,sysselsatte_innvkat_alder,personer
2006,030115,befolkningen_ellers,30_54,3568,sysselsatte_innvkat_alder,personer
2006,030115,befolkningen_ellers,55_69,942,sysselsatte_innvkat_alder,personer
2006,030115,befolkningen_ellers,alle,5778,sysselsatte_innvkat_alder,personer
2006,030115,innvandrere,18_29,294,sysselsatte_innvkat_alder,personer
2006,030115,innvandrere,30_54,899,sysselsatte_innvkat_alder,personer
2006,030115,innvandrere,55_69,101,sysselsatte_innvkat_alder,personer
2006,030115,innvandrere,alle,1304,sysselsatte_innvkat_alder,personer
2006,030116,alle,18_29,878,sysselsatte_innvkat_alder,personer
2006,030116,alle,30_54,2459,sysselsatte_innvkat_alder,personer
2006,030116,alle,55_69,673,sysselsatte_innvkat_alder,personer
2006,030116,alle,alle,4072,sysselsatte_innvkat_alder,personer
2006,030116,befolkningen_ellers,18_29,642,sysselsatte_innvkat_alder,personer
2006,030116,befolkningen_ellers,30_54,1779,sysselsatte_innvkat_alder,personer
2006,030116,befolkningen_ellers,55_69,586,sysselsatte_innvkat_alder,personer
2006,030116,befolkningen_ellers,alle,3060,sysselsatte_innvkat_alder,personer
2006,030116,innvandrere,18_29,236,sysselsatte_innvkat_alder,personer
2006,030116,innvandrere,30_54,680,sysselsatte_innvkat_alder,personer
2006,030116,innvandrere,55_69,87,sysselsatte_innvkat_alder,personer
2006,030116,innvandrere,alle,1012,sysselsatte_innvkat_alder,personer
2006,030117,alle,18_29,1318,sysselsatte_innvkat_alder,personer
2006,030117,alle,30_54,3402,sysselsatte_innvkat_alder,personer
2006,030117,alle,55_69,932,sysselsatte_innvkat_alder,personer
2006,030117,alle,alle,5753,sysselsatte_innvkat_alder,personer
2006,030117,befolkningen_ellers,18_29,850,sysselsatte_innvkat_alder,personer
2006,030117,befolkningen_ellers,30_54,2176,sysselsatte_innvkat_alder,personer
2006,030117,befolkningen_ellers,55_69,844,sysselsatte_innvkat_alder,personer
2006,030117,befolkningen_ellers,alle,3957,sysselsatte_innvkat_alder,personer
2006,030117,innvandrere,18_29,468,sysselsatte_innvkat_alder,personer
2006,030117,innvandrere,30_54,1226,sysselsatte_innvkat_alder,personer
2006,030117,innvandrere,55_69,88,sysselsatte_innvkat_alder,personer
2006,030117,innvandrere,alle,1796,sysselsatte_innvkat_alder,personer
2006,030199,alle,18_29,623,sysselsatte_innvkat_alder,personer
2006,030199,alle,30_54,1082,sysselsatte_innvkat_alder,personer
2006,030199,alle,55_69,141,sysselsatte_innvkat_alder,personer
2006,030199,alle,alle,1857,sysselsatte_innvkat_alder,personer
2006,030199,befolkningen_ellers,18_29,432,sysselsatte_innvkat_alder,personer
2006,030199,befolkningen_ellers,30_54,823,sysselsatte_innvkat_alder,personer
2006,030199,befolkningen_ellers,55_69,116,sysselsatte_innvkat_alder,personer
2006,030199,befolkningen_ellers,alle,1382,sysselsatte_innvkat_alder,personer
2006,030199,innvandrere,18_29,191,sysselsatte_innvkat_alder,personer
2006,030199,innvandrere,30_54,259,sysselsatte_innvkat_alder,personer
2006,030199,innvandrere,55_69,25,sysselsatte_innvkat_alder,personer
2006,030199,innvandrere,alle,475,sysselsatte_innvkat_alder,personer
2007,00,alle,18_29,541745,sysselsatte_innvkat_alder,personer
2007,00,alle,30_54,1407287,sysselsatte_innvkat_alder,personer
2007,00,alle,55_69,456121,sysselsatte_innvkat_alder,personer
2007,00,alle,alle,2483703,sysselsatte_innvkat_alder,personer
2007,00,befolkningen_ellers,18_29,488031,sysselsatte_innvkat_alder,personer
2007,00,befolkningen_ellers,30_54,1270666,sysselsatte_innvkat_alder,personer
2007,00,befolkningen_ellers,55_69,435870,sysselsatte_innvkat_alder,personer
2007,00,befolkningen_ellers,alle,2270595,sysselsatte_innvkat_alder,personer
2007,00,innvandrere,18_29,53714,sysselsatte_innvkat_alder,personer
2007,00,innvandrere,30_54,136621,sysselsatte_innvkat_alder,personer
2007,00,innvandrere,55_69,20251,sysselsatte_innvkat_alder,personer
2007,00,innvandrere,alle,213108,sysselsatte_innvkat_alder,personer
2007,030101,alle,18_29,8706,sysselsatte_innvkat_alder,personer
2007,030101,alle,30_54,17299,sysselsatte_innvkat_alder,personer
2007,030101,alle,55_69,4558,sysselsatte_innvkat_alder,personer
2007,030101,alle,alle,31050,sysselsatte_innvkat_alder,personer
