tabell_navn,xaar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_5,kjonn,enhet,tabellvariabel
videregaende_fullfort,2009,00,NULL,NULL,NULL,alle,0,personer,20878
videregaende_fullfort,2009,00,NULL,NULL,NULL,alle,0,prosent,74.3
videregaende_fullfort,2009,00,NULL,NULL,NULL,alle,1,personer,19206
videregaende_fullfort,2009,00,NULL,NULL,NULL,alle,1,prosent,64.48
videregaende_fullfort,2009,00,NULL,NULL,NULL,alle,alle,personer,40084
videregaende_fullfort,2009,00,NULL,NULL,NULL,alle,alle,prosent,69.25
videregaende_fullfort,2009,00,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,19541
videregaende_fullfort,2009,00,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,74.8
videregaende_fullfort,2009,00,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,18075
videregaende_fullfort,2009,00,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,65.56
videregaende_fullfort,2009,00,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,37616
videregaende_fullfort,2009,00,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70.06
videregaende_fullfort,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,personer,20060
videregaende_fullfort,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,prosent,74.84
videregaende_fullfort,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,personer,18500
videregaende_fullfort,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,prosent,65.4
videregaende_fullfort,2009,00,NULL,NULL,NULL,befolkningen_ellers,alle,personer,38560
videregaende_fullfort,2009,00,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,69.99
videregaende_fullfort,2009,00,NULL,NULL,NULL,innvandrere,0,personer,818
videregaende_fullfort,2009,00,NULL,NULL,NULL,innvandrere,0,prosent,63.12
videregaende_fullfort,2009,00,NULL,NULL,NULL,innvandrere,1,personer,706
videregaende_fullfort,2009,00,NULL,NULL,NULL,innvandrere,1,prosent,47.04
videregaende_fullfort,2009,00,NULL,NULL,NULL,innvandrere,alle,personer,1524
videregaende_fullfort,2009,00,NULL,NULL,NULL,innvandrere,alle,prosent,54.49
videregaende_fullfort,2009,00,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,519
videregaende_fullfort,2009,00,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,76.55
videregaende_fullfort,2009,00,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,425
videregaende_fullfort,2009,00,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,59.19
videregaende_fullfort,2009,00,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,944
videregaende_fullfort,2009,00,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,67.62
videregaende_fullfort,2009,01,NULL,NULL,NULL,alle,0,personer,954
videregaende_fullfort,2009,01,NULL,NULL,NULL,alle,0,prosent,67.61
videregaende_fullfort,2009,01,NULL,NULL,NULL,alle,1,personer,888
videregaende_fullfort,2009,01,NULL,NULL,NULL,alle,1,prosent,55.67
videregaende_fullfort,2009,01,NULL,NULL,NULL,alle,alle,personer,1842
videregaende_fullfort,2009,01,NULL,NULL,NULL,alle,alle,prosent,61.28
videregaende_fullfort,2009,01,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,876
videregaende_fullfort,2009,01,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,68.01
videregaende_fullfort,2009,01,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,808
videregaende_fullfort,2009,01,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,57.02
videregaende_fullfort,2009,01,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,1684
videregaende_fullfort,2009,01,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,62.26
videregaende_fullfort,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,personer,894
videregaende_fullfort,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,prosent,68.14
