tabell_navn,aar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_3,kjonn,utd_5,enhet,tabellvariabel
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,vgs,personer,552969
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,vgs,prosent,39.83
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,uoppgitt,personer,48126
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,3.47
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,526223
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,37.9
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,ingen,personer,3696
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,ingen,prosent,0.27
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,grunnskole,personer,257473
utdanningsniva,2010,00,NULL,NULL,NULL,alle,alle,grunnskole,prosent,18.54
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,vgs,personer,315252
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,vgs,prosent,22.7
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,uoppgitt,personer,29755
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,uoppgitt,prosent,2.14
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,228946
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,16.49
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,ingen,personer,1296
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,ingen,prosent,0.09
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,grunnskole,personer,136566
utdanningsniva,2010,00,NULL,NULL,NULL,alle,1,grunnskole,prosent,9.84
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,vgs,personer,237717
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,vgs,prosent,17.12
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,uoppgitt,personer,18371
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,uoppgitt,prosent,1.32
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,297277
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,21.41
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,ingen,personer,2400
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,ingen,prosent,0.17
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,grunnskole,personer,120907
utdanningsniva,2010,00,NULL,NULL,NULL,alle,0,grunnskole,prosent,8.71
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,personer,493635
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,prosent,35.55
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,personer,3880
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,prosent,0.28
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,personer,454285
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,prosent,32.72
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,personer,51
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,prosent,0
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,personer,207974
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,prosent,14.98
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,vgs,personer,280506
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,vgs,prosent,20.2
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,personer,2451
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,prosent,0.18
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,personer,195253
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,prosent,14.06
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,ingen,personer,30
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,ingen,prosent,0
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,personer,112335
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,prosent,8.09
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,vgs,personer,213129
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,vgs,prosent,15.35
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,personer,1429
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,prosent,0.1
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,personer,259032
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,prosent,18.66
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,ingen,personer,21
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,ingen,prosent,0
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,personer,95639
utdanningsniva,2010,00,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,prosent,6.89
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,vgs,personer,59334
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,4.27
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,44246
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,3.19
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,71938
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,5.18
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,ingen,personer,3645
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,ingen,prosent,0.26
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,grunnskole,personer,49499
utdanningsniva,2010,00,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,3.56
