tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2009;01; ;alle;person;41452;
befolkning_innvandringsgrunn;2009;01;alle;alle;person;10945;
befolkning_innvandringsgrunn;2009;01;arbeid;alle;person;1242;
befolkning_innvandringsgrunn;2009;01;flukt;alle;person;3317;
befolkning_innvandringsgrunn;2009;01;familie;alle;person;2068;
befolkning_innvandringsgrunn;2009;01;annet;alle;person;279;
befolkning_innvandringsgrunn;2009;01;uoppgitt;alle;person;4039;
befolkning_innvandringsgrunn;2009;01;alle;1;person;6077;
befolkning_innvandringsgrunn;2009;01;arbeid;1;person;972;
befolkning_innvandringsgrunn;2009;01;flukt;1;person;1703;
befolkning_innvandringsgrunn;2009;01;familie;1;person;913;
befolkning_innvandringsgrunn;2009;01;annet;1;person;103;
befolkning_innvandringsgrunn;2009;01;uoppgitt;1;person;2386;
befolkning_innvandringsgrunn;2009;01;alle;0;person;4868;
befolkning_innvandringsgrunn;2009;01;arbeid;0;person;270;
befolkning_innvandringsgrunn;2009;01;flukt;0;person;1614;
befolkning_innvandringsgrunn;2009;01;familie;0;person;1155;
befolkning_innvandringsgrunn;2009;01;annet;0;person;176;
befolkning_innvandringsgrunn;2009;01;uoppgitt;0;person;1653;
befolkning_innvandringsgrunn;2009;02; ;alle;person;43961;
befolkning_innvandringsgrunn;2009;02;alle;alle;person;10340;
befolkning_innvandringsgrunn;2009;02;arbeid;alle;person;1601;
befolkning_innvandringsgrunn;2009;02;flukt;alle;person;2607;
befolkning_innvandringsgrunn;2009;02;familie;alle;person;1857;
befolkning_innvandringsgrunn;2009;02;annet;alle;person;364;
befolkning_innvandringsgrunn;2009;02;uoppgitt;alle;person;3911;
befolkning_innvandringsgrunn;2009;02;alle;1;person;5907;
befolkning_innvandringsgrunn;2009;02;arbeid;1;person;1263;
befolkning_innvandringsgrunn;2009;02;flukt;1;person;1439;
befolkning_innvandringsgrunn;2009;02;familie;1;person;801;
befolkning_innvandringsgrunn;2009;02;annet;1;person;128;
befolkning_innvandringsgrunn;2009;02;uoppgitt;1;person;2276;
befolkning_innvandringsgrunn;2009;02;alle;0;person;4433;
befolkning_innvandringsgrunn;2009;02;arbeid;0;person;338;
befolkning_innvandringsgrunn;2009;02;flukt;0;person;1168;
befolkning_innvandringsgrunn;2009;02;familie;0;person;1056;
befolkning_innvandringsgrunn;2009;02;annet;0;person;236;
befolkning_innvandringsgrunn;2009;02;uoppgitt;0;person;1635;
befolkning_innvandringsgrunn;2009;03; ;alle;person;33631;
befolkning_innvandringsgrunn;2009;03;alle;alle;person;6286;
befolkning_innvandringsgrunn;2009;03;arbeid;alle;person;822;
befolkning_innvandringsgrunn;2009;03;flukt;alle;person;1613;
befolkning_innvandringsgrunn;2009;03;familie;alle;person;1143;
befolkning_innvandringsgrunn;2009;03;annet;alle;person;300;
befolkning_innvandringsgrunn;2009;03;uoppgitt;alle;person;2408;
befolkning_innvandringsgrunn;2009;03;alle;1;person;3495;
befolkning_innvandringsgrunn;2009;03;arbeid;1;person;603;
befolkning_innvandringsgrunn;2009;03;flukt;1;person;881;
befolkning_innvandringsgrunn;2009;03;familie;1;person;472;
befolkning_innvandringsgrunn;2009;03;annet;1;person;103;
befolkning_innvandringsgrunn;2009;03;uoppgitt;1;person;1436;
