tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2014;01; ;alle;person;30132;
befolkning_innvandringsgrunn;2014;01;alle;alle;person;2986;
befolkning_innvandringsgrunn;2014;01;arbeid;alle;person;400;
befolkning_innvandringsgrunn;2014;01;flukt;alle;person;980;
befolkning_innvandringsgrunn;2014;01;familie;alle;person;585;
befolkning_innvandringsgrunn;2014;01;annet;alle;person;112;
befolkning_innvandringsgrunn;2014;01;uoppgitt;alle;person;909;
befolkning_innvandringsgrunn;2014;01;alle;1;person;1484;
befolkning_innvandringsgrunn;2014;01;arbeid;1;person;284;
befolkning_innvandringsgrunn;2014;01;flukt;1;person;488;
befolkning_innvandringsgrunn;2014;01;familie;1;person;178;
befolkning_innvandringsgrunn;2014;01;annet;1;person;44;
befolkning_innvandringsgrunn;2014;01;uoppgitt;1;person;490;
befolkning_innvandringsgrunn;2014;01;alle;0;person;1502;
befolkning_innvandringsgrunn;2014;01;arbeid;0;person;116;
befolkning_innvandringsgrunn;2014;01;flukt;0;person;492;
befolkning_innvandringsgrunn;2014;01;familie;0;person;407;
befolkning_innvandringsgrunn;2014;01;annet;0;person;68;
befolkning_innvandringsgrunn;2014;01;uoppgitt;0;person;419;
befolkning_innvandringsgrunn;2014;02; ;alle;person;60303;
befolkning_innvandringsgrunn;2014;02;alle;alle;person;7007;
befolkning_innvandringsgrunn;2014;02;arbeid;alle;person;1621;
befolkning_innvandringsgrunn;2014;02;flukt;alle;person;1903;
befolkning_innvandringsgrunn;2014;02;familie;alle;person;1690;
befolkning_innvandringsgrunn;2014;02;annet;alle;person;166;
befolkning_innvandringsgrunn;2014;02;uoppgitt;alle;person;1627;
befolkning_innvandringsgrunn;2014;02;alle;1;person;3670;
befolkning_innvandringsgrunn;2014;02;arbeid;1;person;1291;
befolkning_innvandringsgrunn;2014;02;flukt;1;person;973;
befolkning_innvandringsgrunn;2014;02;familie;1;person;543;
befolkning_innvandringsgrunn;2014;02;annet;1;person;36;
befolkning_innvandringsgrunn;2014;02;uoppgitt;1;person;827;
befolkning_innvandringsgrunn;2014;02;alle;0;person;3337;
