tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2011;01; ;alle;person;43770;
befolkning_innvandringsgrunn;2011;01;alle;alle;person;12075;
befolkning_innvandringsgrunn;2011;01;arbeid;alle;person;632;
befolkning_innvandringsgrunn;2011;01;flukt;alle;person;219;
befolkning_innvandringsgrunn;2011;01;familie;alle;person;350;
befolkning_innvandringsgrunn;2011;01;annet;alle;person;89;
befolkning_innvandringsgrunn;2011;01;uoppgitt;alle;person;10785;
befolkning_innvandringsgrunn;2011;01;alle;1;person;781;
befolkning_innvandringsgrunn;2011;01;arbeid;1;person;468;
befolkning_innvandringsgrunn;2011;01;flukt;1;person;117;
befolkning_innvandringsgrunn;2011;01;familie;1;person;132;
befolkning_innvandringsgrunn;2011;01;annet;1;person;42;
befolkning_innvandringsgrunn;2011;01;uoppgitt;1;person;22;
befolkning_innvandringsgrunn;2011;01;alle;0;person;11294;
befolkning_innvandringsgrunn;2011;01;arbeid;0;person;164;
befolkning_innvandringsgrunn;2011;01;flukt;0;person;102;
befolkning_innvandringsgrunn;2011;01;familie;0;person;218;
befolkning_innvandringsgrunn;2011;01;annet;0;person;47;
befolkning_innvandringsgrunn;2011;01;uoppgitt;0;person;10763;
befolkning_innvandringsgrunn;2011;02; ;alle;person;47256;
befolkning_innvandringsgrunn;2011;02;alle;alle;person;12414;
befolkning_innvandringsgrunn;2011;02;arbeid;alle;person;901;
befolkning_innvandringsgrunn;2011;02;flukt;alle;person;182;
befolkning_innvandringsgrunn;2011;02;familie;alle;person;444;
befolkning_innvandringsgrunn;2011;02;annet;alle;person;135;
befolkning_innvandringsgrunn;2011;02;uoppgitt;alle;person;10752;
befolkning_innvandringsgrunn;2011;02;alle;1;person;1025;
befolkning_innvandringsgrunn;2011;02;arbeid;1;person;666;
befolkning_innvandringsgrunn;2011;02;flukt;1;person;80;
befolkning_innvandringsgrunn;2011;02;familie;1;person;169;
befolkning_innvandringsgrunn;2011;02;annet;1;person;57;
befolkning_innvandringsgrunn;2011;02;uoppgitt;1;person;53;
befolkning_innvandringsgrunn;2011;02;alle;0;person;11389;
befolkning_innvandringsgrunn;2011;02;arbeid;0;person;235;
befolkning_innvandringsgrunn;2011;02;flukt;0;person;102;
befolkning_innvandringsgrunn;2011;02;familie;0;person;275;
befolkning_innvandringsgrunn;2011;02;annet;0;person;78;
befolkning_innvandringsgrunn;2011;02;uoppgitt;0;person;10699;
befolkning_innvandringsgrunn;2011;03; ;alle;person;35115;
befolkning_innvandringsgrunn;2011;03;alle;alle;person;6919;
befolkning_innvandringsgrunn;2011;03;arbeid;alle;person;379;
befolkning_innvandringsgrunn;2011;03;flukt;alle;person;121;
befolkning_innvandringsgrunn;2011;03;familie;alle;person;228;
befolkning_innvandringsgrunn;2011;03;annet;alle;person;87;
befolkning_innvandringsgrunn;2011;03;uoppgitt;alle;person;6104;
befolkning_innvandringsgrunn;2011;03;alle;1;person;440;
befolkning_innvandringsgrunn;2011;03;arbeid;1;person;256;
befolkning_innvandringsgrunn;2011;03;flukt;1;person;48;
befolkning_innvandringsgrunn;2011;03;familie;1;person;83;
befolkning_innvandringsgrunn;2011;03;annet;1;person;38;
befolkning_innvandringsgrunn;2011;03;uoppgitt;1;person;15;
befolkning_innvandringsgrunn;2011;03;alle;0;person;6479;
befolkning_innvandringsgrunn;2011;03;arbeid;0;person;123;
befolkning_innvandringsgrunn;2011;03;flukt;0;person;73;
befolkning_innvandringsgrunn;2011;03;familie;0;person;145;
befolkning_innvandringsgrunn;2011;03;annet;0;person;49;
befolkning_innvandringsgrunn;2011;03;uoppgitt;0;person;6089;
befolkning_innvandringsgrunn;2011;04; ;alle;person;33137;
befolkning_innvandringsgrunn;2011;04;alle;alle;person;6972;
befolkning_innvandringsgrunn;2011;04;arbeid;alle;person;566;
befolkning_innvandringsgrunn;2011;04;flukt;alle;person;100;
befolkning_innvandringsgrunn;2011;04;familie;alle;person;217;
befolkning_innvandringsgrunn;2011;04;annet;alle;person;180;
befolkning_innvandringsgrunn;2011;04;uoppgitt;alle;person;5909;
befolkning_innvandringsgrunn;2011;04;alle;1;person;615;
befolkning_innvandringsgrunn;2011;04;arbeid;1;person;385;
befolkning_innvandringsgrunn;2011;04;flukt;1;person;49;
befolkning_innvandringsgrunn;2011;04;familie;1;person;96;
befolkning_innvandringsgrunn;2011;04;annet;1;person;73;
befolkning_innvandringsgrunn;2011;04;uoppgitt;1;person;12;
