tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2012;01; ;alle;person;44958;
befolkning_innvandringsgrunn;2012;01;alle;alle;person;12985;
befolkning_innvandringsgrunn;2012;01;arbeid;alle;person;1034;
befolkning_innvandringsgrunn;2012;01;flukt;alle;person;309;
befolkning_innvandringsgrunn;2012;01;familie;alle;person;509;
befolkning_innvandringsgrunn;2012;01;annet;alle;person;162;
befolkning_innvandringsgrunn;2012;01;uoppgitt;alle;person;10971;
befolkning_innvandringsgrunn;2012;01;alle;1;person;1204;
befolkning_innvandringsgrunn;2012;01;arbeid;1;person;773;
befolkning_innvandringsgrunn;2012;01;flukt;1;person;162;
befolkning_innvandringsgrunn;2012;01;familie;1;person;182;
befolkning_innvandringsgrunn;2012;01;annet;1;person;64;
befolkning_innvandringsgrunn;2012;01;uoppgitt;1;person;23;
befolkning_innvandringsgrunn;2012;01;alle;0;person;11781;
befolkning_innvandringsgrunn;2012;01;arbeid;0;person;261;
befolkning_innvandringsgrunn;2012;01;flukt;0;person;147;
befolkning_innvandringsgrunn;2012;01;familie;0;person;327;
befolkning_innvandringsgrunn;2012;01;annet;0;person;98;
befolkning_innvandringsgrunn;2012;01;uoppgitt;0;person;10948;
befolkning_innvandringsgrunn;2012;02; ;alle;person;49307;
befolkning_innvandringsgrunn;2012;02;alle;alle;person;13608;
befolkning_innvandringsgrunn;2012;02;arbeid;alle;person;1449;
befolkning_innvandringsgrunn;2012;02;flukt;alle;person;235;
befolkning_innvandringsgrunn;2012;02;familie;alle;person;676;
befolkning_innvandringsgrunn;2012;02;annet;alle;person;197;
befolkning_innvandringsgrunn;2012;02;uoppgitt;alle;person;11051;
befolkning_innvandringsgrunn;2012;02;alle;1;person;1556;
befolkning_innvandringsgrunn;2012;02;arbeid;1;person;1056;
befolkning_innvandringsgrunn;2012;02;flukt;1;person;111;
befolkning_innvandringsgrunn;2012;02;familie;1;person;260;
befolkning_innvandringsgrunn;2012;02;annet;1;person;83;
befolkning_innvandringsgrunn;2012;02;uoppgitt;1;person;46;
befolkning_innvandringsgrunn;2012;02;alle;0;person;12052;
befolkning_innvandringsgrunn;2012;02;arbeid;0;person;393;
befolkning_innvandringsgrunn;2012;02;flukt;0;person;124;
befolkning_innvandringsgrunn;2012;02;familie;0;person;416;
befolkning_innvandringsgrunn;2012;02;annet;0;person;114;
befolkning_innvandringsgrunn;2012;02;uoppgitt;0;person;11005;
befolkning_innvandringsgrunn;2012;03; ;alle;person;35990;
befolkning_innvandringsgrunn;2012;03;alle;alle;person;7234;
befolkning_innvandringsgrunn;2012;03;arbeid;alle;person;549;
befolkning_innvandringsgrunn;2012;03;flukt;alle;person;172;
befolkning_innvandringsgrunn;2012;03;familie;alle;person;324;
befolkning_innvandringsgrunn;2012;03;annet;alle;person;151;
befolkning_innvandringsgrunn;2012;03;uoppgitt;alle;person;6038;
befolkning_innvandringsgrunn;2012;03;alle;1;person;638;
befolkning_innvandringsgrunn;2012;03;arbeid;1;person;375;
befolkning_innvandringsgrunn;2012;03;flukt;1;person;73;
befolkning_innvandringsgrunn;2012;03;familie;1;person;115;
befolkning_innvandringsgrunn;2012;03;annet;1;person;61;
befolkning_innvandringsgrunn;2012;03;uoppgitt;1;person;14;
befolkning_innvandringsgrunn;2012;03;alle;0;person;6596;
befolkning_innvandringsgrunn;2012;03;arbeid;0;person;174;
befolkning_innvandringsgrunn;2012;03;flukt;0;person;99;
befolkning_innvandringsgrunn;2012;03;familie;0;person;209;
befolkning_innvandringsgrunn;2012;03;annet;0;person;90;
befolkning_innvandringsgrunn;2012;03;uoppgitt;0;person;6024;
befolkning_innvandringsgrunn;2012;04; ;alle;person;34109;
befolkning_innvandringsgrunn;2012;04;alle;alle;person;7490;
befolkning_innvandringsgrunn;2012;04;arbeid;alle;person;884;
befolkning_innvandringsgrunn;2012;04;flukt;alle;person;105;
befolkning_innvandringsgrunn;2012;04;familie;alle;person;342;
befolkning_innvandringsgrunn;2012;04;annet;alle;person;241;
befolkning_innvandringsgrunn;2012;04;uoppgitt;alle;person;5918;
befolkning_innvandringsgrunn;2012;04;alle;1;person;924;
befolkning_innvandringsgrunn;2012;04;arbeid;1;person;609;
befolkning_innvandringsgrunn;2012;04;flukt;1;person;55;
befolkning_innvandringsgrunn;2012;04;familie;1;person;150;
befolkning_innvandringsgrunn;2012;04;annet;1;person;98;
befolkning_innvandringsgrunn;2012;04;uoppgitt;1;person;12;
befolkning_innvandringsgrunn;2012;04;alle;0;person;6566;
befolkning_innvandringsgrunn;2012;04;arbeid;0;person;275;
befolkning_innvandringsgrunn;2012;04;flukt;0;person;50;
befolkning_innvandringsgrunn;2012;04;familie;0;person;192;
befolkning_innvandringsgrunn;2012;04;annet;0;person;143;
befolkning_innvandringsgrunn;2012;04;uoppgitt;0;person;5906;
befolkning_innvandringsgrunn;2012;05; ;alle;person;52531;
befolkning_innvandringsgrunn;2012;05;alle;alle;person;11738;
befolkning_innvandringsgrunn;2012;05;arbeid;alle;person;1627;
befolkning_innvandringsgrunn;2012;05;flukt;alle;person;113;
befolkning_innvandringsgrunn;2012;05;familie;alle;person;665;
befolkning_innvandringsgrunn;2012;05;annet;alle;person;309;
befolkning_innvandringsgrunn;2012;05;uoppgitt;alle;person;9024;
befolkning_innvandringsgrunn;2012;05;alle;1;person;1550;
befolkning_innvandringsgrunn;2012;05;arbeid;1;person;1191;
befolkning_innvandringsgrunn;2012;05;flukt;1;person;44;
befolkning_innvandringsgrunn;2012;05;familie;1;person;195;
befolkning_innvandringsgrunn;2012;05;annet;1;person;88;
befolkning_innvandringsgrunn;2012;05;uoppgitt;1;person;32;
befolkning_innvandringsgrunn;2012;05;alle;0;person;10188;
befolkning_innvandringsgrunn;2012;05;arbeid;0;person;436;
befolkning_innvandringsgrunn;2012;05;flukt;0;person;69;
befolkning_innvandringsgrunn;2012;05;familie;0;person;470;
befolkning_innvandringsgrunn;2012;05;annet;0;person;221;
befolkning_innvandringsgrunn;2012;05;uoppgitt;0;person;8992;
befolkning_innvandringsgrunn;2012;06; ;alle;person;31275;
befolkning_innvandringsgrunn;2012;06;alle;alle;person;4390;
befolkning_innvandringsgrunn;2012;06;arbeid;alle;person;520;
befolkning_innvandringsgrunn;2012;06;flukt;alle;person;67;
befolkning_innvandringsgrunn;2012;06;familie;alle;person;272;
befolkning_innvandringsgrunn;2012;06;annet;alle;person;204;
befolkning_innvandringsgrunn;2012;06;uoppgitt;alle;person;3327;
befolkning_innvandringsgrunn;2012;06;alle;1;person;522;
befolkning_innvandringsgrunn;2012;06;arbeid;1;person;363;
befolkning_innvandringsgrunn;2012;06;flukt;1;person;36;
befolkning_innvandringsgrunn;2012;06;familie;1;person;86;
befolkning_innvandringsgrunn;2012;06;annet;1;person;21;
befolkning_innvandringsgrunn;2012;06;uoppgitt;1;person;16;
befolkning_innvandringsgrunn;2012;06;alle;0;person;3868;
befolkning_innvandringsgrunn;2012;06;arbeid;0;person;157;
befolkning_innvandringsgrunn;2012;06;flukt;0;person;31;
befolkning_innvandringsgrunn;2012;06;familie;0;person;186;
befolkning_innvandringsgrunn;2012;06;annet;0;person;183;
befolkning_innvandringsgrunn;2012;06;uoppgitt;0;person;3311;
befolkning_innvandringsgrunn;2012;07; ;alle;person;45186;
befolkning_innvandringsgrunn;2012;07;alle;alle;person;6000;
befolkning_innvandringsgrunn;2012;07;arbeid;alle;person;634;
befolkning_innvandringsgrunn;2012;07;flukt;alle;person;75;
befolkning_innvandringsgrunn;2012;07;familie;alle;person;348;
befolkning_innvandringsgrunn;2012;07;annet;alle;person;524;
befolkning_innvandringsgrunn;2012;07;uoppgitt;alle;person;4419;
befolkning_innvandringsgrunn;2012;07;alle;1;person;648;
befolkning_innvandringsgrunn;2012;07;arbeid;1;person;440;
befolkning_innvandringsgrunn;2012;07;flukt;1;person;33;
befolkning_innvandringsgrunn;2012;07;familie;1;person;121;
befolkning_innvandringsgrunn;2012;07;annet;1;person;35;
befolkning_innvandringsgrunn;2012;07;uoppgitt;1;person;19;
befolkning_innvandringsgrunn;2012;07;alle;0;person;5352;
befolkning_innvandringsgrunn;2012;07;arbeid;0;person;194;
befolkning_innvandringsgrunn;2012;07;flukt;0;person;42;
befolkning_innvandringsgrunn;2012;07;familie;0;person;227;
befolkning_innvandringsgrunn;2012;07;annet;0;person;489;
befolkning_innvandringsgrunn;2012;07;uoppgitt;0;person;4400;
befolkning_innvandringsgrunn;2012;08; ;alle;person;48432;
befolkning_innvandringsgrunn;2012;08;alle;alle;person;7301;
befolkning_innvandringsgrunn;2012;08;arbeid;alle;person;638;
befolkning_innvandringsgrunn;2012;08;flukt;alle;person;99;
befolkning_innvandringsgrunn;2012;08;familie;alle;person;372;
befolkning_innvandringsgrunn;2012;08;annet;alle;person;1385;
befolkning_innvandringsgrunn;2012;08;uoppgitt;alle;person;4807;
befolkning_innvandringsgrunn;2012;08;alle;1;person;1275;
befolkning_innvandringsgrunn;2012;08;arbeid;1;person;458;
befolkning_innvandringsgrunn;2012;08;flukt;1;person;46;
befolkning_innvandringsgrunn;2012;08;familie;1;person;134;
befolkning_innvandringsgrunn;2012;08;annet;1;person;628;
befolkning_innvandringsgrunn;2012;08;uoppgitt;1;person;9;
befolkning_innvandringsgrunn;2012;08;alle;0;person;6026;
befolkning_innvandringsgrunn;2012;08;arbeid;0;person;180;
befolkning_innvandringsgrunn;2012;08;flukt;0;person;53;
befolkning_innvandringsgrunn;2012;08;familie;0;person;238;
befolkning_innvandringsgrunn;2012;08;annet;0;person;757;
befolkning_innvandringsgrunn;2012;08;uoppgitt;0;person;4798;
befolkning_innvandringsgrunn;2012;09; ;alle;person;29090;
befolkning_innvandringsgrunn;2012;09;alle;alle;person;8409;
befolkning_innvandringsgrunn;2012;09;arbeid;alle;person;635;
befolkning_innvandringsgrunn;2012;09;flukt;alle;person;192;
befolkning_innvandringsgrunn;2012;09;familie;alle;person;358;
befolkning_innvandringsgrunn;2012;09;annet;alle;person;157;
befolkning_innvandringsgrunn;2012;09;uoppgitt;alle;person;7067;
befolkning_innvandringsgrunn;2012;09;alle;1;person;801;
befolkning_innvandringsgrunn;2012;09;arbeid;1;person;493;
befolkning_innvandringsgrunn;2012;09;flukt;1;person;84;
befolkning_innvandringsgrunn;2012;09;familie;1;person;137;
befolkning_innvandringsgrunn;2012;09;annet;1;person;68;
befolkning_innvandringsgrunn;2012;09;uoppgitt;1;person;19;
befolkning_innvandringsgrunn;2012;09;alle;0;person;7608;
befolkning_innvandringsgrunn;2012;09;arbeid;0;person;142;
befolkning_innvandringsgrunn;2012;09;flukt;0;person;108;
befolkning_innvandringsgrunn;2012;09;familie;0;person;221;
befolkning_innvandringsgrunn;2012;09;annet;0;person;89;
befolkning_innvandringsgrunn;2012;09;uoppgitt;0;person;7048;
befolkning_innvandringsgrunn;2012;10; ;alle;person;26777;
befolkning_innvandringsgrunn;2012;10;alle;alle;person;8065;
befolkning_innvandringsgrunn;2012;10;arbeid;alle;person;308;
befolkning_innvandringsgrunn;2012;10;flukt;alle;person;184;
befolkning_innvandringsgrunn;2012;10;familie;alle;person;328;
befolkning_innvandringsgrunn;2012;10;annet;alle;person;46;
befolkning_innvandringsgrunn;2012;10;uoppgitt;alle;person;7199;
befolkning_innvandringsgrunn;2012;10;alle;1;person;452;
befolkning_innvandringsgrunn;2012;10;arbeid;1;person;219;
befolkning_innvandringsgrunn;2012;10;flukt;1;person;67;
befolkning_innvandringsgrunn;2012;10;familie;1;person;145;
befolkning_innvandringsgrunn;2012;10;annet;1;person;17;
befolkning_innvandringsgrunn;2012;10;uoppgitt;1;person;4;
befolkning_innvandringsgrunn;2012;10;alle;0;person;7613;
befolkning_innvandringsgrunn;2012;10;arbeid;0;person;89;
