tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2008;01; ;alle;person;28092;
befolkning_innvandringsgrunn;2008;01;alle;alle;person;2037;
befolkning_innvandringsgrunn;2008;01;arbeid;alle;person;84;
befolkning_innvandringsgrunn;2008;01;flukt;alle;person;731;
befolkning_innvandringsgrunn;2008;01;familie;alle;person;303;
befolkning_innvandringsgrunn;2008;01;annet;alle;person;44;
befolkning_innvandringsgrunn;2008;01;uoppgitt;alle;person;875;
befolkning_innvandringsgrunn;2008;01;alle;1;person;971;
befolkning_innvandringsgrunn;2008;01;arbeid;1;person;58;
befolkning_innvandringsgrunn;2008;01;flukt;1;person;349;
befolkning_innvandringsgrunn;2008;01;familie;1;person;85;
befolkning_innvandringsgrunn;2008;01;annet;1;person;17;
befolkning_innvandringsgrunn;2008;01;uoppgitt;1;person;462;
befolkning_innvandringsgrunn;2008;01;alle;0;person;1066;
befolkning_innvandringsgrunn;2008;01;arbeid;0;person;26;
befolkning_innvandringsgrunn;2008;01;flukt;0;person;382;
befolkning_innvandringsgrunn;2008;01;familie;0;person;218;
befolkning_innvandringsgrunn;2008;01;annet;0;person;27;
befolkning_innvandringsgrunn;2008;01;uoppgitt;0;person;413;
befolkning_innvandringsgrunn;2008;02; ;alle;person;56296;
befolkning_innvandringsgrunn;2008;02;alle;alle;person;4161;
befolkning_innvandringsgrunn;2008;02;arbeid;alle;person;369;
befolkning_innvandringsgrunn;2008;02;flukt;alle;person;1581;
befolkning_innvandringsgrunn;2008;02;familie;alle;person;730;
befolkning_innvandringsgrunn;2008;02;annet;alle;person;74;
befolkning_innvandringsgrunn;2008;02;uoppgitt;alle;person;1407;
befolkning_innvandringsgrunn;2008;02;alle;1;person;2055;
befolkning_innvandringsgrunn;2008;02;arbeid;1;person;315;
befolkning_innvandringsgrunn;2008;02;flukt;1;person;792;
befolkning_innvandringsgrunn;2008;02;familie;1;person;233;
befolkning_innvandringsgrunn;2008;02;annet;1;person;11;
befolkning_innvandringsgrunn;2008;02;uoppgitt;1;person;704;
befolkning_innvandringsgrunn;2008;02;alle;0;person;2106;
befolkning_innvandringsgrunn;2008;02;arbeid;0;person;54;
befolkning_innvandringsgrunn;2008;02;flukt;0;person;789;
befolkning_innvandringsgrunn;2008;02;familie;0;person;497;
befolkning_innvandringsgrunn;2008;02;annet;0;person;63;
befolkning_innvandringsgrunn;2008;02;uoppgitt;0;person;703;
befolkning_innvandringsgrunn;2008;03; ;alle;person;54080;
befolkning_innvandringsgrunn;2008;03;alle;alle;person;4460;
befolkning_innvandringsgrunn;2008;03;arbeid;alle;person;440;
befolkning_innvandringsgrunn;2008;03;flukt;alle;person;974;
befolkning_innvandringsgrunn;2008;03;familie;alle;person;861;
befolkning_innvandringsgrunn;2008;03;annet;alle;person;80;
befolkning_innvandringsgrunn;2008;03;uoppgitt;alle;person;2105;
befolkning_innvandringsgrunn;2008;03;alle;1;person;2244;
befolkning_innvandringsgrunn;2008;03;arbeid;1;person;370;
befolkning_innvandringsgrunn;2008;03;flukt;1;person;462;
befolkning_innvandringsgrunn;2008;03;familie;1;person;310;
befolkning_innvandringsgrunn;2008;03;annet;1;person;21;
befolkning_innvandringsgrunn;2008;03;uoppgitt;1;person;1081;
befolkning_innvandringsgrunn;2008;03;alle;0;person;2216;
befolkning_innvandringsgrunn;2008;03;arbeid;0;person;70;
befolkning_innvandringsgrunn;2008;03;flukt;0;person;512;
befolkning_innvandringsgrunn;2008;03;familie;0;person;551;
befolkning_innvandringsgrunn;2008;03;annet;0;person;59;
befolkning_innvandringsgrunn;2008;03;uoppgitt;0;person;1024;
befolkning_innvandringsgrunn;2008;04; ;alle;person;126990;
befolkning_innvandringsgrunn;2008;04;alle;alle;person;10590;
befolkning_innvandringsgrunn;2008;04;arbeid;alle;person;841;
befolkning_innvandringsgrunn;2008;04;flukt;alle;person;4900;
befolkning_innvandringsgrunn;2008;04;familie;alle;person;1519;
befolkning_innvandringsgrunn;2008;04;annet;alle;person;117;
befolkning_innvandringsgrunn;2008;04;uoppgitt;alle;person;3213;
befolkning_innvandringsgrunn;2008;04;alle;1;person;5381;
befolkning_innvandringsgrunn;2008;04;arbeid;1;person;716;
befolkning_innvandringsgrunn;2008;04;flukt;1;person;2537;
befolkning_innvandringsgrunn;2008;04;familie;1;person;493;
befolkning_innvandringsgrunn;2008;04;annet;1;person;30;
befolkning_innvandringsgrunn;2008;04;uoppgitt;1;person;1605;
befolkning_innvandringsgrunn;2008;04;alle;0;person;5209;
befolkning_innvandringsgrunn;2008;04;arbeid;0;person;125;
befolkning_innvandringsgrunn;2008;04;flukt;0;person;2363;
befolkning_innvandringsgrunn;2008;04;familie;0;person;1026;
befolkning_innvandringsgrunn;2008;04;annet;0;person;87;
befolkning_innvandringsgrunn;2008;04;uoppgitt;0;person;1608;
befolkning_innvandringsgrunn;2008;05; ;alle;person;161066;
befolkning_innvandringsgrunn;2008;05;alle;alle;person;17963;
befolkning_innvandringsgrunn;2008;05;arbeid;alle;person;2771;
befolkning_innvandringsgrunn;2008;05;flukt;alle;person;3669;
befolkning_innvandringsgrunn;2008;05;familie;alle;person;3092;
befolkning_innvandringsgrunn;2008;05;annet;alle;person;876;
befolkning_innvandringsgrunn;2008;05;uoppgitt;alle;person;7555;
befolkning_innvandringsgrunn;2008;05;alle;1;person;8703;
befolkning_innvandringsgrunn;2008;05;arbeid;1;person;2223;
befolkning_innvandringsgrunn;2008;05;flukt;1;person;1810;
befolkning_innvandringsgrunn;2008;05;familie;1;person;1110;
befolkning_innvandringsgrunn;2008;05;annet;1;person;110;
befolkning_innvandringsgrunn;2008;05;uoppgitt;1;person;3450;
befolkning_innvandringsgrunn;2008;05;alle;0;person;9260;
befolkning_innvandringsgrunn;2008;05;arbeid;0;person;548;
befolkning_innvandringsgrunn;2008;05;flukt;0;person;1859;
befolkning_innvandringsgrunn;2008;05;familie;0;person;1982;
befolkning_innvandringsgrunn;2008;05;annet;0;person;766;
befolkning_innvandringsgrunn;2008;05;uoppgitt;0;person;4105;
befolkning_innvandringsgrunn;2008;06; ;alle;person;121835;
befolkning_innvandringsgrunn;2008;06;alle;alle;person;10233;
befolkning_innvandringsgrunn;2008;06;arbeid;alle;person;969;
befolkning_innvandringsgrunn;2008;06;flukt;alle;person;2259;
befolkning_innvandringsgrunn;2008;06;familie;alle;person;1829;
befolkning_innvandringsgrunn;2008;06;annet;alle;person;575;
befolkning_innvandringsgrunn;2008;06;uoppgitt;alle;person;4601;
befolkning_innvandringsgrunn;2008;06;alle;1;person;5010;
befolkning_innvandringsgrunn;2008;06;arbeid;1;person;756;
befolkning_innvandringsgrunn;2008;06;flukt;1;person;1129;
befolkning_innvandringsgrunn;2008;06;familie;1;person;661;
befolkning_innvandringsgrunn;2008;06;annet;1;person;247;
befolkning_innvandringsgrunn;2008;06;uoppgitt;1;person;2217;
befolkning_innvandringsgrunn;2008;06;alle;0;person;5223;
befolkning_innvandringsgrunn;2008;06;arbeid;0;person;213;
befolkning_innvandringsgrunn;2008;06;flukt;0;person;1130;
befolkning_innvandringsgrunn;2008;06;familie;0;person;1168;
befolkning_innvandringsgrunn;2008;06;annet;0;person;328;
befolkning_innvandringsgrunn;2008;06;uoppgitt;0;person;2384;
befolkning_innvandringsgrunn;2008;07; ;alle;person;151604;
befolkning_innvandringsgrunn;2008;07;alle;alle;person;14775;
befolkning_innvandringsgrunn;2008;07;arbeid;alle;person;1553;
befolkning_innvandringsgrunn;2008;07;flukt;alle;person;3840;
befolkning_innvandringsgrunn;2008;07;familie;alle;person;2652;
befolkning_innvandringsgrunn;2008;07;annet;alle;person;304;
befolkning_innvandringsgrunn;2008;07;uoppgitt;alle;person;6426;
befolkning_innvandringsgrunn;2008;07;alle;1;person;7438;
befolkning_innvandringsgrunn;2008;07;arbeid;1;person;1271;
befolkning_innvandringsgrunn;2008;07;flukt;1;person;1795;
befolkning_innvandringsgrunn;2008;07;familie;1;person;970;
befolkning_innvandringsgrunn;2008;07;annet;1;person;91;
befolkning_innvandringsgrunn;2008;07;uoppgitt;1;person;3311;
befolkning_innvandringsgrunn;2008;07;alle;0;person;7337;
befolkning_innvandringsgrunn;2008;07;arbeid;0;person;282;
befolkning_innvandringsgrunn;2008;07;flukt;0;person;2045;
befolkning_innvandringsgrunn;2008;07;familie;0;person;1682;
befolkning_innvandringsgrunn;2008;07;annet;0;person;213;
befolkning_innvandringsgrunn;2008;07;uoppgitt;0;person;3115;
befolkning_innvandringsgrunn;2008;08; ;alle;person;84062;
befolkning_innvandringsgrunn;2008;08;alle;alle;person;5430;
befolkning_innvandringsgrunn;2008;08;arbeid;alle;person;529;
befolkning_innvandringsgrunn;2008;08;flukt;alle;person;1223;
befolkning_innvandringsgrunn;2008;08;familie;alle;person;1298;
befolkning_innvandringsgrunn;2008;08;annet;alle;person;125;
befolkning_innvandringsgrunn;2008;08;uoppgitt;alle;person;2255;
befolkning_innvandringsgrunn;2008;08;alle;1;person;2565;
befolkning_innvandringsgrunn;2008;08;arbeid;1;person;410;
befolkning_innvandringsgrunn;2008;08;flukt;1;person;605;
befolkning_innvandringsgrunn;2008;08;familie;1;person;379;
befolkning_innvandringsgrunn;2008;08;annet;1;person;30;
befolkning_innvandringsgrunn;2008;08;uoppgitt;1;person;1141;
befolkning_innvandringsgrunn;2008;08;alle;0;person;2865;
befolkning_innvandringsgrunn;2008;08;arbeid;0;person;119;
befolkning_innvandringsgrunn;2008;08;flukt;0;person;618;
befolkning_innvandringsgrunn;2008;08;familie;0;person;919;
befolkning_innvandringsgrunn;2008;08;annet;0;person;95;
befolkning_innvandringsgrunn;2008;08;uoppgitt;0;person;1114;
befolkning_innvandringsgrunn;2008;09; ;alle;person;560484;
befolkning_innvandringsgrunn;2008;09;alle;alle;person;106102;
befolkning_innvandringsgrunn;2008;09;arbeid;alle;person;10155;
befolkning_innvandringsgrunn;2008;09;flukt;alle;person;26122;
befolkning_innvandringsgrunn;2008;09;familie;alle;person;20518;
befolkning_innvandringsgrunn;2008;09;annet;alle;person;4580;
befolkning_innvandringsgrunn;2008;09;uoppgitt;alle;person;44727;
befolkning_innvandringsgrunn;2008;09;alle;1;person;54847;
befolkning_innvandringsgrunn;2008;09;arbeid;1;person;7796;
befolkning_innvandringsgrunn;2008;09;flukt;1;person;12824;
befolkning_innvandringsgrunn;2008;09;familie;1;person;8598;
befolkning_innvandringsgrunn;2008;09;annet;1;person;1394;
befolkning_innvandringsgrunn;2008;09;uoppgitt;1;person;24235;
befolkning_innvandringsgrunn;2008;09;alle;0;person;51255;
befolkning_innvandringsgrunn;2008;09;arbeid;0;person;2359;
befolkning_innvandringsgrunn;2008;09;flukt;0;person;13298;
befolkning_innvandringsgrunn;2008;09;familie;0;person;11920;
befolkning_innvandringsgrunn;2008;09;annet;0;person;3186;
befolkning_innvandringsgrunn;2008;09;uoppgitt;0;person;20492;
befolkning_innvandringsgrunn;2008;10; ;alle;person;15260;
befolkning_innvandringsgrunn;2008;10;alle;alle;person;607;
befolkning_innvandringsgrunn;2008;10;arbeid;alle;person;61;
befolkning_innvandringsgrunn;2008;10;flukt;alle;person;248;
befolkning_innvandringsgrunn;2008;10;familie;alle;person;121;
befolkning_innvandringsgrunn;2008;10;annet;alle;person;8;
befolkning_innvandringsgrunn;2008;10;uoppgitt;alle;person;169;
befolkning_innvandringsgrunn;2008;10;alle;1;person;290;
befolkning_innvandringsgrunn;2008;10;arbeid;1;person;43;
befolkning_innvandringsgrunn;2008;10;flukt;1;person;139;
befolkning_innvandringsgrunn;2008;10;familie;1;person;30;
befolkning_innvandringsgrunn;2008;10;annet;1;person;0;
befolkning_innvandringsgrunn;2008;10;uoppgitt;1;person;78;
befolkning_innvandringsgrunn;2008;10;alle;0;person;317;
befolkning_innvandringsgrunn;2008;10;arbeid;0;person;18;
befolkning_innvandringsgrunn;2008;10;flukt;0;person;109;
befolkning_innvandringsgrunn;2008;10;familie;0;person;91;
befolkning_innvandringsgrunn;2008;10;annet;0;person;8;
befolkning_innvandringsgrunn;2008;10;uoppgitt;0;person;91;
befolkning_innvandringsgrunn;2008;11; ;alle;person;53164;
befolkning_innvandringsgrunn;2008;11;alle;alle;person;2375;
befolkning_innvandringsgrunn;2008;11;arbeid;alle;person;129;
befolkning_innvandringsgrunn;2008;11;flukt;alle;person;728;
befolkning_innvandringsgrunn;2008;11;familie;alle;person;485;
befolkning_innvandringsgrunn;2008;11;annet;alle;person;39;
befolkning_innvandringsgrunn;2008;11;uoppgitt;alle;person;994;
befolkning_innvandringsgrunn;2008;11;alle;1;person;1090;
befolkning_innvandringsgrunn;2008;11;arbeid;1;person;100;
befolkning_innvandringsgrunn;2008;11;flukt;1;person;385;
befolkning_innvandringsgrunn;2008;11;familie;1;person;130;
befolkning_innvandringsgrunn;2008;11;annet;1;person;10;
befolkning_innvandringsgrunn;2008;11;uoppgitt;1;person;465;
befolkning_innvandringsgrunn;2008;11;alle;0;person;1285;
befolkning_innvandringsgrunn;2008;11;arbeid;0;person;29;
befolkning_innvandringsgrunn;2008;11;flukt;0;person;343;
befolkning_innvandringsgrunn;2008;11;familie;0;person;355;
befolkning_innvandringsgrunn;2008;11;annet;0;person;29;
befolkning_innvandringsgrunn;2008;11;uoppgitt;0;person;529;
befolkning_innvandringsgrunn;2008;12; ;alle;person;86192;
befolkning_innvandringsgrunn;2008;12;alle;alle;person;4082;
befolkning_innvandringsgrunn;2008;12;arbeid;alle;person;468;
befolkning_innvandringsgrunn;2008;12;flukt;alle;person;1333;
befolkning_innvandringsgrunn;2008;12;familie;alle;person;739;
befolkning_innvandringsgrunn;2008;12;annet;alle;person;139;
befolkning_innvandringsgrunn;2008;12;uoppgitt;alle;person;1403;
befolkning_innvandringsgrunn;2008;12;alle;1;person;2002;
befolkning_innvandringsgrunn;2008;12;arbeid;1;person;374;
befolkning_innvandringsgrunn;2008;12;flukt;1;person;691;
befolkning_innvandringsgrunn;2008;12;familie;1;person;236;
befolkning_innvandringsgrunn;2008;12;annet;1;person;46;
befolkning_innvandringsgrunn;2008;12;uoppgitt;1;person;655;
befolkning_innvandringsgrunn;2008;12;alle;0;person;2080;
befolkning_innvandringsgrunn;2008;12;arbeid;0;person;94;
befolkning_innvandringsgrunn;2008;12;flukt;0;person;642;
befolkning_innvandringsgrunn;2008;12;familie;0;person;503;
befolkning_innvandringsgrunn;2008;12;annet;0;person;93;
befolkning_innvandringsgrunn;2008;12;uoppgitt;0;person;748;
befolkning_innvandringsgrunn;2008;13; ;alle;person;34673;
befolkning_innvandringsgrunn;2008;13;alle;alle;person;1730;
befolkning_innvandringsgrunn;2008;13;arbeid;alle;person;133;
