tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2008;01; ;alle;person;39500;
befolkning_innvandringsgrunn;2008;01;alle;alle;person;9985;
befolkning_innvandringsgrunn;2008;01;arbeid;alle;person;771;
befolkning_innvandringsgrunn;2008;01;flukt;alle;person;3127;
befolkning_innvandringsgrunn;2008;01;familie;alle;person;1936;
befolkning_innvandringsgrunn;2008;01;annet;alle;person;251;
befolkning_innvandringsgrunn;2008;01;uoppgitt;alle;person;3900;
befolkning_innvandringsgrunn;2008;01;alle;1;person;5484;
befolkning_innvandringsgrunn;2008;01;arbeid;1;person;602;
befolkning_innvandringsgrunn;2008;01;flukt;1;person;1600;
befolkning_innvandringsgrunn;2008;01;familie;1;person;855;
befolkning_innvandringsgrunn;2008;01;annet;1;person;87;
befolkning_innvandringsgrunn;2008;01;uoppgitt;1;person;2340;
befolkning_innvandringsgrunn;2008;01;alle;0;person;4501;
befolkning_innvandringsgrunn;2008;01;arbeid;0;person;169;
befolkning_innvandringsgrunn;2008;01;flukt;0;person;1527;
befolkning_innvandringsgrunn;2008;01;familie;0;person;1081;
befolkning_innvandringsgrunn;2008;01;annet;0;person;164;
befolkning_innvandringsgrunn;2008;01;uoppgitt;0;person;1560;
befolkning_innvandringsgrunn;2008;02; ;alle;person;42129;
befolkning_innvandringsgrunn;2008;02;alle;alle;person;9385;
befolkning_innvandringsgrunn;2008;02;arbeid;alle;person;1136;
befolkning_innvandringsgrunn;2008;02;flukt;alle;person;2605;
befolkning_innvandringsgrunn;2008;02;familie;alle;person;1707;
befolkning_innvandringsgrunn;2008;02;annet;alle;person;289;
befolkning_innvandringsgrunn;2008;02;uoppgitt;alle;person;3648;
befolkning_innvandringsgrunn;2008;02;alle;1;person;5424;
befolkning_innvandringsgrunn;2008;02;arbeid;1;person;911;
befolkning_innvandringsgrunn;2008;02;flukt;1;person;1473;
befolkning_innvandringsgrunn;2008;02;familie;1;person;775;
befolkning_innvandringsgrunn;2008;02;annet;1;person;106;
befolkning_innvandringsgrunn;2008;02;uoppgitt;1;person;2159;
befolkning_innvandringsgrunn;2008;02;alle;0;person;3961;
befolkning_innvandringsgrunn;2008;02;arbeid;0;person;225;
befolkning_innvandringsgrunn;2008;02;flukt;0;person;1132;
befolkning_innvandringsgrunn;2008;02;familie;0;person;932;
befolkning_innvandringsgrunn;2008;02;annet;0;person;183;
befolkning_innvandringsgrunn;2008;02;uoppgitt;0;person;1489;
befolkning_innvandringsgrunn;2008;03; ;alle;person;32394;
befolkning_innvandringsgrunn;2008;03;alle;alle;person;5597;
befolkning_innvandringsgrunn;2008;03;arbeid;alle;person;577;
befolkning_innvandringsgrunn;2008;03;flukt;alle;person;1441;
befolkning_innvandringsgrunn;2008;03;familie;alle;person;1032;
befolkning_innvandringsgrunn;2008;03;annet;alle;person;224;
befolkning_innvandringsgrunn;2008;03;uoppgitt;alle;person;2323;
befolkning_innvandringsgrunn;2008;03;alle;1;person;3123;
befolkning_innvandringsgrunn;2008;03;arbeid;1;person;425;
befolkning_innvandringsgrunn;2008;03;flukt;1;person;807;
befolkning_innvandringsgrunn;2008;03;familie;1;person;430;
befolkning_innvandringsgrunn;2008;03;annet;1;person;80;
befolkning_innvandringsgrunn;2008;03;uoppgitt;1;person;1381;
befolkning_innvandringsgrunn;2008;03;alle;0;person;2474;
befolkning_innvandringsgrunn;2008;03;arbeid;0;person;152;
befolkning_innvandringsgrunn;2008;03;flukt;0;person;634;
befolkning_innvandringsgrunn;2008;03;familie;0;person;602;
befolkning_innvandringsgrunn;2008;03;annet;0;person;144;
befolkning_innvandringsgrunn;2008;03;uoppgitt;0;person;942;
befolkning_innvandringsgrunn;2008;04; ;alle;person;30144;
befolkning_innvandringsgrunn;2008;04;alle;alle;person;5224;
befolkning_innvandringsgrunn;2008;04;arbeid;alle;person;866;
befolkning_innvandringsgrunn;2008;04;flukt;alle;person;854;
befolkning_innvandringsgrunn;2008;04;familie;alle;person;808;
befolkning_innvandringsgrunn;2008;04;annet;alle;person;336;
befolkning_innvandringsgrunn;2008;04;uoppgitt;alle;person;2360;
befolkning_innvandringsgrunn;2008;04;alle;1;person;2848;
befolkning_innvandringsgrunn;2008;04;arbeid;1;person;647;
befolkning_innvandringsgrunn;2008;04;flukt;1;person;468;
befolkning_innvandringsgrunn;2008;04;familie;1;person;344;
befolkning_innvandringsgrunn;2008;04;annet;1;person;124;
befolkning_innvandringsgrunn;2008;04;uoppgitt;1;person;1265;
befolkning_innvandringsgrunn;2008;04;alle;0;person;2376;
befolkning_innvandringsgrunn;2008;04;arbeid;0;person;219;
befolkning_innvandringsgrunn;2008;04;flukt;0;person;386;
