tabell_navn;aar;fylke_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2007;01; ;alle;person;262523;
befolkning_innvandringsgrunn;2007;01;alle;alle;person;19355;
befolkning_innvandringsgrunn;2007;01;arbeid;alle;person;1029;
befolkning_innvandringsgrunn;2007;01;flukt;alle;person;7534;
befolkning_innvandringsgrunn;2007;01;familie;alle;person;2926;
befolkning_innvandringsgrunn;2007;01;annet;alle;person;280;
befolkning_innvandringsgrunn;2007;01;uoppgitt;alle;person;7586;
befolkning_innvandringsgrunn;2007;01;alle;1;person;9543;
befolkning_innvandringsgrunn;2007;01;arbeid;1;person;848;
befolkning_innvandringsgrunn;2007;01;flukt;1;person;3817;
befolkning_innvandringsgrunn;2007;01;familie;1;person;962;
befolkning_innvandringsgrunn;2007;01;annet;1;person;80;
befolkning_innvandringsgrunn;2007;01;uoppgitt;1;person;3836;
befolkning_innvandringsgrunn;2007;01;alle;0;person;9812;
befolkning_innvandringsgrunn;2007;01;arbeid;0;person;181;
befolkning_innvandringsgrunn;2007;01;flukt;0;person;3717;
befolkning_innvandringsgrunn;2007;01;familie;0;person;1964;
befolkning_innvandringsgrunn;2007;01;annet;0;person;200;
befolkning_innvandringsgrunn;2007;01;uoppgitt;0;person;3750;
befolkning_innvandringsgrunn;2007;02; ;alle;person;509177;
befolkning_innvandringsgrunn;2007;02;alle;alle;person;43478;
befolkning_innvandringsgrunn;2007;02;arbeid;alle;person;3578;
befolkning_innvandringsgrunn;2007;02;flukt;alle;person;10116;
befolkning_innvandringsgrunn;2007;02;familie;alle;person;7817;
befolkning_innvandringsgrunn;2007;02;annet;alle;person;1595;
befolkning_innvandringsgrunn;2007;02;uoppgitt;alle;person;20372;
befolkning_innvandringsgrunn;2007;02;alle;1;person;20764;
befolkning_innvandringsgrunn;2007;02;arbeid;1;person;2820;
befolkning_innvandringsgrunn;2007;02;flukt;1;person;4929;
befolkning_innvandringsgrunn;2007;02;familie;1;person;2762;
befolkning_innvandringsgrunn;2007;02;annet;1;person;422;
befolkning_innvandringsgrunn;2007;02;uoppgitt;1;person;9831;
befolkning_innvandringsgrunn;2007;02;alle;0;person;22714;
befolkning_innvandringsgrunn;2007;02;arbeid;0;person;758;
befolkning_innvandringsgrunn;2007;02;flukt;0;person;5187;
befolkning_innvandringsgrunn;2007;02;familie;0;person;5055;
befolkning_innvandringsgrunn;2007;02;annet;0;person;1173;
befolkning_innvandringsgrunn;2007;02;uoppgitt;0;person;10541;
befolkning_innvandringsgrunn;2007;03; ;alle;person;548617;
befolkning_innvandringsgrunn;2007;03;alle;alle;person;98479;
befolkning_innvandringsgrunn;2007;03;arbeid;alle;person;6378;
befolkning_innvandringsgrunn;2007;03;flukt;alle;person;24426;
befolkning_innvandringsgrunn;2007;03;familie;alle;person;19248;
befolkning_innvandringsgrunn;2007;03;annet;alle;person;4022;
befolkning_innvandringsgrunn;2007;03;uoppgitt;alle;person;44405;
befolkning_innvandringsgrunn;2007;03;alle;1;person;50136;
befolkning_innvandringsgrunn;2007;03;arbeid;1;person;4779;
befolkning_innvandringsgrunn;2007;03;flukt;1;person;11816;
befolkning_innvandringsgrunn;2007;03;familie;1;person;8236;
befolkning_innvandringsgrunn;2007;03;annet;1;person;1299;
befolkning_innvandringsgrunn;2007;03;uoppgitt;1;person;24006;
befolkning_innvandringsgrunn;2007;03;alle;0;person;48343;
befolkning_innvandringsgrunn;2007;03;arbeid;0;person;1599;
befolkning_innvandringsgrunn;2007;03;flukt;0;person;12610;
befolkning_innvandringsgrunn;2007;03;familie;0;person;11012;
befolkning_innvandringsgrunn;2007;03;annet;0;person;2723;
befolkning_innvandringsgrunn;2007;03;uoppgitt;0;person;20399;
befolkning_innvandringsgrunn;2007;04; ;alle;person;188692;
befolkning_innvandringsgrunn;2007;04;alle;alle;person;8099;
befolkning_innvandringsgrunn;2007;04;arbeid;alle;person;500;
befolkning_innvandringsgrunn;2007;04;flukt;alle;person;2739;
befolkning_innvandringsgrunn;2007;04;familie;alle;person;1444;
befolkning_innvandringsgrunn;2007;04;annet;alle;person;229;
befolkning_innvandringsgrunn;2007;04;uoppgitt;alle;person;3187;
befolkning_innvandringsgrunn;2007;04;alle;1;person;3804;
befolkning_innvandringsgrunn;2007;04;arbeid;1;person;382;
befolkning_innvandringsgrunn;2007;04;flukt;1;person;1407;
befolkning_innvandringsgrunn;2007;04;familie;1;person;436;
befolkning_innvandringsgrunn;2007;04;annet;1;person;72;
befolkning_innvandringsgrunn;2007;04;uoppgitt;1;person;1507;
befolkning_innvandringsgrunn;2007;04;alle;0;person;4295;
befolkning_innvandringsgrunn;2007;04;arbeid;0;person;118;
befolkning_innvandringsgrunn;2007;04;flukt;0;person;1332;
befolkning_innvandringsgrunn;2007;04;familie;0;person;1008;
befolkning_innvandringsgrunn;2007;04;annet;0;person;157;
befolkning_innvandringsgrunn;2007;04;uoppgitt;0;person;1680;
befolkning_innvandringsgrunn;2007;05; ;alle;person;183037;
befolkning_innvandringsgrunn;2007;05;alle;alle;person;7608;
befolkning_innvandringsgrunn;2007;05;arbeid;alle;person;581;
befolkning_innvandringsgrunn;2007;05;flukt;alle;person;2883;
befolkning_innvandringsgrunn;2007;05;familie;alle;person;1380;
befolkning_innvandringsgrunn;2007;05;annet;alle;person;189;
befolkning_innvandringsgrunn;2007;05;uoppgitt;alle;person;2575;
befolkning_innvandringsgrunn;2007;05;alle;1;person;3664;
befolkning_innvandringsgrunn;2007;05;arbeid;1;person;418;
befolkning_innvandringsgrunn;2007;05;flukt;1;person;1534;
befolkning_innvandringsgrunn;2007;05;familie;1;person;441;
befolkning_innvandringsgrunn;2007;05;annet;1;person;59;
befolkning_innvandringsgrunn;2007;05;uoppgitt;1;person;1212;
befolkning_innvandringsgrunn;2007;05;alle;0;person;3944;
befolkning_innvandringsgrunn;2007;05;arbeid;0;person;163;
befolkning_innvandringsgrunn;2007;05;flukt;0;person;1349;
befolkning_innvandringsgrunn;2007;05;familie;0;person;939;
befolkning_innvandringsgrunn;2007;05;annet;0;person;130;
befolkning_innvandringsgrunn;2007;05;uoppgitt;0;person;1363;
befolkning_innvandringsgrunn;2007;06; ;alle;person;247655;
befolkning_innvandringsgrunn;2007;06;alle;alle;person;19597;
befolkning_innvandringsgrunn;2007;06;arbeid;alle;person;1423;
befolkning_innvandringsgrunn;2007;06;flukt;alle;person;5777;
befolkning_innvandringsgrunn;2007;06;familie;alle;person;3881;
befolkning_innvandringsgrunn;2007;06;annet;alle;person;378;
befolkning_innvandringsgrunn;2007;06;uoppgitt;alle;person;8138;
befolkning_innvandringsgrunn;2007;06;alle;1;person;9529;
befolkning_innvandringsgrunn;2007;06;arbeid;1;person;1099;
befolkning_innvandringsgrunn;2007;06;flukt;1;person;2943;
befolkning_innvandringsgrunn;2007;06;familie;1;person;1313;
befolkning_innvandringsgrunn;2007;06;annet;1;person;102;
befolkning_innvandringsgrunn;2007;06;uoppgitt;1;person;4072;
befolkning_innvandringsgrunn;2007;06;alle;0;person;10068;
befolkning_innvandringsgrunn;2007;06;arbeid;0;person;324;
befolkning_innvandringsgrunn;2007;06;flukt;0;person;2834;
befolkning_innvandringsgrunn;2007;06;familie;0;person;2568;
befolkning_innvandringsgrunn;2007;06;annet;0;person;276;
befolkning_innvandringsgrunn;2007;06;uoppgitt;0;person;4066;
befolkning_innvandringsgrunn;2007;07; ;alle;person;223804;
befolkning_innvandringsgrunn;2007;07;alle;alle;person;13898;
befolkning_innvandringsgrunn;2007;07;arbeid;alle;person;1154;
befolkning_innvandringsgrunn;2007;07;flukt;alle;person;4579;
befolkning_innvandringsgrunn;2007;07;familie;alle;person;2445;
befolkning_innvandringsgrunn;2007;07;annet;alle;person;254;
befolkning_innvandringsgrunn;2007;07;uoppgitt;alle;person;5466;
befolkning_innvandringsgrunn;2007;07;alle;1;person;6669;
befolkning_innvandringsgrunn;2007;07;arbeid;1;person;877;
befolkning_innvandringsgrunn;2007;07;flukt;1;person;2312;
befolkning_innvandringsgrunn;2007;07;familie;1;person;787;
befolkning_innvandringsgrunn;2007;07;annet;1;person;86;
befolkning_innvandringsgrunn;2007;07;uoppgitt;1;person;2607;
befolkning_innvandringsgrunn;2007;07;alle;0;person;7229;
befolkning_innvandringsgrunn;2007;07;arbeid;0;person;277;
befolkning_innvandringsgrunn;2007;07;flukt;0;person;2267;
befolkning_innvandringsgrunn;2007;07;familie;0;person;1658;
befolkning_innvandringsgrunn;2007;07;annet;0;person;168;
befolkning_innvandringsgrunn;2007;07;uoppgitt;0;person;2859;
befolkning_innvandringsgrunn;2007;08; ;alle;person;166170;
befolkning_innvandringsgrunn;2007;08;alle;alle;person;9654;
befolkning_innvandringsgrunn;2007;08;arbeid;alle;person;527;
befolkning_innvandringsgrunn;2007;08;flukt;alle;person;3822;
befolkning_innvandringsgrunn;2007;08;familie;alle;person;1668;
befolkning_innvandringsgrunn;2007;08;annet;alle;person;283;
befolkning_innvandringsgrunn;2007;08;uoppgitt;alle;person;3354;
befolkning_innvandringsgrunn;2007;08;alle;1;person;4652;
befolkning_innvandringsgrunn;2007;08;arbeid;1;person;414;
befolkning_innvandringsgrunn;2007;08;flukt;1;person;1914;
befolkning_innvandringsgrunn;2007;08;familie;1;person;539;
befolkning_innvandringsgrunn;2007;08;annet;1;person;117;
befolkning_innvandringsgrunn;2007;08;uoppgitt;1;person;1668;
befolkning_innvandringsgrunn;2007;08;alle;0;person;5002;
