tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2006;01; ;alle;person;27722;
befolkning_innvandringsgrunn;2006;01;alle;alle;person;1900;
befolkning_innvandringsgrunn;2006;01;arbeid;alle;person;43;
befolkning_innvandringsgrunn;2006;01;flukt;alle;person;662;
befolkning_innvandringsgrunn;2006;01;familie;alle;person;249;
befolkning_innvandringsgrunn;2006;01;annet;alle;person;58;
befolkning_innvandringsgrunn;2006;01;uoppgitt;alle;person;888;
befolkning_innvandringsgrunn;2006;01;alle;1;person;908;
befolkning_innvandringsgrunn;2006;01;arbeid;1;person;34;
befolkning_innvandringsgrunn;2006;01;flukt;1;person;326;
befolkning_innvandringsgrunn;2006;01;familie;1;person;65;
befolkning_innvandringsgrunn;2006;01;annet;1;person;20;
befolkning_innvandringsgrunn;2006;01;uoppgitt;1;person;463;
befolkning_innvandringsgrunn;2006;01;alle;0;person;992;
befolkning_innvandringsgrunn;2006;01;arbeid;0;person;9;
befolkning_innvandringsgrunn;2006;01;flukt;0;person;336;
befolkning_innvandringsgrunn;2006;01;familie;0;person;184;
befolkning_innvandringsgrunn;2006;01;annet;0;person;38;
befolkning_innvandringsgrunn;2006;01;uoppgitt;0;person;425;
befolkning_innvandringsgrunn;2006;02; ;alle;person;55281;
befolkning_innvandringsgrunn;2006;02;alle;alle;person;3566;
befolkning_innvandringsgrunn;2006;02;arbeid;alle;person;154;
befolkning_innvandringsgrunn;2006;02;flukt;alle;person;1414;
befolkning_innvandringsgrunn;2006;02;familie;alle;person;541;
befolkning_innvandringsgrunn;2006;02;annet;alle;person;54;
befolkning_innvandringsgrunn;2006;02;uoppgitt;alle;person;1403;
befolkning_innvandringsgrunn;2006;02;alle;1;person;1729;
befolkning_innvandringsgrunn;2006;02;arbeid;1;person;128;
befolkning_innvandringsgrunn;2006;02;flukt;1;person;718;
befolkning_innvandringsgrunn;2006;02;familie;1;person;162;
befolkning_innvandringsgrunn;2006;02;annet;1;person;11;
befolkning_innvandringsgrunn;2006;02;uoppgitt;1;person;710;
befolkning_innvandringsgrunn;2006;02;alle;0;person;1837;
befolkning_innvandringsgrunn;2006;02;arbeid;0;person;26;
befolkning_innvandringsgrunn;2006;02;flukt;0;person;696;
befolkning_innvandringsgrunn;2006;02;familie;0;person;379;
befolkning_innvandringsgrunn;2006;02;annet;0;person;43;
befolkning_innvandringsgrunn;2006;02;uoppgitt;0;person;693;
befolkning_innvandringsgrunn;2006;03; ;alle;person;52659;
befolkning_innvandringsgrunn;2006;03;alle;alle;person;3787;
befolkning_innvandringsgrunn;2006;03;arbeid;alle;person;126;
befolkning_innvandringsgrunn;2006;03;flukt;alle;person;798;
befolkning_innvandringsgrunn;2006;03;familie;alle;person;694;
befolkning_innvandringsgrunn;2006;03;annet;alle;person;91;
befolkning_innvandringsgrunn;2006;03;uoppgitt;alle;person;2078;
befolkning_innvandringsgrunn;2006;03;alle;1;person;1835;
befolkning_innvandringsgrunn;2006;03;arbeid;1;person;95;
befolkning_innvandringsgrunn;2006;03;flukt;1;person;379;
befolkning_innvandringsgrunn;2006;03;familie;1;person;252;
befolkning_innvandringsgrunn;2006;03;annet;1;person;27;
befolkning_innvandringsgrunn;2006;03;uoppgitt;1;person;1082;
befolkning_innvandringsgrunn;2006;03;alle;0;person;1952;
befolkning_innvandringsgrunn;2006;03;arbeid;0;person;31;
befolkning_innvandringsgrunn;2006;03;flukt;0;person;419;
befolkning_innvandringsgrunn;2006;03;familie;0;person;442;
befolkning_innvandringsgrunn;2006;03;annet;0;person;64;
befolkning_innvandringsgrunn;2006;03;uoppgitt;0;person;996;
befolkning_innvandringsgrunn;2006;04; ;alle;person;124727;
befolkning_innvandringsgrunn;2006;04;alle;alle;person;8817;
befolkning_innvandringsgrunn;2006;04;arbeid;alle;person;289;
befolkning_innvandringsgrunn;2006;04;flukt;alle;person;4108;
befolkning_innvandringsgrunn;2006;04;familie;alle;person;1132;
befolkning_innvandringsgrunn;2006;04;annet;alle;person;98;
befolkning_innvandringsgrunn;2006;04;uoppgitt;alle;person;3190;
befolkning_innvandringsgrunn;2006;04;alle;1;person;4313;
befolkning_innvandringsgrunn;2006;04;arbeid;1;person;230;
befolkning_innvandringsgrunn;2006;04;flukt;1;person;2110;
befolkning_innvandringsgrunn;2006;04;familie;1;person;372;
befolkning_innvandringsgrunn;2006;04;annet;1;person;38;
befolkning_innvandringsgrunn;2006;04;uoppgitt;1;person;1563;
befolkning_innvandringsgrunn;2006;04;alle;0;person;4504;
befolkning_innvandringsgrunn;2006;04;arbeid;0;person;59;
befolkning_innvandringsgrunn;2006;04;flukt;0;person;1998;
befolkning_innvandringsgrunn;2006;04;familie;0;person;760;
befolkning_innvandringsgrunn;2006;04;annet;0;person;60;
befolkning_innvandringsgrunn;2006;04;uoppgitt;0;person;1627;
befolkning_innvandringsgrunn;2006;05; ;alle;person;157412;
befolkning_innvandringsgrunn;2006;05;alle;alle;person;15041;
befolkning_innvandringsgrunn;2006;05;arbeid;alle;person;1143;
befolkning_innvandringsgrunn;2006;05;flukt;alle;person;3224;
befolkning_innvandringsgrunn;2006;05;familie;alle;person;2471;
befolkning_innvandringsgrunn;2006;05;annet;alle;person;634;
befolkning_innvandringsgrunn;2006;05;uoppgitt;alle;person;7569;
befolkning_innvandringsgrunn;2006;05;alle;1;person;6854;
befolkning_innvandringsgrunn;2006;05;arbeid;1;person;870;
befolkning_innvandringsgrunn;2006;05;flukt;1;person;1586;
