tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2006;01; ;alle;person;36557;
befolkning_innvandringsgrunn;2006;01;alle;alle;person;8918;
befolkning_innvandringsgrunn;2006;01;arbeid;alle;person;417;
befolkning_innvandringsgrunn;2006;01;flukt;alle;person;2613;
befolkning_innvandringsgrunn;2006;01;familie;alle;person;1840;
befolkning_innvandringsgrunn;2006;01;annet;alle;person;190;
befolkning_innvandringsgrunn;2006;01;uoppgitt;alle;person;3858;
befolkning_innvandringsgrunn;2006;01;alle;1;person;4810;
befolkning_innvandringsgrunn;2006;01;arbeid;1;person;328;
befolkning_innvandringsgrunn;2006;01;flukt;1;person;1291;
befolkning_innvandringsgrunn;2006;01;familie;1;person;837;
befolkning_innvandringsgrunn;2006;01;annet;1;person;62;
befolkning_innvandringsgrunn;2006;01;uoppgitt;1;person;2292;
befolkning_innvandringsgrunn;2006;01;alle;0;person;4108;
befolkning_innvandringsgrunn;2006;01;arbeid;0;person;89;
befolkning_innvandringsgrunn;2006;01;flukt;0;person;1322;
befolkning_innvandringsgrunn;2006;01;familie;0;person;1003;
befolkning_innvandringsgrunn;2006;01;annet;0;person;128;
befolkning_innvandringsgrunn;2006;01;uoppgitt;0;person;1566;
befolkning_innvandringsgrunn;2006;02; ;alle;person;38946;
befolkning_innvandringsgrunn;2006;02;alle;alle;person;8277;
befolkning_innvandringsgrunn;2006;02;arbeid;alle;person;482;
befolkning_innvandringsgrunn;2006;02;flukt;alle;person;2403;
befolkning_innvandringsgrunn;2006;02;familie;alle;person;1602;
befolkning_innvandringsgrunn;2006;02;annet;alle;person;219;
befolkning_innvandringsgrunn;2006;02;uoppgitt;alle;person;3571;
befolkning_innvandringsgrunn;2006;02;alle;1;person;4687;
befolkning_innvandringsgrunn;2006;02;arbeid;1;person;364;
befolkning_innvandringsgrunn;2006;02;flukt;1;person;1377;
befolkning_innvandringsgrunn;2006;02;familie;1;person;740;
befolkning_innvandringsgrunn;2006;02;annet;1;person;78;
befolkning_innvandringsgrunn;2006;02;uoppgitt;1;person;2128;
befolkning_innvandringsgrunn;2006;02;alle;0;person;3590;
befolkning_innvandringsgrunn;2006;02;arbeid;0;person;118;
befolkning_innvandringsgrunn;2006;02;flukt;0;person;1026;
befolkning_innvandringsgrunn;2006;02;familie;0;person;862;
befolkning_innvandringsgrunn;2006;02;annet;0;person;141;
befolkning_innvandringsgrunn;2006;02;uoppgitt;0;person;1443;
befolkning_innvandringsgrunn;2006;03; ;alle;person;30414;
befolkning_innvandringsgrunn;2006;03;alle;alle;person;4908;
befolkning_innvandringsgrunn;2006;03;arbeid;alle;person;291;
befolkning_innvandringsgrunn;2006;03;flukt;alle;person;1219;
befolkning_innvandringsgrunn;2006;03;familie;alle;person;985;
befolkning_innvandringsgrunn;2006;03;annet;alle;person;131;
befolkning_innvandringsgrunn;2006;03;uoppgitt;alle;person;2282;
befolkning_innvandringsgrunn;2006;03;alle;1;person;2736;
befolkning_innvandringsgrunn;2006;03;arbeid;1;person;210;
befolkning_innvandringsgrunn;2006;03;flukt;1;person;674;
befolkning_innvandringsgrunn;2006;03;familie;1;person;446;
befolkning_innvandringsgrunn;2006;03;annet;1;person;46;
befolkning_innvandringsgrunn;2006;03;uoppgitt;1;person;1360;
befolkning_innvandringsgrunn;2006;03;alle;0;person;2172;
befolkning_innvandringsgrunn;2006;03;arbeid;0;person;81;
befolkning_innvandringsgrunn;2006;03;flukt;0;person;545;
befolkning_innvandringsgrunn;2006;03;familie;0;person;539;
befolkning_innvandringsgrunn;2006;03;annet;0;person;85;
befolkning_innvandringsgrunn;2006;03;uoppgitt;0;person;922;
befolkning_innvandringsgrunn;2006;04; ;alle;person;28287;
befolkning_innvandringsgrunn;2006;04;alle;alle;person;4248;
befolkning_innvandringsgrunn;2006;04;arbeid;alle;person;392;
befolkning_innvandringsgrunn;2006;04;flukt;alle;person;727;
befolkning_innvandringsgrunn;2006;04;familie;alle;person;654;
befolkning_innvandringsgrunn;2006;04;annet;alle;person;219;
befolkning_innvandringsgrunn;2006;04;uoppgitt;alle;person;2256;
befolkning_innvandringsgrunn;2006;04;alle;1;person;2256;
befolkning_innvandringsgrunn;2006;04;arbeid;1;person;276;
befolkning_innvandringsgrunn;2006;04;flukt;1;person;400;
befolkning_innvandringsgrunn;2006;04;familie;1;person;295;
befolkning_innvandringsgrunn;2006;04;annet;1;person;98;
befolkning_innvandringsgrunn;2006;04;uoppgitt;1;person;1187;
befolkning_innvandringsgrunn;2006;04;alle;0;person;1992;
befolkning_innvandringsgrunn;2006;04;arbeid;0;person;116;
befolkning_innvandringsgrunn;2006;04;flukt;0;person;327;
befolkning_innvandringsgrunn;2006;04;familie;0;person;359;
befolkning_innvandringsgrunn;2006;04;annet;0;person;121;
befolkning_innvandringsgrunn;2006;04;uoppgitt;0;person;1069;
befolkning_innvandringsgrunn;2006;05; ;alle;person;46047;
befolkning_innvandringsgrunn;2006;05;alle;alle;person;7017;
befolkning_innvandringsgrunn;2006;05;arbeid;alle;person;815;
befolkning_innvandringsgrunn;2006;05;flukt;alle;person;718;
befolkning_innvandringsgrunn;2006;05;familie;alle;person;1217;
befolkning_innvandringsgrunn;2006;05;annet;alle;person;309;
befolkning_innvandringsgrunn;2006;05;uoppgitt;alle;person;3958;
befolkning_innvandringsgrunn;2006;05;alle;1;person;3478;
befolkning_innvandringsgrunn;2006;05;arbeid;1;person;617;
befolkning_innvandringsgrunn;2006;05;flukt;1;person;397;
befolkning_innvandringsgrunn;2006;05;familie;1;person;458;
befolkning_innvandringsgrunn;2006;05;annet;1;person;83;
befolkning_innvandringsgrunn;2006;05;uoppgitt;1;person;1923;
befolkning_innvandringsgrunn;2006;05;alle;0;person;3539;
befolkning_innvandringsgrunn;2006;05;arbeid;0;person;198;
befolkning_innvandringsgrunn;2006;05;flukt;0;person;321;
befolkning_innvandringsgrunn;2006;05;familie;0;person;759;
befolkning_innvandringsgrunn;2006;05;annet;0;person;226;
befolkning_innvandringsgrunn;2006;05;uoppgitt;0;person;2035;
befolkning_innvandringsgrunn;2006;06; ;alle;person;27599;
befolkning_innvandringsgrunn;2006;06;alle;alle;person;2789;
befolkning_innvandringsgrunn;2006;06;arbeid;alle;person;272;
befolkning_innvandringsgrunn;2006;06;flukt;alle;person;293;
befolkning_innvandringsgrunn;2006;06;familie;alle;person;492;
befolkning_innvandringsgrunn;2006;06;annet;alle;person;167;
befolkning_innvandringsgrunn;2006;06;uoppgitt;alle;person;1565;
befolkning_innvandringsgrunn;2006;06;alle;1;person;1190;
befolkning_innvandringsgrunn;2006;06;arbeid;1;person;194;
befolkning_innvandringsgrunn;2006;06;flukt;1;person;134;
befolkning_innvandringsgrunn;2006;06;familie;1;person;191;
