tabell_navn;aar;fylke_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2006;01; ;alle;person;260389;
befolkning_innvandringsgrunn;2006;01;alle;alle;person;18070;
befolkning_innvandringsgrunn;2006;01;arbeid;alle;person;612;
befolkning_innvandringsgrunn;2006;01;flukt;alle;person;6982;
befolkning_innvandringsgrunn;2006;01;familie;alle;person;2616;
befolkning_innvandringsgrunn;2006;01;annet;alle;person;301;
befolkning_innvandringsgrunn;2006;01;uoppgitt;alle;person;7559;
befolkning_innvandringsgrunn;2006;01;alle;1;person;8785;
befolkning_innvandringsgrunn;2006;01;arbeid;1;person;487;
befolkning_innvandringsgrunn;2006;01;flukt;1;person;3533;
befolkning_innvandringsgrunn;2006;01;familie;1;person;851;
befolkning_innvandringsgrunn;2006;01;annet;1;person;96;
befolkning_innvandringsgrunn;2006;01;uoppgitt;1;person;3818;
befolkning_innvandringsgrunn;2006;01;alle;0;person;9285;
befolkning_innvandringsgrunn;2006;01;arbeid;0;person;125;
befolkning_innvandringsgrunn;2006;01;flukt;0;person;3449;
befolkning_innvandringsgrunn;2006;01;familie;0;person;1765;
befolkning_innvandringsgrunn;2006;01;annet;0;person;205;
befolkning_innvandringsgrunn;2006;01;uoppgitt;0;person;3741;
befolkning_innvandringsgrunn;2006;02; ;alle;person;501125;
befolkning_innvandringsgrunn;2006;02;alle;alle;person;39758;
befolkning_innvandringsgrunn;2006;02;arbeid;alle;person;2169;
befolkning_innvandringsgrunn;2006;02;flukt;alle;person;9062;
befolkning_innvandringsgrunn;2006;02;familie;alle;person;6985;
befolkning_innvandringsgrunn;2006;02;annet;alle;person;1422;
befolkning_innvandringsgrunn;2006;02;uoppgitt;alle;person;20120;
befolkning_innvandringsgrunn;2006;02;alle;1;person;18654;
befolkning_innvandringsgrunn;2006;02;arbeid;1;person;1600;
befolkning_innvandringsgrunn;2006;02;flukt;1;person;4442;
befolkning_innvandringsgrunn;2006;02;familie;1;person;2546;
befolkning_innvandringsgrunn;2006;02;annet;1;person;394;
befolkning_innvandringsgrunn;2006;02;uoppgitt;1;person;9672;
befolkning_innvandringsgrunn;2006;02;alle;0;person;21104;
befolkning_innvandringsgrunn;2006;02;arbeid;0;person;569;
befolkning_innvandringsgrunn;2006;02;flukt;0;person;4620;
befolkning_innvandringsgrunn;2006;02;familie;0;person;4439;
befolkning_innvandringsgrunn;2006;02;annet;0;person;1028;
befolkning_innvandringsgrunn;2006;02;uoppgitt;0;person;10448;
