tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2009;01; ;alle;person;28389;
befolkning_innvandringsgrunn;2009;01;alle;alle;person;2165;
befolkning_innvandringsgrunn;2009;01;arbeid;alle;person;113;
befolkning_innvandringsgrunn;2009;01;flukt;alle;person;766;
befolkning_innvandringsgrunn;2009;01;familie;alle;person;362;
befolkning_innvandringsgrunn;2009;01;annet;alle;person;62;
befolkning_innvandringsgrunn;2009;01;uoppgitt;alle;person;862;
befolkning_innvandringsgrunn;2009;01;alle;1;person;1023;
befolkning_innvandringsgrunn;2009;01;arbeid;1;person;78;
befolkning_innvandringsgrunn;2009;01;flukt;1;person;367;
befolkning_innvandringsgrunn;2009;01;familie;1;person;102;
befolkning_innvandringsgrunn;2009;01;annet;1;person;20;
befolkning_innvandringsgrunn;2009;01;uoppgitt;1;person;456;
befolkning_innvandringsgrunn;2009;01;alle;0;person;1142;
befolkning_innvandringsgrunn;2009;01;arbeid;0;person;35;
befolkning_innvandringsgrunn;2009;01;flukt;0;person;399;
befolkning_innvandringsgrunn;2009;01;familie;0;person;260;
befolkning_innvandringsgrunn;2009;01;annet;0;person;42;
befolkning_innvandringsgrunn;2009;01;uoppgitt;0;person;406;
befolkning_innvandringsgrunn;2009;02; ;alle;person;56794;
befolkning_innvandringsgrunn;2009;02;alle;alle;person;4537;
befolkning_innvandringsgrunn;2009;02;arbeid;alle;person;526;
befolkning_innvandringsgrunn;2009;02;flukt;alle;person;1618;
befolkning_innvandringsgrunn;2009;02;familie;alle;person;876;
befolkning_innvandringsgrunn;2009;02;annet;alle;person;84;
befolkning_innvandringsgrunn;2009;02;uoppgitt;alle;person;1433;
befolkning_innvandringsgrunn;2009;02;alle;1;person;2279;
befolkning_innvandringsgrunn;2009;02;arbeid;1;person;450;
befolkning_innvandringsgrunn;2009;02;flukt;1;person;809;
befolkning_innvandringsgrunn;2009;02;familie;1;person;283;
befolkning_innvandringsgrunn;2009;02;annet;1;person;14;
befolkning_innvandringsgrunn;2009;02;uoppgitt;1;person;723;
