tabell_navn;aar;kommune_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2015;0101; ;alle;person;30328;
befolkning_innvandringsgrunn;2015;0101;alle;alle;person;3095;
befolkning_innvandringsgrunn;2015;0101;arbeid;alle;person;425;
befolkning_innvandringsgrunn;2015;0101;flukt;alle;person;997;
befolkning_innvandringsgrunn;2015;0101;familie;alle;person;619;
befolkning_innvandringsgrunn;2015;0101;annet;alle;person;122;
befolkning_innvandringsgrunn;2015;0101;uoppgitt;alle;person;932;
befolkning_innvandringsgrunn;2015;0101;alle;1;person;1541;
befolkning_innvandringsgrunn;2015;0101;arbeid;1;person;297;
befolkning_innvandringsgrunn;2015;0101;flukt;1;person;500;
befolkning_innvandringsgrunn;2015;0101;familie;1;person;195;
befolkning_innvandringsgrunn;2015;0101;annet;1;person;51;
befolkning_innvandringsgrunn;2015;0101;uoppgitt;1;person;498;
befolkning_innvandringsgrunn;2015;0101;alle;0;person;1554;
befolkning_innvandringsgrunn;2015;0101;arbeid;0;person;128;
befolkning_innvandringsgrunn;2015;0101;flukt;0;person;497;
befolkning_innvandringsgrunn;2015;0101;familie;0;person;424;
befolkning_innvandringsgrunn;2015;0101;annet;0;person;71;
befolkning_innvandringsgrunn;2015;0101;uoppgitt;0;person;434;
befolkning_innvandringsgrunn;2015;0104; ;alle;person;31802;
befolkning_innvandringsgrunn;2015;0104;alle;alle;person;4829;
befolkning_innvandringsgrunn;2015;0104;arbeid;alle;person;799;
befolkning_innvandringsgrunn;2015;0104;flukt;alle;person;1283;
befolkning_innvandringsgrunn;2015;0104;familie;alle;person;1133;
befolkning_innvandringsgrunn;2015;0104;annet;alle;person;133;
befolkning_innvandringsgrunn;2015;0104;uoppgitt;alle;person;1481;
befolkning_innvandringsgrunn;2015;0104;alle;1;person;2486;
befolkning_innvandringsgrunn;2015;0104;arbeid;1;person;617;
befolkning_innvandringsgrunn;2015;0104;flukt;1;person;648;
befolkning_innvandringsgrunn;2015;0104;familie;1;person;404;
befolkning_innvandringsgrunn;2015;0104;annet;1;person;43;
befolkning_innvandringsgrunn;2015;0104;uoppgitt;1;person;774;
befolkning_innvandringsgrunn;2015;0104;alle;0;person;2343;
befolkning_innvandringsgrunn;2015;0104;arbeid;0;person;182;
befolkning_innvandringsgrunn;2015;0104;flukt;0;person;635;
befolkning_innvandringsgrunn;2015;0104;familie;0;person;729;
befolkning_innvandringsgrunn;2015;0104;annet;0;person;90;
befolkning_innvandringsgrunn;2015;0104;uoppgitt;0;person;707;
befolkning_innvandringsgrunn;2015;0105; ;alle;person;54192;
befolkning_innvandringsgrunn;2015;0105;alle;alle;person;7082;
befolkning_innvandringsgrunn;2015;0105;arbeid;alle;person;1169;
befolkning_innvandringsgrunn;2015;0105;flukt;alle;person;2995;
befolkning_innvandringsgrunn;2015;0105;familie;alle;person;1422;
befolkning_innvandringsgrunn;2015;0105;annet;alle;person;87;
befolkning_innvandringsgrunn;2015;0105;uoppgitt;alle;person;1409;
befolkning_innvandringsgrunn;2015;0105;alle;1;person;3664;
befolkning_innvandringsgrunn;2015;0105;arbeid;1;person;934;
befolkning_innvandringsgrunn;2015;0105;flukt;1;person;1558;
befolkning_innvandringsgrunn;2015;0105;familie;1;person;426;
befolkning_innvandringsgrunn;2015;0105;annet;1;person;20;
befolkning_innvandringsgrunn;2015;0105;uoppgitt;1;person;726;
befolkning_innvandringsgrunn;2015;0105;alle;0;person;3418;
befolkning_innvandringsgrunn;2015;0105;arbeid;0;person;235;
befolkning_innvandringsgrunn;2015;0105;flukt;0;person;1437;
befolkning_innvandringsgrunn;2015;0105;familie;0;person;996;
befolkning_innvandringsgrunn;2015;0105;annet;0;person;67;
befolkning_innvandringsgrunn;2015;0105;uoppgitt;0;person;683;
befolkning_innvandringsgrunn;2015;0106; ;alle;person;78159;
befolkning_innvandringsgrunn;2015;0106;alle;alle;person;9699;
befolkning_innvandringsgrunn;2015;0106;arbeid;alle;person;1588;
befolkning_innvandringsgrunn;2015;0106;flukt;alle;person;4129;
befolkning_innvandringsgrunn;2015;0106;familie;alle;person;1701;
befolkning_innvandringsgrunn;2015;0106;annet;alle;person;167;
befolkning_innvandringsgrunn;2015;0106;uoppgitt;alle;person;2114;
befolkning_innvandringsgrunn;2015;0106;alle;1;person;5040;
befolkning_innvandringsgrunn;2015;0106;arbeid;1;person;1232;
befolkning_innvandringsgrunn;2015;0106;flukt;1;person;2143;
befolkning_innvandringsgrunn;2015;0106;familie;1;person;562;
befolkning_innvandringsgrunn;2015;0106;annet;1;person;53;
befolkning_innvandringsgrunn;2015;0106;uoppgitt;1;person;1050;
befolkning_innvandringsgrunn;2015;0106;alle;0;person;4659;
befolkning_innvandringsgrunn;2015;0106;arbeid;0;person;356;
befolkning_innvandringsgrunn;2015;0106;flukt;0;person;1986;
befolkning_innvandringsgrunn;2015;0106;familie;0;person;1139;
befolkning_innvandringsgrunn;2015;0106;annet;0;person;114;
befolkning_innvandringsgrunn;2015;0106;uoppgitt;0;person;1064;
befolkning_innvandringsgrunn;2015;0111; ;alle;person;4480;
befolkning_innvandringsgrunn;2015;0111;alle;alle;person;250;
befolkning_innvandringsgrunn;2015;0111;arbeid;alle;person;45;
befolkning_innvandringsgrunn;2015;0111;flukt;alle;person;58;
befolkning_innvandringsgrunn;2015;0111;familie;alle;person;71;
befolkning_innvandringsgrunn;2015;0111;annet;alle;person;6;
befolkning_innvandringsgrunn;2015;0111;uoppgitt;alle;person;70;
befolkning_innvandringsgrunn;2015;0111;alle;1;person;114;
befolkning_innvandringsgrunn;2015;0111;arbeid;1;person;30;
befolkning_innvandringsgrunn;2015;0111;flukt;1;person;26;
befolkning_innvandringsgrunn;2015;0111;familie;1;person;24;
befolkning_innvandringsgrunn;2015;0111;annet;1;person;0;
befolkning_innvandringsgrunn;2015;0111;uoppgitt;1;person;34;
befolkning_innvandringsgrunn;2015;0111;alle;0;person;136;
befolkning_innvandringsgrunn;2015;0111;arbeid;0;person;15;
befolkning_innvandringsgrunn;2015;0111;flukt;0;person;32;
befolkning_innvandringsgrunn;2015;0111;familie;0;person;47;
befolkning_innvandringsgrunn;2015;0111;annet;0;person;6;
befolkning_innvandringsgrunn;2015;0111;uoppgitt;0;person;36;
befolkning_innvandringsgrunn;2015;0118; ;alle;person;1406;
befolkning_innvandringsgrunn;2015;0118;alle;alle;person;45;
befolkning_innvandringsgrunn;2015;0118;arbeid;alle;person;5;
befolkning_innvandringsgrunn;2015;0118;flukt;alle;person;0;
befolkning_innvandringsgrunn;2015;0118;familie;alle;person;15;
befolkning_innvandringsgrunn;2015;0118;annet;alle;person;3;
befolkning_innvandringsgrunn;2015;0118;uoppgitt;alle;person;22;
befolkning_innvandringsgrunn;2015;0118;alle;1;person;15;
befolkning_innvandringsgrunn;2015;0118;arbeid;1;person;5;
befolkning_innvandringsgrunn;2015;0118;flukt;1;person;0;
befolkning_innvandringsgrunn;2015;0118;familie;1;person;0;
befolkning_innvandringsgrunn;2015;0118;annet;1;person;0;
befolkning_innvandringsgrunn;2015;0118;uoppgitt;1;person;10;
befolkning_innvandringsgrunn;2015;0118;alle;0;person;30;
befolkning_innvandringsgrunn;2015;0118;arbeid;0;person;0;
befolkning_innvandringsgrunn;2015;0118;flukt;0;person;0;
befolkning_innvandringsgrunn;2015;0118;familie;0;person;15;
befolkning_innvandringsgrunn;2015;0118;annet;0;person;3;
befolkning_innvandringsgrunn;2015;0118;uoppgitt;0;person;12;
befolkning_innvandringsgrunn;2015;0119; ;alle;person;3613;
befolkning_innvandringsgrunn;2015;0119;alle;alle;person;284;
befolkning_innvandringsgrunn;2015;0119;arbeid;alle;person;46;
befolkning_innvandringsgrunn;2015;0119;flukt;alle;person;79;
befolkning_innvandringsgrunn;2015;0119;familie;alle;person;60;
befolkning_innvandringsgrunn;2015;0119;annet;alle;person;3;
befolkning_innvandringsgrunn;2015;0119;uoppgitt;alle;person;96;
befolkning_innvandringsgrunn;2015;0119;alle;1;person;133;
befolkning_innvandringsgrunn;2015;0119;arbeid;1;person;35;
befolkning_innvandringsgrunn;2015;0119;flukt;1;person;46;
befolkning_innvandringsgrunn;2015;0119;familie;1;person;16;
befolkning_innvandringsgrunn;2015;0119;annet;1;person;0;
befolkning_innvandringsgrunn;2015;0119;uoppgitt;1;person;36;
befolkning_innvandringsgrunn;2015;0119;alle;0;person;151;
befolkning_innvandringsgrunn;2015;0119;arbeid;0;person;11;
befolkning_innvandringsgrunn;2015;0119;flukt;0;person;33;
befolkning_innvandringsgrunn;2015;0119;familie;0;person;44;
befolkning_innvandringsgrunn;2015;0119;annet;0;person;3;
befolkning_innvandringsgrunn;2015;0119;uoppgitt;0;person;60;
befolkning_innvandringsgrunn;2015;0121; ;alle;person;672;
befolkning_innvandringsgrunn;2015;0121;alle;alle;person;51;
befolkning_innvandringsgrunn;2015;0121;arbeid;alle;person;15;
befolkning_innvandringsgrunn;2015;0121;flukt;alle;person;3;
befolkning_innvandringsgrunn;2015;0121;familie;alle;person;11;
befolkning_innvandringsgrunn;2015;0121;annet;alle;person;0;
befolkning_innvandringsgrunn;2015;0121;uoppgitt;alle;person;22;
befolkning_innvandringsgrunn;2015;0121;alle;1;person;26;
befolkning_innvandringsgrunn;2015;0121;arbeid;1;person;9;
befolkning_innvandringsgrunn;2015;0121;flukt;1;person;3;
befolkning_innvandringsgrunn;2015;0121;familie;1;person;3;
befolkning_innvandringsgrunn;2015;0121;annet;1;person;0;
befolkning_innvandringsgrunn;2015;0121;uoppgitt;1;person;11;
befolkning_innvandringsgrunn;2015;0121;alle;0;person;25;
befolkning_innvandringsgrunn;2015;0121;arbeid;0;person;6;
befolkning_innvandringsgrunn;2015;0121;flukt;0;person;0;
befolkning_innvandringsgrunn;2015;0121;familie;0;person;8;
befolkning_innvandringsgrunn;2015;0121;annet;0;person;0;
befolkning_innvandringsgrunn;2015;0121;uoppgitt;0;person;11;
befolkning_innvandringsgrunn;2015;0122; ;alle;person;5346;
befolkning_innvandringsgrunn;2015;0122;alle;alle;person;490;
befolkning_innvandringsgrunn;2015;0122;arbeid;alle;person;180;
befolkning_innvandringsgrunn;2015;0122;flukt;alle;person;57;
befolkning_innvandringsgrunn;2015;0122;familie;alle;person;142;
befolkning_innvandringsgrunn;2015;0122;annet;alle;person;18;
befolkning_innvandringsgrunn;2015;0122;uoppgitt;alle;person;93;
befolkning_innvandringsgrunn;2015;0122;alle;1;person;267;
befolkning_innvandringsgrunn;2015;0122;arbeid;1;person;144;
befolkning_innvandringsgrunn;2015;0122;flukt;1;person;36;
befolkning_innvandringsgrunn;2015;0122;familie;1;person;36;
befolkning_innvandringsgrunn;2015;0122;annet;1;person;3;
befolkning_innvandringsgrunn;2015;0122;uoppgitt;1;person;48;
befolkning_innvandringsgrunn;2015;0122;alle;0;person;223;
befolkning_innvandringsgrunn;2015;0122;arbeid;0;person;36;
befolkning_innvandringsgrunn;2015;0122;flukt;0;person;21;
befolkning_innvandringsgrunn;2015;0122;familie;0;person;106;
befolkning_innvandringsgrunn;2015;0122;annet;0;person;15;
befolkning_innvandringsgrunn;2015;0122;uoppgitt;0;person;45;
befolkning_innvandringsgrunn;2015;0123; ;alle;person;5692;
befolkning_innvandringsgrunn;2015;0123;alle;alle;person;601;
befolkning_innvandringsgrunn;2015;0123;arbeid;alle;person;136;
befolkning_innvandringsgrunn;2015;0123;flukt;alle;person;186;
befolkning_innvandringsgrunn;2015;0123;familie;alle;person;136;
befolkning_innvandringsgrunn;2015;0123;annet;alle;person;26;
befolkning_innvandringsgrunn;2015;0123;uoppgitt;alle;person;117;
befolkning_innvandringsgrunn;2015;0123;alle;1;person;318;
befolkning_innvandringsgrunn;2015;0123;arbeid;1;person;107;
befolkning_innvandringsgrunn;2015;0123;flukt;1;person;104;
befolkning_innvandringsgrunn;2015;0123;familie;1;person;40;
befolkning_innvandringsgrunn;2015;0123;annet;1;person;8;
befolkning_innvandringsgrunn;2015;0123;uoppgitt;1;person;59;
befolkning_innvandringsgrunn;2015;0123;alle;0;person;283;
befolkning_innvandringsgrunn;2015;0123;arbeid;0;person;29;
befolkning_innvandringsgrunn;2015;0123;flukt;0;person;82;
befolkning_innvandringsgrunn;2015;0123;familie;0;person;96;
befolkning_innvandringsgrunn;2015;0123;annet;0;person;18;
befolkning_innvandringsgrunn;2015;0123;uoppgitt;0;person;58;
befolkning_innvandringsgrunn;2015;0124; ;alle;person;15513;
befolkning_innvandringsgrunn;2015;0124;alle;alle;person;2367;
befolkning_innvandringsgrunn;2015;0124;arbeid;alle;person;353;
befolkning_innvandringsgrunn;2015;0124;flukt;alle;person;756;
befolkning_innvandringsgrunn;2015;0124;familie;alle;person;551;
befolkning_innvandringsgrunn;2015;0124;annet;alle;person;59;
befolkning_innvandringsgrunn;2015;0124;uoppgitt;alle;person;648;
befolkning_innvandringsgrunn;2015;0124;alle;1;person;1216;
befolkning_innvandringsgrunn;2015;0124;arbeid;1;person;267;
befolkning_innvandringsgrunn;2015;0124;flukt;1;person;369;
befolkning_innvandringsgrunn;2015;0124;familie;1;person;204;
befolkning_innvandringsgrunn;2015;0124;annet;1;person;11;
befolkning_innvandringsgrunn;2015;0124;uoppgitt;1;person;365;
befolkning_innvandringsgrunn;2015;0124;alle;0;person;1151;
befolkning_innvandringsgrunn;2015;0124;arbeid;0;person;86;
befolkning_innvandringsgrunn;2015;0124;flukt;0;person;387;
befolkning_innvandringsgrunn;2015;0124;familie;0;person;347;
befolkning_innvandringsgrunn;2015;0124;annet;0;person;48;
befolkning_innvandringsgrunn;2015;0124;uoppgitt;0;person;283;
befolkning_innvandringsgrunn;2015;0125; ;alle;person;11353;
befolkning_innvandringsgrunn;2015;0125;alle;alle;person;1486;
befolkning_innvandringsgrunn;2015;0125;arbeid;alle;person;346;
befolkning_innvandringsgrunn;2015;0125;flukt;alle;person;440;
befolkning_innvandringsgrunn;2015;0125;familie;alle;person;404;
befolkning_innvandringsgrunn;2015;0125;annet;alle;person;33;
befolkning_innvandringsgrunn;2015;0125;uoppgitt;alle;person;263;
befolkning_innvandringsgrunn;2015;0125;alle;1;person;772;
befolkning_innvandringsgrunn;2015;0125;arbeid;1;person;274;
befolkning_innvandringsgrunn;2015;0125;flukt;1;person;223;
befolkning_innvandringsgrunn;2015;0125;familie;1;person;135;
befolkning_innvandringsgrunn;2015;0125;annet;1;person;9;
befolkning_innvandringsgrunn;2015;0125;uoppgitt;1;person;131;
befolkning_innvandringsgrunn;2015;0125;alle;0;person;714;
befolkning_innvandringsgrunn;2015;0125;arbeid;0;person;72;
befolkning_innvandringsgrunn;2015;0125;flukt;0;person;217;
befolkning_innvandringsgrunn;2015;0125;familie;0;person;269;
befolkning_innvandringsgrunn;2015;0125;annet;0;person;24;
befolkning_innvandringsgrunn;2015;0125;uoppgitt;0;person;132;
befolkning_innvandringsgrunn;2015;0127; ;alle;person;3731;
befolkning_innvandringsgrunn;2015;0127;alle;alle;person;345;
befolkning_innvandringsgrunn;2015;0127;arbeid;alle;person;123;
befolkning_innvandringsgrunn;2015;0127;flukt;alle;person;51;
befolkning_innvandringsgrunn;2015;0127;familie;alle;person;109;
befolkning_innvandringsgrunn;2015;0127;annet;alle;person;7;
befolkning_innvandringsgrunn;2015;0127;uoppgitt;alle;person;55;
befolkning_innvandringsgrunn;2015;0127;alle;1;person;193;
befolkning_innvandringsgrunn;2015;0127;arbeid;1;person;103;
befolkning_innvandringsgrunn;2015;0127;flukt;1;person;28;
befolkning_innvandringsgrunn;2015;0127;familie;1;person;33;
befolkning_innvandringsgrunn;2015;0127;annet;1;person;3;
befolkning_innvandringsgrunn;2015;0127;uoppgitt;1;person;26;
befolkning_innvandringsgrunn;2015;0127;alle;0;person;152;
befolkning_innvandringsgrunn;2015;0127;arbeid;0;person;20;
befolkning_innvandringsgrunn;2015;0127;flukt;0;person;23;
befolkning_innvandringsgrunn;2015;0127;familie;0;person;76;
befolkning_innvandringsgrunn;2015;0127;annet;0;person;4;
befolkning_innvandringsgrunn;2015;0127;uoppgitt;0;person;29;
befolkning_innvandringsgrunn;2015;0128; ;alle;person;8020;
befolkning_innvandringsgrunn;2015;0128;alle;alle;person;865;
befolkning_innvandringsgrunn;2015;0128;arbeid;alle;person;256;
befolkning_innvandringsgrunn;2015;0128;flukt;alle;person;304;
befolkning_innvandringsgrunn;2015;0128;familie;alle;person;197;
befolkning_innvandringsgrunn;2015;0128;annet;alle;person;5;
befolkning_innvandringsgrunn;2015;0128;uoppgitt;alle;person;103;
befolkning_innvandringsgrunn;2015;0128;alle;1;person;484;
befolkning_innvandringsgrunn;2015;0128;arbeid;1;person;211;
befolkning_innvandringsgrunn;2015;0128;flukt;1;person;158;
befolkning_innvandringsgrunn;2015;0128;familie;1;person;64;
befolkning_innvandringsgrunn;2015;0128;annet;1;person;0;
befolkning_innvandringsgrunn;2015;0128;uoppgitt;1;person;51;
befolkning_innvandringsgrunn;2015;0128;alle;0;person;381;
befolkning_innvandringsgrunn;2015;0128;arbeid;0;person;45;
befolkning_innvandringsgrunn;2015;0128;flukt;0;person;146;
befolkning_innvandringsgrunn;2015;0128;familie;0;person;133;
befolkning_innvandringsgrunn;2015;0128;annet;0;person;5;
befolkning_innvandringsgrunn;2015;0128;uoppgitt;0;person;52;
befolkning_innvandringsgrunn;2015;0135; ;alle;person;7206;
befolkning_innvandringsgrunn;2015;0135;alle;alle;person;700;
befolkning_innvandringsgrunn;2015;0135;arbeid;alle;person;237;
befolkning_innvandringsgrunn;2015;0135;flukt;alle;person;118;
befolkning_innvandringsgrunn;2015;0135;familie;alle;person;163;
befolkning_innvandringsgrunn;2015;0135;annet;alle;person;14;
befolkning_innvandringsgrunn;2015;0135;uoppgitt;alle;person;168;
befolkning_innvandringsgrunn;2015;0135;alle;1;person;408;
befolkning_innvandringsgrunn;2015;0135;arbeid;1;person;196;
befolkning_innvandringsgrunn;2015;0135;flukt;1;person;60;
befolkning_innvandringsgrunn;2015;0135;familie;1;person;53;
befolkning_innvandringsgrunn;2015;0135;annet;1;person;4;
befolkning_innvandringsgrunn;2015;0135;uoppgitt;1;person;95;
befolkning_innvandringsgrunn;2015;0135;alle;0;person;292;
befolkning_innvandringsgrunn;2015;0135;arbeid;0;person;41;
befolkning_innvandringsgrunn;2015;0135;flukt;0;person;58;
befolkning_innvandringsgrunn;2015;0135;familie;0;person;110;
befolkning_innvandringsgrunn;2015;0135;annet;0;person;10;
befolkning_innvandringsgrunn;2015;0135;uoppgitt;0;person;73;
befolkning_innvandringsgrunn;2015;0136; ;alle;person;15242;
befolkning_innvandringsgrunn;2015;0136;alle;alle;person;1569;
befolkning_innvandringsgrunn;2015;0136;arbeid;alle;person;391;
befolkning_innvandringsgrunn;2015;0136;flukt;alle;person;212;
befolkning_innvandringsgrunn;2015;0136;familie;alle;person;384;
befolkning_innvandringsgrunn;2015;0136;annet;alle;person;36;
befolkning_innvandringsgrunn;2015;0136;uoppgitt;alle;person;546;
befolkning_innvandringsgrunn;2015;0136;alle;1;person;813;
befolkning_innvandringsgrunn;2015;0136;arbeid;1;person;300;
befolkning_innvandringsgrunn;2015;0136;flukt;1;person;104;
befolkning_innvandringsgrunn;2015;0136;familie;1;person;117;
befolkning_innvandringsgrunn;2015;0136;annet;1;person;14;
befolkning_innvandringsgrunn;2015;0136;uoppgitt;1;person;278;
befolkning_innvandringsgrunn;2015;0136;alle;0;person;756;
befolkning_innvandringsgrunn;2015;0136;arbeid;0;person;91;
befolkning_innvandringsgrunn;2015;0136;flukt;0;person;108;
befolkning_innvandringsgrunn;2015;0136;familie;0;person;267;
befolkning_innvandringsgrunn;2015;0136;annet;0;person;22;
befolkning_innvandringsgrunn;2015;0136;uoppgitt;0;person;268;
befolkning_innvandringsgrunn;2015;0137; ;alle;person;5100;
befolkning_innvandringsgrunn;2015;0137;alle;alle;person;531;
befolkning_innvandringsgrunn;2015;0137;arbeid;alle;person;199;
befolkning_innvandringsgrunn;2015;0137;flukt;alle;person;47;
befolkning_innvandringsgrunn;2015;0137;familie;alle;person;143;
befolkning_innvandringsgrunn;2015;0137;annet;alle;person;11;
befolkning_innvandringsgrunn;2015;0137;uoppgitt;alle;person;131;
befolkning_innvandringsgrunn;2015;0137;alle;1;person;287;
befolkning_innvandringsgrunn;2015;0137;arbeid;1;person;158;
befolkning_innvandringsgrunn;2015;0137;flukt;1;person;25;
befolkning_innvandringsgrunn;2015;0137;familie;1;person;39;
befolkning_innvandringsgrunn;2015;0137;annet;1;person;0;
befolkning_innvandringsgrunn;2015;0137;uoppgitt;1;person;65;
befolkning_innvandringsgrunn;2015;0137;alle;0;person;244;
befolkning_innvandringsgrunn;2015;0137;arbeid;0;person;41;
befolkning_innvandringsgrunn;2015;0137;flukt;0;person;22;
