tabell_navn;aar;fylke_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2006;00;alle;alle;0-5;personer;347815;
befolkning_alder;2006;00;alle;alle;6-15;personer;622658;
befolkning_alder;2006;00;alle;alle;16-19;personer;235513;
befolkning_alder;2006;00;alle;alle;20-29;personer;562819;
befolkning_alder;2006;00;alle;alle;30-54;personer;1648857;
befolkning_alder;2006;00;alle;alle;55-66;personer;616347;
befolkning_alder;2006;00;alle;alle;67+;personer;606210;
befolkning_alder;2006;00;innvandrere;alle;0-5;personer;5349;
befolkning_alder;2006;00;innvandrere;alle;6-15;personer;23879;
befolkning_alder;2006;00;innvandrere;alle;16-19;personer;13793;
befolkning_alder;2006;00;innvandrere;alle;20-29;personer;61898;
befolkning_alder;2006;00;innvandrere;alle;30-54;personer;162167;
befolkning_alder;2006;00;innvandrere;alle;55-66;personer;32017;
befolkning_alder;2006;00;innvandrere;alle;67+;personer;19411;
befolkning_alder;2006;00;befolkningen_ellers;alle;0-5;personer;342466;
befolkning_alder;2006;00;befolkningen_ellers;alle;6-15;personer;598779;
befolkning_alder;2006;00;befolkningen_ellers;alle;16-19;personer;221720;
befolkning_alder;2006;00;befolkningen_ellers;alle;20-29;personer;500921;
befolkning_alder;2006;00;befolkningen_ellers;alle;30-54;personer;1486690;
befolkning_alder;2006;00;befolkningen_ellers;alle;55-66;personer;584330;
befolkning_alder;2006;00;befolkningen_ellers;alle;67+;personer;586799;
befolkning_alder;2006;00;alle;1;0-5;personer;177627;
befolkning_alder;2006;00;alle;1;6-15;personer;319774;
befolkning_alder;2006;00;alle;1;16-19;personer;120817;
befolkning_alder;2006;00;alle;1;20-29;personer;284378;
befolkning_alder;2006;00;alle;1;30-54;personer;837901;
befolkning_alder;2006;00;alle;1;55-66;personer;310016;
befolkning_alder;2006;00;alle;1;67+;personer;251468;
befolkning_alder;2006;00;innvandrere;1;0-5;personer;2677;
befolkning_alder;2006;00;innvandrere;1;6-15;personer;12253;
befolkning_alder;2006;00;innvandrere;1;16-19;personer;7181;
befolkning_alder;2006;00;innvandrere;1;20-29;personer;27528;
befolkning_alder;2006;00;innvandrere;1;30-54;personer;82209;
befolkning_alder;2006;00;innvandrere;1;55-66;personer;16554;
befolkning_alder;2006;00;innvandrere;1;67+;personer;7355;
befolkning_alder;2006;00;befolkningen_ellers;1;0-5;personer;174950;
befolkning_alder;2006;00;befolkningen_ellers;1;6-15;personer;307521;
befolkning_alder;2006;00;befolkningen_ellers;1;16-19;personer;113636;
befolkning_alder;2006;00;befolkningen_ellers;1;20-29;personer;256850;
befolkning_alder;2006;00;befolkningen_ellers;1;30-54;personer;755692;
befolkning_alder;2006;00;befolkningen_ellers;1;55-66;personer;293462;
befolkning_alder;2006;00;befolkningen_ellers;1;67+;personer;244113;
befolkning_alder;2006;00;alle;0;0-5;personer;170188;
befolkning_alder;2006;00;alle;0;6-15;personer;302884;
befolkning_alder;2006;00;alle;0;16-19;personer;114696;
befolkning_alder;2006;00;alle;0;20-29;personer;278441;
befolkning_alder;2006;00;alle;0;30-54;personer;810956;
befolkning_alder;2006;00;alle;0;55-66;personer;306331;
befolkning_alder;2006;00;alle;0;67+;personer;354742;
befolkning_alder;2006;00;innvandrere;0;0-5;personer;2672;
befolkning_alder;2006;00;innvandrere;0;6-15;personer;11626;
befolkning_alder;2006;00;innvandrere;0;16-19;personer;6612;
befolkning_alder;2006;00;innvandrere;0;20-29;personer;34370;
befolkning_alder;2006;00;innvandrere;0;30-54;personer;79958;
befolkning_alder;2006;00;innvandrere;0;55-66;personer;15463;
befolkning_alder;2006;00;innvandrere;0;67+;personer;12056;
befolkning_alder;2006;00;befolkningen_ellers;0;0-5;personer;167516;
befolkning_alder;2006;00;befolkningen_ellers;0;6-15;personer;291258;
befolkning_alder;2006;00;befolkningen_ellers;0;16-19;personer;108084;
befolkning_alder;2006;00;befolkningen_ellers;0;20-29;personer;244071;
befolkning_alder;2006;00;befolkningen_ellers;0;30-54;personer;730998;
befolkning_alder;2006;00;befolkningen_ellers;0;55-66;personer;290868;
befolkning_alder;2006;00;befolkningen_ellers;0;67+;personer;342686;
befolkning_alder;2007;00;alle;alle;0-5;personer;348049;
befolkning_alder;2007;00;alle;alle;6-15;personer;621765;
befolkning_alder;2007;00;alle;alle;16-19;personer;244387;
befolkning_alder;2007;00;alle;alle;20-29;personer;567335;
befolkning_alder;2007;00;alle;alle;30-54;personer;1657709;
befolkning_alder;2007;00;alle;alle;55-66;personer;632142;
befolkning_alder;2007;00;alle;alle;67+;personer;609747;
befolkning_alder;2007;00;innvandrere;alle;0-5;personer;5882;
befolkning_alder;2007;00;innvandrere;alle;6-15;personer;24949;
befolkning_alder;2007;00;innvandrere;alle;16-19;personer;14019;
befolkning_alder;2007;00;innvandrere;alle;20-29;personer;67246;
befolkning_alder;2007;00;innvandrere;alle;30-54;personer;175791;
befolkning_alder;2007;00;innvandrere;alle;55-66;personer;33641;
befolkning_alder;2007;00;innvandrere;alle;67+;personer;20302;
befolkning_alder;2007;00;befolkningen_ellers;alle;0-5;personer;342167;
befolkning_alder;2007;00;befolkningen_ellers;alle;6-15;personer;596816;
befolkning_alder;2007;00;befolkningen_ellers;alle;16-19;personer;230368;
befolkning_alder;2007;00;befolkningen_ellers;alle;20-29;personer;500089;
befolkning_alder;2007;00;befolkningen_ellers;alle;30-54;personer;1481918;
befolkning_alder;2007;00;befolkningen_ellers;alle;55-66;personer;598501;
befolkning_alder;2007;00;befolkningen_ellers;alle;67+;personer;589445;
befolkning_alder;2007;00;alle;1;0-5;personer;177701;
befolkning_alder;2007;00;alle;1;6-15;personer;319336;
befolkning_alder;2007;00;alle;1;16-19;personer;125057;
befolkning_alder;2007;00;alle;1;20-29;personer;287454;
befolkning_alder;2007;00;alle;1;30-54;personer;843030;
befolkning_alder;2007;00;alle;1;55-66;personer;318612;
befolkning_alder;2007;00;alle;1;67+;personer;254598;
befolkning_alder;2007;00;innvandrere;1;0-5;personer;2961;
befolkning_alder;2007;00;innvandrere;1;6-15;personer;12851;
befolkning_alder;2007;00;innvandrere;1;16-19;personer;7136;
befolkning_alder;2007;00;innvandrere;1;20-29;personer;30700;
befolkning_alder;2007;00;innvandrere;1;30-54;personer;90170;
befolkning_alder;2007;00;innvandrere;1;55-66;personer;17491;
befolkning_alder;2007;00;innvandrere;1;67+;personer;7812;
befolkning_alder;2007;00;befolkningen_ellers;1;0-5;personer;174740;
befolkning_alder;2007;00;befolkningen_ellers;1;6-15;personer;306485;
befolkning_alder;2007;00;befolkningen_ellers;1;16-19;personer;117921;
befolkning_alder;2007;00;befolkningen_ellers;1;20-29;personer;256754;
befolkning_alder;2007;00;befolkningen_ellers;1;30-54;personer;752860;
befolkning_alder;2007;00;befolkningen_ellers;1;55-66;personer;301121;
befolkning_alder;2007;00;befolkningen_ellers;1;67+;personer;246786;
befolkning_alder;2007;00;alle;0;0-5;personer;170348;
befolkning_alder;2007;00;alle;0;6-15;personer;302429;
befolkning_alder;2007;00;alle;0;16-19;personer;119330;
befolkning_alder;2007;00;alle;0;20-29;personer;279881;
befolkning_alder;2007;00;alle;0;30-54;personer;814679;
befolkning_alder;2007;00;alle;0;55-66;personer;313530;
befolkning_alder;2007;00;alle;0;67+;personer;355149;
befolkning_alder;2007;00;innvandrere;0;0-5;personer;2921;
befolkning_alder;2007;00;innvandrere;0;6-15;personer;12098;
befolkning_alder;2007;00;innvandrere;0;16-19;personer;6883;
befolkning_alder;2007;00;innvandrere;0;20-29;personer;36546;
befolkning_alder;2007;00;innvandrere;0;30-54;personer;85621;
befolkning_alder;2007;00;innvandrere;0;55-66;personer;16150;
befolkning_alder;2007;00;innvandrere;0;67+;personer;12490;
befolkning_alder;2007;00;befolkningen_ellers;0;0-5;personer;167427;
befolkning_alder;2007;00;befolkningen_ellers;0;6-15;personer;290331;
befolkning_alder;2007;00;befolkningen_ellers;0;16-19;personer;112447;
befolkning_alder;2007;00;befolkningen_ellers;0;20-29;personer;243335;
befolkning_alder;2007;00;befolkningen_ellers;0;30-54;personer;729058;
befolkning_alder;2007;00;befolkningen_ellers;0;55-66;personer;297380;
befolkning_alder;2007;00;befolkningen_ellers;0;67+;personer;342659;
befolkning_alder;2008;00;alle;alle;0-5;personer;351164;
befolkning_alder;2008;00;alle;alle;6-15;personer;619565;
befolkning_alder;2008;00;alle;alle;16-19;personer;252217;
befolkning_alder;2008;00;alle;alle;20-29;personer;580932;
befolkning_alder;2008;00;alle;alle;30-54;personer;1670108;
befolkning_alder;2008;00;alle;alle;55-66;personer;649457;
befolkning_alder;2008;00;alle;alle;67+;personer;613728;
befolkning_alder;2008;00;innvandrere;alle;0-5;personer;7216;
befolkning_alder;2008;00;innvandrere;alle;6-15;personer;26877;
befolkning_alder;2008;00;innvandrere;alle;16-19;personer;14672;
befolkning_alder;2008;00;innvandrere;alle;20-29;personer;77588;
befolkning_alder;2008;00;innvandrere;alle;30-54;personer;196992;
befolkning_alder;2008;00;innvandrere;alle;55-66;personer;36037;
befolkning_alder;2008;00;innvandrere;alle;67+;personer;21262;
befolkning_alder;2008;00;befolkningen_ellers;alle;0-5;personer;343948;
befolkning_alder;2008;00;befolkningen_ellers;alle;6-15;personer;592688;
befolkning_alder;2008;00;befolkningen_ellers;alle;16-19;personer;237545;
befolkning_alder;2008;00;befolkningen_ellers;alle;20-29;personer;503344;
befolkning_alder;2008;00;befolkningen_ellers;alle;30-54;personer;1473116;
befolkning_alder;2008;00;befolkningen_ellers;alle;55-66;personer;613420;
befolkning_alder;2008;00;befolkningen_ellers;alle;67+;personer;592466;
befolkning_alder;2008;00;alle;1;0-5;personer;179379;
befolkning_alder;2008;00;alle;1;6-15;personer;317995;
befolkning_alder;2008;00;alle;1;16-19;personer;129388;
befolkning_alder;2008;00;alle;1;20-29;personer;295232;
befolkning_alder;2008;00;alle;1;30-54;personer;852222;
befolkning_alder;2008;00;alle;1;55-66;personer;327654;
befolkning_alder;2008;00;alle;1;67+;personer;257820;
befolkning_alder;2008;00;innvandrere;1;0-5;personer;3600;
befolkning_alder;2008;00;innvandrere;1;6-15;personer;13829;
befolkning_alder;2008;00;innvandrere;1;16-19;personer;7509;
befolkning_alder;2008;00;innvandrere;1;20-29;personer;36959;
befolkning_alder;2008;00;innvandrere;1;30-54;personer;103887;
befolkning_alder;2008;00;innvandrere;1;55-66;personer;18935;
befolkning_alder;2008;00;innvandrere;1;67+;personer;8245;
befolkning_alder;2008;00;befolkningen_ellers;1;0-5;personer;175779;
befolkning_alder;2008;00;befolkningen_ellers;1;6-15;personer;304166;
befolkning_alder;2008;00;befolkningen_ellers;1;16-19;personer;121879;
befolkning_alder;2008;00;befolkningen_ellers;1;20-29;personer;258273;
befolkning_alder;2008;00;befolkningen_ellers;1;30-54;personer;748335;
befolkning_alder;2008;00;befolkningen_ellers;1;55-66;personer;308719;
befolkning_alder;2008;00;befolkningen_ellers;1;67+;personer;249575;
befolkning_alder;2008;00;alle;0;0-5;personer;171785;
befolkning_alder;2008;00;alle;0;6-15;personer;301570;
befolkning_alder;2008;00;alle;0;16-19;personer;122829;
befolkning_alder;2008;00;alle;0;20-29;personer;285700;
befolkning_alder;2008;00;alle;0;30-54;personer;817886;
befolkning_alder;2008;00;alle;0;55-66;personer;321803;
befolkning_alder;2008;00;alle;0;67+;personer;355908;
befolkning_alder;2008;00;innvandrere;0;0-5;personer;3616;
befolkning_alder;2008;00;innvandrere;0;6-15;personer;13048;
befolkning_alder;2008;00;innvandrere;0;16-19;personer;7163;
befolkning_alder;2008;00;innvandrere;0;20-29;personer;40629;
befolkning_alder;2008;00;innvandrere;0;30-54;personer;93105;
befolkning_alder;2008;00;innvandrere;0;55-66;personer;17102;
befolkning_alder;2008;00;innvandrere;0;67+;personer;13017;
befolkning_alder;2008;00;befolkningen_ellers;0;0-5;personer;168169;
befolkning_alder;2008;00;befolkningen_ellers;0;6-15;personer;288522;
befolkning_alder;2008;00;befolkningen_ellers;0;16-19;personer;115666;
befolkning_alder;2008;00;befolkningen_ellers;0;20-29;personer;245071;
befolkning_alder;2008;00;befolkningen_ellers;0;30-54;personer;724781;
befolkning_alder;2008;00;befolkningen_ellers;0;55-66;personer;304701;
befolkning_alder;2008;00;befolkningen_ellers;0;67+;personer;342891;
befolkning_alder;2009;00;alle;alle;0-5;personer;357451;
befolkning_alder;2009;00;alle;alle;6-15;personer;617674;
befolkning_alder;2009;00;alle;alle;16-19;personer;256305;
befolkning_alder;2009;00;alle;alle;20-29;personer;597320;
befolkning_alder;2009;00;alle;alle;30-54;personer;1684904;
befolkning_alder;2009;00;alle;alle;55-66;personer;668984;
befolkning_alder;2009;00;alle;alle;67+;personer;616614;
befolkning_alder;2009;00;innvandrere;alle;0-5;personer;8395;
befolkning_alder;2009;00;innvandrere;alle;6-15;personer;29275;
befolkning_alder;2009;00;innvandrere;alle;16-19;personer;15737;
befolkning_alder;2009;00;innvandrere;alle;20-29;personer;88126;
befolkning_alder;2009;00;innvandrere;alle;30-54;personer;220204;
