tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2010;01; ;alle;person;28776;
befolkning_innvandringsgrunn;2010;01;alle;alle;person;2294;
befolkning_innvandringsgrunn;2010;01;arbeid;alle;person;166;
befolkning_innvandringsgrunn;2010;01;flukt;alle;person;769;
befolkning_innvandringsgrunn;2010;01;familie;alle;person;400;
befolkning_innvandringsgrunn;2010;01;annet;alle;person;71;
befolkning_innvandringsgrunn;2010;01;uoppgitt;alle;person;888;
befolkning_innvandringsgrunn;2010;01;alle;1;person;1101;
befolkning_innvandringsgrunn;2010;01;arbeid;1;person;118;
befolkning_innvandringsgrunn;2010;01;flukt;1;person;377;
befolkning_innvandringsgrunn;2010;01;familie;1;person;115;
befolkning_innvandringsgrunn;2010;01;annet;1;person;21;
befolkning_innvandringsgrunn;2010;01;uoppgitt;1;person;470;
befolkning_innvandringsgrunn;2010;01;alle;0;person;1193;
befolkning_innvandringsgrunn;2010;01;arbeid;0;person;48;
befolkning_innvandringsgrunn;2010;01;flukt;0;person;392;
befolkning_innvandringsgrunn;2010;01;familie;0;person;285;
befolkning_innvandringsgrunn;2010;01;annet;0;person;50;
befolkning_innvandringsgrunn;2010;01;uoppgitt;0;person;418;
befolkning_innvandringsgrunn;2010;02; ;alle;person;57327;
befolkning_innvandringsgrunn;2010;02;alle;alle;person;5001;
befolkning_innvandringsgrunn;2010;02;arbeid;alle;person;706;
befolkning_innvandringsgrunn;2010;02;flukt;alle;person;1690;
befolkning_innvandringsgrunn;2010;02;familie;alle;person;997;
befolkning_innvandringsgrunn;2010;02;annet;alle;person;84;
befolkning_innvandringsgrunn;2010;02;uoppgitt;alle;person;1524;
befolkning_innvandringsgrunn;2010;02;alle;1;person;2538;
befolkning_innvandringsgrunn;2010;02;arbeid;1;person;583;
befolkning_innvandringsgrunn;2010;02;flukt;1;person;844;
befolkning_innvandringsgrunn;2010;02;familie;1;person;321;
befolkning_innvandringsgrunn;2010;02;annet;1;person;13;
befolkning_innvandringsgrunn;2010;02;uoppgitt;1;person;777;
befolkning_innvandringsgrunn;2010;02;alle;0;person;2463;
befolkning_innvandringsgrunn;2010;02;arbeid;0;person;123;
befolkning_innvandringsgrunn;2010;02;flukt;0;person;846;
befolkning_innvandringsgrunn;2010;02;familie;0;person;676;
befolkning_innvandringsgrunn;2010;02;annet;0;person;71;
befolkning_innvandringsgrunn;2010;02;uoppgitt;0;person;747;
befolkning_innvandringsgrunn;2010;03; ;alle;person;55677;
befolkning_innvandringsgrunn;2010;03;alle;alle;person;5379;
befolkning_innvandringsgrunn;2010;03;arbeid;alle;person;763;
befolkning_innvandringsgrunn;2010;03;flukt;alle;person;1231;
befolkning_innvandringsgrunn;2010;03;familie;alle;person;1096;
befolkning_innvandringsgrunn;2010;03;annet;alle;person;111;
befolkning_innvandringsgrunn;2010;03;uoppgitt;alle;person;2178;
befolkning_innvandringsgrunn;2010;03;alle;1;person;2752;
befolkning_innvandringsgrunn;2010;03;arbeid;1;person;627;
befolkning_innvandringsgrunn;2010;03;flukt;1;person;595;
befolkning_innvandringsgrunn;2010;03;familie;1;person;373;
befolkning_innvandringsgrunn;2010;03;annet;1;person;25;
befolkning_innvandringsgrunn;2010;03;uoppgitt;1;person;1132;
befolkning_innvandringsgrunn;2010;03;alle;0;person;2627;
befolkning_innvandringsgrunn;2010;03;arbeid;0;person;136;
befolkning_innvandringsgrunn;2010;03;flukt;0;person;636;
befolkning_innvandringsgrunn;2010;03;familie;0;person;723;
befolkning_innvandringsgrunn;2010;03;annet;0;person;86;
befolkning_innvandringsgrunn;2010;03;uoppgitt;0;person;1046;
befolkning_innvandringsgrunn;2010;04; ;alle;person;129882;
befolkning_innvandringsgrunn;2010;04;alle;alle;person;12525;
befolkning_innvandringsgrunn;2010;04;arbeid;alle;person;1298;
befolkning_innvandringsgrunn;2010;04;flukt;alle;person;5656;
befolkning_innvandringsgrunn;2010;04;familie;alle;person;2013;
befolkning_innvandringsgrunn;2010;04;annet;alle;person;149;
befolkning_innvandringsgrunn;2010;04;uoppgitt;alle;person;3409;
befolkning_innvandringsgrunn;2010;04;alle;1;person;6389;
befolkning_innvandringsgrunn;2010;04;arbeid;1;person;1089;
befolkning_innvandringsgrunn;2010;04;flukt;1;person;2923;
befolkning_innvandringsgrunn;2010;04;familie;1;person;642;
befolkning_innvandringsgrunn;2010;04;annet;1;person;36;
befolkning_innvandringsgrunn;2010;04;uoppgitt;1;person;1699;
befolkning_innvandringsgrunn;2010;04;alle;0;person;6136;
befolkning_innvandringsgrunn;2010;04;arbeid;0;person;209;
befolkning_innvandringsgrunn;2010;04;flukt;0;person;2733;
befolkning_innvandringsgrunn;2010;04;familie;0;person;1371;
befolkning_innvandringsgrunn;2010;04;annet;0;person;113;
befolkning_innvandringsgrunn;2010;04;uoppgitt;0;person;1710;
befolkning_innvandringsgrunn;2010;05; ;alle;person;165836;
befolkning_innvandringsgrunn;2010;05;alle;alle;person;20823;
befolkning_innvandringsgrunn;2010;05;arbeid;alle;person;3883;
befolkning_innvandringsgrunn;2010;05;flukt;alle;person;4221;
befolkning_innvandringsgrunn;2010;05;familie;alle;person;3741;
befolkning_innvandringsgrunn;2010;05;annet;alle;person;1103;
befolkning_innvandringsgrunn;2010;05;uoppgitt;alle;person;7875;
befolkning_innvandringsgrunn;2010;05;alle;1;person;10176;
befolkning_innvandringsgrunn;2010;05;arbeid;1;person;2981;
befolkning_innvandringsgrunn;2010;05;flukt;1;person;2071;
befolkning_innvandringsgrunn;2010;05;familie;1;person;1331;
befolkning_innvandringsgrunn;2010;05;annet;1;person;147;
befolkning_innvandringsgrunn;2010;05;uoppgitt;1;person;3646;
befolkning_innvandringsgrunn;2010;05;alle;0;person;10647;
befolkning_innvandringsgrunn;2010;05;arbeid;0;person;902;
befolkning_innvandringsgrunn;2010;05;flukt;0;person;2150;
befolkning_innvandringsgrunn;2010;05;familie;0;person;2410;
befolkning_innvandringsgrunn;2010;05;annet;0;person;956;
befolkning_innvandringsgrunn;2010;05;uoppgitt;0;person;4229;
befolkning_innvandringsgrunn;2010;06; ;alle;person;125810;
befolkning_innvandringsgrunn;2010;06;alle;alle;person;11991;
befolkning_innvandringsgrunn;2010;06;arbeid;alle;person;1589;
befolkning_innvandringsgrunn;2010;06;flukt;alle;person;2535;
befolkning_innvandringsgrunn;2010;06;familie;alle;person;2248;
befolkning_innvandringsgrunn;2010;06;annet;alle;person;788;
befolkning_innvandringsgrunn;2010;06;uoppgitt;alle;person;4831;
