tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2007;01; ;alle;person;37717;
befolkning_innvandringsgrunn;2007;01;alle;alle;person;9166;
befolkning_innvandringsgrunn;2007;01;arbeid;alle;person;478;
befolkning_innvandringsgrunn;2007;01;flukt;alle;person;2784;
befolkning_innvandringsgrunn;2007;01;familie;alle;person;1856;
befolkning_innvandringsgrunn;2007;01;annet;alle;person;211;
befolkning_innvandringsgrunn;2007;01;uoppgitt;alle;person;3837;
befolkning_innvandringsgrunn;2007;01;alle;1;person;4947;
befolkning_innvandringsgrunn;2007;01;arbeid;1;person;366;
befolkning_innvandringsgrunn;2007;01;flukt;1;person;1377;
befolkning_innvandringsgrunn;2007;01;familie;1;person;836;
befolkning_innvandringsgrunn;2007;01;annet;1;person;84;
befolkning_innvandringsgrunn;2007;01;uoppgitt;1;person;2284;
befolkning_innvandringsgrunn;2007;01;alle;0;person;4219;
befolkning_innvandringsgrunn;2007;01;arbeid;0;person;112;
befolkning_innvandringsgrunn;2007;01;flukt;0;person;1407;
befolkning_innvandringsgrunn;2007;01;familie;0;person;1020;
befolkning_innvandringsgrunn;2007;01;annet;0;person;127;
befolkning_innvandringsgrunn;2007;01;uoppgitt;0;person;1553;
befolkning_innvandringsgrunn;2007;02; ;alle;person;40406;
befolkning_innvandringsgrunn;2007;02;alle;alle;person;8640;
befolkning_innvandringsgrunn;2007;02;arbeid;alle;person;629;
befolkning_innvandringsgrunn;2007;02;flukt;alle;person;2557;
befolkning_innvandringsgrunn;2007;02;familie;alle;person;1640;
befolkning_innvandringsgrunn;2007;02;annet;alle;person;236;
befolkning_innvandringsgrunn;2007;02;uoppgitt;alle;person;3578;
befolkning_innvandringsgrunn;2007;02;alle;1;person;4853;
befolkning_innvandringsgrunn;2007;02;arbeid;1;person;462;
befolkning_innvandringsgrunn;2007;02;flukt;1;person;1449;
befolkning_innvandringsgrunn;2007;02;familie;1;person;750;
befolkning_innvandringsgrunn;2007;02;annet;1;person;90;
befolkning_innvandringsgrunn;2007;02;uoppgitt;1;person;2102;
befolkning_innvandringsgrunn;2007;02;alle;0;person;3787;
befolkning_innvandringsgrunn;2007;02;arbeid;0;person;167;
befolkning_innvandringsgrunn;2007;02;flukt;0;person;1108;
befolkning_innvandringsgrunn;2007;02;familie;0;person;890;
befolkning_innvandringsgrunn;2007;02;annet;0;person;146;
befolkning_innvandringsgrunn;2007;02;uoppgitt;0;person;1476;
