tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2013;01; ;alle;person;29880;
befolkning_innvandringsgrunn;2013;01;alle;alle;person;2840;
befolkning_innvandringsgrunn;2013;01;arbeid;alle;person;237;
befolkning_innvandringsgrunn;2013;01;flukt;alle;person;77;
befolkning_innvandringsgrunn;2013;01;familie;alle;person;190;
befolkning_innvandringsgrunn;2013;01;annet;alle;person;54;
befolkning_innvandringsgrunn;2013;01;uoppgitt;alle;person;2282;
befolkning_innvandringsgrunn;2013;01;alle;1;person;1412;
befolkning_innvandringsgrunn;2013;01;arbeid;1;person;164;
befolkning_innvandringsgrunn;2013;01;flukt;1;person;52;
befolkning_innvandringsgrunn;2013;01;familie;1;person;62;
befolkning_innvandringsgrunn;2013;01;annet;1;person;26;
befolkning_innvandringsgrunn;2013;01;uoppgitt;1;person;1108;
befolkning_innvandringsgrunn;2013;01;alle;0;person;1428;
befolkning_innvandringsgrunn;2013;01;arbeid;0;person;73;
befolkning_innvandringsgrunn;2013;01;flukt;0;person;25;
befolkning_innvandringsgrunn;2013;01;familie;0;person;128;
befolkning_innvandringsgrunn;2013;01;annet;0;person;28;
befolkning_innvandringsgrunn;2013;01;uoppgitt;0;person;1174;
befolkning_innvandringsgrunn;2013;02; ;alle;person;59468;
befolkning_innvandringsgrunn;2013;02;alle;alle;person;6477;
befolkning_innvandringsgrunn;2013;02;arbeid;alle;person;869;
befolkning_innvandringsgrunn;2013;02;flukt;alle;person;299;
befolkning_innvandringsgrunn;2013;02;familie;alle;person;604;
befolkning_innvandringsgrunn;2013;02;annet;alle;person;54;
befolkning_innvandringsgrunn;2013;02;uoppgitt;alle;person;4651;
befolkning_innvandringsgrunn;2013;02;alle;1;person;3398;
befolkning_innvandringsgrunn;2013;02;arbeid;1;person;688;
befolkning_innvandringsgrunn;2013;02;flukt;1;person;171;
befolkning_innvandringsgrunn;2013;02;familie;1;person;204;
befolkning_innvandringsgrunn;2013;02;annet;1;person;12;
befolkning_innvandringsgrunn;2013;02;uoppgitt;1;person;2323;
befolkning_innvandringsgrunn;2013;02;alle;0;person;3079;
befolkning_innvandringsgrunn;2013;02;arbeid;0;person;181;
befolkning_innvandringsgrunn;2013;02;flukt;0;person;128;
befolkning_innvandringsgrunn;2013;02;familie;0;person;400;
befolkning_innvandringsgrunn;2013;02;annet;0;person;42;
befolkning_innvandringsgrunn;2013;02;uoppgitt;0;person;2328;
befolkning_innvandringsgrunn;2013;03; ;alle;person;57865;
befolkning_innvandringsgrunn;2013;03;alle;alle;person;6797;
befolkning_innvandringsgrunn;2013;03;arbeid;alle;person;788;
