tabell_navn;aar;fylke_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2006;00; ;alle;person;4640219;
befolkning_innvandringsgrunn;2006;00;alle;alle;person;318019;
befolkning_innvandringsgrunn;2006;00;arbeid;alle;person;19000;
befolkning_innvandringsgrunn;2006;00;flukt;alle;person;90597;
befolkning_innvandringsgrunn;2006;00;familie;alle;person;62055;
befolkning_innvandringsgrunn;2006;00;annet;alle;person;11432;
befolkning_innvandringsgrunn;2006;00;uoppgitt;alle;person;134935;
befolkning_innvandringsgrunn;2006;00;alle;1;person;155527;
befolkning_innvandringsgrunn;2006;00;arbeid;1;person;14144;
befolkning_innvandringsgrunn;2006;00;flukt;1;person;46320;
befolkning_innvandringsgrunn;2006;00;familie;1;person;22039;
befolkning_innvandringsgrunn;2006;00;annet;1;person;4016;
befolkning_innvandringsgrunn;2006;00;uoppgitt;1;person;69008;
befolkning_innvandringsgrunn;2006;00;alle;0;person;162492;
befolkning_innvandringsgrunn;2006;00;arbeid;0;person;4856;
befolkning_innvandringsgrunn;2006;00;flukt;0;person;44277;
befolkning_innvandringsgrunn;2006;00;familie;0;person;40016;
befolkning_innvandringsgrunn;2006;00;annet;0;person;7416;
befolkning_innvandringsgrunn;2006;00;uoppgitt;0;person;65927;
befolkning_innvandringsgrunn;2006;00;alle;alle;prosent;100,0;
befolkning_innvandringsgrunn;2006;00;arbeid;alle;prosent;6,0;
befolkning_innvandringsgrunn;2006;00;flukt;alle;prosent;28,5;
befolkning_innvandringsgrunn;2006;00;familie;alle;prosent;19,5;
befolkning_innvandringsgrunn;2006;00;annet;alle;prosent;3,6;
befolkning_innvandringsgrunn;2006;00;uoppgitt;alle;prosent;42,4;
befolkning_innvandringsgrunn;2006;00;alle;1;prosent;48,9;
befolkning_innvandringsgrunn;2006;00;arbeid;1;prosent;4,4;
befolkning_innvandringsgrunn;2006;00;flukt;1;prosent;14,6;
befolkning_innvandringsgrunn;2006;00;familie;1;prosent;6,9;
befolkning_innvandringsgrunn;2006;00;annet;1;prosent;1,3;
befolkning_innvandringsgrunn;2006;00;uoppgitt;1;prosent;21,7;
befolkning_innvandringsgrunn;2006;00;alle;0;prosent;51,1;
befolkning_innvandringsgrunn;2006;00;arbeid;0;prosent;1,5;
befolkning_innvandringsgrunn;2006;00;flukt;0;prosent;13,9;
befolkning_innvandringsgrunn;2006;00;familie;0;prosent;12,6;
befolkning_innvandringsgrunn;2006;00;annet;0;prosent;2,3;
befolkning_innvandringsgrunn;2006;00;uoppgitt;0;prosent;20,7;
