tabell_navn;aar;fylke_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2015;01;alle;alle;0-5;person;19117;
befolkning_alder;2015;01;alle;alle;6-15;person;34625;
befolkning_alder;2015;01;alle;alle;16-19;person;15053;
befolkning_alder;2015;01;alle;alle;20-29;person;33570;
befolkning_alder;2015;01;alle;alle;30-54;person;97100;
befolkning_alder;2015;01;alle;alle;55-66;person;42736;
befolkning_alder;2015;01;alle;alle;67+;person;44997;
befolkning_alder;2015;01;innvandrere;alle;0-5;person;502;
befolkning_alder;2015;01;innvandrere;alle;6-15;person;2474;
befolkning_alder;2015;01;innvandrere;alle;16-19;person;1663;
befolkning_alder;2015;01;innvandrere;alle;20-29;person;5949;
befolkning_alder;2015;01;innvandrere;alle;30-54;person;18404;
befolkning_alder;2015;01;innvandrere;alle;55-66;person;3659;
befolkning_alder;2015;01;innvandrere;alle;67+;person;2376;
befolkning_alder;2015;01;befolkningen_ellers;alle;0-5;person;18615;
befolkning_alder;2015;01;befolkningen_ellers;alle;6-15;person;32151;
befolkning_alder;2015;01;befolkningen_ellers;alle;16-19;person;13390;
befolkning_alder;2015;01;befolkningen_ellers;alle;20-29;person;27621;
befolkning_alder;2015;01;befolkningen_ellers;alle;30-54;person;78696;
befolkning_alder;2015;01;befolkningen_ellers;alle;55-66;person;39077;
befolkning_alder;2015;01;befolkningen_ellers;alle;67+;person;42621;
befolkning_alder;2015;01;alle;1;0-5;person;9914;
befolkning_alder;2015;01;alle;1;6-15;person;17909;
befolkning_alder;2015;01;alle;1;16-19;person;7722;
befolkning_alder;2015;01;alle;1;20-29;person;17328;
befolkning_alder;2015;01;alle;1;30-54;person;49405;
befolkning_alder;2015;01;alle;1;55-66;person;21252;
befolkning_alder;2015;01;alle;1;67+;person;19932;
befolkning_alder;2015;01;innvandrere;1;0-5;person;253;
befolkning_alder;2015;01;innvandrere;1;6-15;person;1301;
befolkning_alder;2015;01;innvandrere;1;16-19;person;892;
befolkning_alder;2015;01;innvandrere;1;20-29;person;3012;
befolkning_alder;2015;01;innvandrere;1;30-54;person;9678;
befolkning_alder;2015;01;innvandrere;1;55-66;person;2006;
befolkning_alder;2015;01;innvandrere;1;67+;person;1031;
befolkning_alder;2015;01;befolkningen_ellers;1;0-5;person;9661;
befolkning_alder;2015;01;befolkningen_ellers;1;6-15;person;16608;
befolkning_alder;2015;01;befolkningen_ellers;1;16-19;person;6830;
befolkning_alder;2015;01;befolkningen_ellers;1;20-29;person;14316;
befolkning_alder;2015;01;befolkningen_ellers;1;30-54;person;39727;
befolkning_alder;2015;01;befolkningen_ellers;1;55-66;person;19246;
befolkning_alder;2015;01;befolkningen_ellers;1;67+;person;18901;
befolkning_alder;2015;01;alle;0;0-5;person;9203;
befolkning_alder;2015;01;alle;0;6-15;person;16716;
befolkning_alder;2015;01;alle;0;16-19;person;7331;
befolkning_alder;2015;01;alle;0;20-29;person;16242;
befolkning_alder;2015;01;alle;0;30-54;person;47695;
befolkning_alder;2015;01;alle;0;55-66;person;21484;
befolkning_alder;2015;01;alle;0;67+;person;25065;
befolkning_alder;2015;01;innvandrere;0;0-5;person;249;
befolkning_alder;2015;01;innvandrere;0;6-15;person;1173;
befolkning_alder;2015;01;innvandrere;0;16-19;person;771;
befolkning_alder;2015;01;innvandrere;0;20-29;person;2937;
befolkning_alder;2015;01;innvandrere;0;30-54;person;8726;
befolkning_alder;2015;01;innvandrere;0;55-66;person;1653;
befolkning_alder;2015;01;innvandrere;0;67+;person;1345;
befolkning_alder;2015;01;befolkningen_ellers;0;0-5;person;8954;
befolkning_alder;2015;01;befolkningen_ellers;0;6-15;person;15543;
befolkning_alder;2015;01;befolkningen_ellers;0;16-19;person;6560;
befolkning_alder;2015;01;befolkningen_ellers;0;20-29;person;13305;
befolkning_alder;2015;01;befolkningen_ellers;0;30-54;person;38969;
befolkning_alder;2015;01;befolkningen_ellers;0;55-66;person;19831;
befolkning_alder;2015;01;befolkningen_ellers;0;67+;person;23720;
befolkning_alder;2015;02;alle;alle;0-5;person;44480;
befolkning_alder;2015;02;alle;alle;6-15;person;78997;
befolkning_alder;2015;02;alle;alle;16-19;person;30890;
befolkning_alder;2015;02;alle;alle;20-29;person;65349;
befolkning_alder;2015;02;alle;alle;30-54;person;211311;
befolkning_alder;2015;02;alle;alle;55-66;person;77462;
befolkning_alder;2015;02;alle;alle;67+;person;76410;
befolkning_alder;2015;02;innvandrere;alle;0-5;person;1383;
befolkning_alder;2015;02;innvandrere;alle;6-15;person;5127;
befolkning_alder;2015;02;innvandrere;alle;16-19;person;2549;
befolkning_alder;2015;02;innvandrere;alle;20-29;person;13955;
befolkning_alder;2015;02;innvandrere;alle;30-54;person;49037;
befolkning_alder;2015;02;innvandrere;alle;55-66;person;8440;
befolkning_alder;2015;02;innvandrere;alle;67+;person;5020;
befolkning_alder;2015;02;befolkningen_ellers;alle;0-5;person;43097;
befolkning_alder;2015;02;befolkningen_ellers;alle;6-15;person;73870;
befolkning_alder;2015;02;befolkningen_ellers;alle;16-19;person;28341;
befolkning_alder;2015;02;befolkningen_ellers;alle;20-29;person;51394;
befolkning_alder;2015;02;befolkningen_ellers;alle;30-54;person;162274;
befolkning_alder;2015;02;befolkningen_ellers;alle;55-66;person;69022;
befolkning_alder;2015;02;befolkningen_ellers;alle;67+;person;71390;
befolkning_alder;2015;02;alle;1;0-5;person;22822;
befolkning_alder;2015;02;alle;1;6-15;person;40262;
befolkning_alder;2015;02;alle;1;16-19;person;15966;
befolkning_alder;2015;02;alle;1;20-29;person;33457;
befolkning_alder;2015;02;alle;1;30-54;person;106578;
befolkning_alder;2015;02;alle;1;55-66;person;39288;
befolkning_alder;2015;02;alle;1;67+;person;34163;
befolkning_alder;2015;02;innvandrere;1;0-5;person;735;
befolkning_alder;2015;02;innvandrere;1;6-15;person;2564;
befolkning_alder;2015;02;innvandrere;1;16-19;person;1341;
befolkning_alder;2015;02;innvandrere;1;20-29;person;6804;
befolkning_alder;2015;02;innvandrere;1;30-54;person;26238;
befolkning_alder;2015;02;innvandrere;1;55-66;person;4592;
befolkning_alder;2015;02;innvandrere;1;67+;person;2074;
befolkning_alder;2015;02;befolkningen_ellers;1;0-5;person;22087;
befolkning_alder;2015;02;befolkningen_ellers;1;6-15;person;37698;
befolkning_alder;2015;02;befolkningen_ellers;1;16-19;person;14625;
befolkning_alder;2015;02;befolkningen_ellers;1;20-29;person;26653;
befolkning_alder;2015;02;befolkningen_ellers;1;30-54;person;80340;
befolkning_alder;2015;02;befolkningen_ellers;1;55-66;person;34696;
befolkning_alder;2015;02;befolkningen_ellers;1;67+;person;32089;
befolkning_alder;2015;02;alle;0;0-5;person;21658;
befolkning_alder;2015;02;alle;0;6-15;person;38735;
befolkning_alder;2015;02;alle;0;16-19;person;14924;
befolkning_alder;2015;02;alle;0;20-29;person;31892;
befolkning_alder;2015;02;alle;0;30-54;person;104733;
befolkning_alder;2015;02;alle;0;55-66;person;38174;
befolkning_alder;2015;02;alle;0;67+;person;42247;
befolkning_alder;2015;02;innvandrere;0;0-5;person;648;
befolkning_alder;2015;02;innvandrere;0;6-15;person;2563;
befolkning_alder;2015;02;innvandrere;0;16-19;person;1208;
befolkning_alder;2015;02;innvandrere;0;20-29;person;7151;
befolkning_alder;2015;02;innvandrere;0;30-54;person;22799;
befolkning_alder;2015;02;innvandrere;0;55-66;person;3848;
befolkning_alder;2015;02;innvandrere;0;67+;person;2946;
befolkning_alder;2015;02;befolkningen_ellers;0;0-5;person;21010;
befolkning_alder;2015;02;befolkningen_ellers;0;6-15;person;36172;
befolkning_alder;2015;02;befolkningen_ellers;0;16-19;person;13716;
befolkning_alder;2015;02;befolkningen_ellers;0;20-29;person;24741;
befolkning_alder;2015;02;befolkningen_ellers;0;30-54;person;81934;
befolkning_alder;2015;02;befolkningen_ellers;0;55-66;person;34326;
befolkning_alder;2015;02;befolkningen_ellers;0;67+;person;39301;
befolkning_alder;2015;03;alle;alle;0-5;person;52254;
befolkning_alder;2015;03;alle;alle;6-15;person;63883;
befolkning_alder;2015;03;alle;alle;16-19;person;24065;
befolkning_alder;2015;03;alle;alle;20-29;person;116228;
befolkning_alder;2015;03;alle;alle;30-54;person;250791;
befolkning_alder;2015;03;alle;alle;55-66;person;72331;
befolkning_alder;2015;03;alle;alle;67+;person;68124;
befolkning_alder;2015;03;innvandrere;alle;0-5;person;2195;
befolkning_alder;2015;03;innvandrere;alle;6-15;person;6018;
befolkning_alder;2015;03;innvandrere;alle;16-19;person;3698;
befolkning_alder;2015;03;innvandrere;alle;20-29;person;33273;
befolkning_alder;2015;03;innvandrere;alle;30-54;person;90006;
befolkning_alder;2015;03;innvandrere;alle;55-66;person;15676;
befolkning_alder;2015;03;innvandrere;alle;67+;person;7969;
befolkning_alder;2015;03;befolkningen_ellers;alle;0-5;person;50059;
befolkning_alder;2015;03;befolkningen_ellers;alle;6-15;person;57865;
befolkning_alder;2015;03;befolkningen_ellers;alle;16-19;person;20367;
befolkning_alder;2015;03;befolkningen_ellers;alle;20-29;person;82955;
befolkning_alder;2015;03;befolkningen_ellers;alle;30-54;person;160785;
befolkning_alder;2015;03;befolkningen_ellers;alle;55-66;person;56655;
befolkning_alder;2015;03;befolkningen_ellers;alle;67+;person;60155;
befolkning_alder;2015;03;alle;1;0-5;person;26669;
befolkning_alder;2015;03;alle;1;6-15;person;32580;
befolkning_alder;2015;03;alle;1;16-19;person;12191;
befolkning_alder;2015;03;alle;1;20-29;person;55466;
befolkning_alder;2015;03;alle;1;30-54;person;131247;
befolkning_alder;2015;03;alle;1;55-66;person;35909;
befolkning_alder;2015;03;alle;1;67+;person;28830;
befolkning_alder;2015;03;innvandrere;1;0-5;person;1108;
befolkning_alder;2015;03;innvandrere;1;6-15;person;3063;
befolkning_alder;2015;03;innvandrere;1;16-19;person;1910;
befolkning_alder;2015;03;innvandrere;1;20-29;person;15614;
befolkning_alder;2015;03;innvandrere;1;30-54;person;49243;
befolkning_alder;2015;03;innvandrere;1;55-66;person;8636;
befolkning_alder;2015;03;innvandrere;1;67+;person;3556;
befolkning_alder;2015;03;befolkningen_ellers;1;0-5;person;25561;
befolkning_alder;2015;03;befolkningen_ellers;1;6-15;person;29517;
befolkning_alder;2015;03;befolkningen_ellers;1;16-19;person;10281;
befolkning_alder;2015;03;befolkningen_ellers;1;20-29;person;39852;
befolkning_alder;2015;03;befolkningen_ellers;1;30-54;person;82004;
befolkning_alder;2015;03;befolkningen_ellers;1;55-66;person;27273;
befolkning_alder;2015;03;befolkningen_ellers;1;67+;person;25274;
befolkning_alder;2015;03;alle;0;0-5;person;25585;
befolkning_alder;2015;03;alle;0;6-15;person;31303;
befolkning_alder;2015;03;alle;0;16-19;person;11874;
befolkning_alder;2015;03;alle;0;20-29;person;60762;
befolkning_alder;2015;03;alle;0;30-54;person;119544;
befolkning_alder;2015;03;alle;0;55-66;person;36422;
befolkning_alder;2015;03;alle;0;67+;person;39294;
befolkning_alder;2015;03;innvandrere;0;0-5;person;1087;
befolkning_alder;2015;03;innvandrere;0;6-15;person;2955;
befolkning_alder;2015;03;innvandrere;0;16-19;person;1788;
befolkning_alder;2015;03;innvandrere;0;20-29;person;17659;
befolkning_alder;2015;03;innvandrere;0;30-54;person;40763;
befolkning_alder;2015;03;innvandrere;0;55-66;person;7040;
befolkning_alder;2015;03;innvandrere;0;67+;person;4413;
befolkning_alder;2015;03;befolkningen_ellers;0;0-5;person;24498;
befolkning_alder;2015;03;befolkningen_ellers;0;6-15;person;28348;
befolkning_alder;2015;03;befolkningen_ellers;0;16-19;person;10086;
befolkning_alder;2015;03;befolkningen_ellers;0;20-29;person;43103;
befolkning_alder;2015;03;befolkningen_ellers;0;30-54;person;78781;
befolkning_alder;2015;03;befolkningen_ellers;0;55-66;person;29382;
befolkning_alder;2015;03;befolkningen_ellers;0;67+;person;34881;
befolkning_alder;2015;04;alle;alle;0-5;person;11616;
befolkning_alder;2015;04;alle;alle;6-15;person;22079;
befolkning_alder;2015;04;alle;alle;16-19;person;9984;
befolkning_alder;2015;04;alle;alle;20-29;person;22378;
befolkning_alder;2015;04;alle;alle;30-54;person;62289;
befolkning_alder;2015;04;alle;alle;55-66;person;31854;
befolkning_alder;2015;04;alle;alle;67+;person;34953;
befolkning_alder;2015;04;innvandrere;alle;0-5;person;316;
befolkning_alder;2015;04;innvandrere;alle;6-15;person;1360;
befolkning_alder;2015;04;innvandrere;alle;16-19;person;797;
befolkning_alder;2015;04;innvandrere;alle;20-29;person;2928;
befolkning_alder;2015;04;innvandrere;alle;30-54;person;7883;
