tabell_navn;aar;fylke_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2006;01; ;alle;personer;260388;
befolkning_innvandringsgrunn;2006;01;alle;alle;personer;18084;
befolkning_innvandringsgrunn;2006;01;arbeid;alle;personer;637;
befolkning_innvandringsgrunn;2006;01;flukt;alle;personer;8405;
befolkning_innvandringsgrunn;2006;01;familie;alle;personer;2521;
befolkning_innvandringsgrunn;2006;01;annet;alle;personer;286;
befolkning_innvandringsgrunn;2006;01;uoppgitt;alle;personer;6235;
befolkning_innvandringsgrunn;2006;01;alle;1;personer;8791;
befolkning_innvandringsgrunn;2006;01;arbeid;1;personer;509;
befolkning_innvandringsgrunn;2006;01;flukt;1;personer;4390;
befolkning_innvandringsgrunn;2006;01;familie;1;personer;804;
befolkning_innvandringsgrunn;2006;01;annet;1;personer;90;
befolkning_innvandringsgrunn;2006;01;uoppgitt;1;personer;2998;
befolkning_innvandringsgrunn;2006;01;alle;0;personer;9293;
befolkning_innvandringsgrunn;2006;01;arbeid;0;personer;128;
befolkning_innvandringsgrunn;2006;01;flukt;0;personer;4015;
befolkning_innvandringsgrunn;2006;01;familie;0;personer;1717;
befolkning_innvandringsgrunn;2006;01;annet;0;personer;196;
befolkning_innvandringsgrunn;2006;01;uoppgitt;0;personer;3237;
befolkning_innvandringsgrunn;2007;01; ;alle;personer;262522;
befolkning_innvandringsgrunn;2007;01;alle;alle;personer;19354;
befolkning_innvandringsgrunn;2007;01;arbeid;alle;personer;1069;
befolkning_innvandringsgrunn;2007;01;flukt;alle;personer;9027;
befolkning_innvandringsgrunn;2007;01;familie;alle;personer;2795;
befolkning_innvandringsgrunn;2007;01;annet;alle;personer;277;
befolkning_innvandringsgrunn;2007;01;uoppgitt;alle;personer;6186;
befolkning_innvandringsgrunn;2007;01;alle;1;personer;9541;
befolkning_innvandringsgrunn;2007;01;arbeid;1;personer;873;
befolkning_innvandringsgrunn;2007;01;flukt;1;personer;4711;
befolkning_innvandringsgrunn;2007;01;familie;1;personer;883;
befolkning_innvandringsgrunn;2007;01;annet;1;personer;80;
befolkning_innvandringsgrunn;2007;01;uoppgitt;1;personer;2994;
befolkning_innvandringsgrunn;2007;01;alle;0;personer;9813;
befolkning_innvandringsgrunn;2007;01;arbeid;0;personer;196;
befolkning_innvandringsgrunn;2007;01;flukt;0;personer;4316;
befolkning_innvandringsgrunn;2007;01;familie;0;personer;1912;
befolkning_innvandringsgrunn;2007;01;annet;0;personer;197;
befolkning_innvandringsgrunn;2007;01;uoppgitt;0;personer;3192;
befolkning_innvandringsgrunn;2008;01; ;alle;personer;265457;
