tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2015;01; ;alle;person;30328;
befolkning_innvandringsgrunn;2015;01;alle;alle;person;3095;
befolkning_innvandringsgrunn;2015;01;arbeid;alle;person;425;
befolkning_innvandringsgrunn;2015;01;flukt;alle;person;997;
befolkning_innvandringsgrunn;2015;01;familie;alle;person;619;
befolkning_innvandringsgrunn;2015;01;annet;alle;person;122;
befolkning_innvandringsgrunn;2015;01;uoppgitt;alle;person;932;
befolkning_innvandringsgrunn;2015;01;alle;1;person;1541;
befolkning_innvandringsgrunn;2015;01;arbeid;1;person;297;
befolkning_innvandringsgrunn;2015;01;flukt;1;person;500;
befolkning_innvandringsgrunn;2015;01;familie;1;person;195;
befolkning_innvandringsgrunn;2015;01;annet;1;person;51;
befolkning_innvandringsgrunn;2015;01;uoppgitt;1;person;498;
befolkning_innvandringsgrunn;2015;01;alle;0;person;1554;
befolkning_innvandringsgrunn;2015;01;arbeid;0;person;128;
befolkning_innvandringsgrunn;2015;01;flukt;0;person;497;
befolkning_innvandringsgrunn;2015;01;familie;0;person;424;
befolkning_innvandringsgrunn;2015;01;annet;0;person;71;
befolkning_innvandringsgrunn;2015;01;uoppgitt;0;person;434;
befolkning_innvandringsgrunn;2015;02; ;alle;person;60689;
befolkning_innvandringsgrunn;2015;02;alle;alle;person;7263;
befolkning_innvandringsgrunn;2015;02;arbeid;alle;person;1699;
befolkning_innvandringsgrunn;2015;02;flukt;alle;person;1990;
befolkning_innvandringsgrunn;2015;02;familie;alle;person;1805;
befolkning_innvandringsgrunn;2015;02;annet;alle;person;177;
befolkning_innvandringsgrunn;2015;02;uoppgitt;alle;person;1592;
befolkning_innvandringsgrunn;2015;02;alle;1;person;3816;
befolkning_innvandringsgrunn;2015;02;arbeid;1;person;1341;
befolkning_innvandringsgrunn;2015;02;flukt;1;person;1035;
befolkning_innvandringsgrunn;2015;02;familie;1;person;581;
befolkning_innvandringsgrunn;2015;02;annet;1;person;41;
befolkning_innvandringsgrunn;2015;02;uoppgitt;1;person;818;
befolkning_innvandringsgrunn;2015;02;alle;0;person;3447;
befolkning_innvandringsgrunn;2015;02;arbeid;0;person;358;
befolkning_innvandringsgrunn;2015;02;flukt;0;person;955;
befolkning_innvandringsgrunn;2015;02;familie;0;person;1224;
befolkning_innvandringsgrunn;2015;02;annet;0;person;136;
befolkning_innvandringsgrunn;2015;02;uoppgitt;0;person;774;
befolkning_innvandringsgrunn;2015;03; ;alle;person;59350;
befolkning_innvandringsgrunn;2015;03;alle;alle;person;7630;
befolkning_innvandringsgrunn;2015;03;arbeid;alle;person;1626;
befolkning_innvandringsgrunn;2015;03;flukt;alle;person;1660;
befolkning_innvandringsgrunn;2015;03;familie;alle;person;1823;
befolkning_innvandringsgrunn;2015;03;annet;alle;person;195;
befolkning_innvandringsgrunn;2015;03;uoppgitt;alle;person;2326;
befolkning_innvandringsgrunn;2015;03;alle;1;person;3995;
befolkning_innvandringsgrunn;2015;03;arbeid;1;person;1271;
befolkning_innvandringsgrunn;2015;03;flukt;1;person;837;
befolkning_innvandringsgrunn;2015;03;familie;1;person;613;
befolkning_innvandringsgrunn;2015;03;annet;1;person;62;
befolkning_innvandringsgrunn;2015;03;uoppgitt;1;person;1212;
befolkning_innvandringsgrunn;2015;03;alle;0;person;3635;
befolkning_innvandringsgrunn;2015;03;arbeid;0;person;355;
befolkning_innvandringsgrunn;2015;03;flukt;0;person;823;
befolkning_innvandringsgrunn;2015;03;familie;0;person;1210;
befolkning_innvandringsgrunn;2015;03;annet;0;person;133;
befolkning_innvandringsgrunn;2015;03;uoppgitt;0;person;1114;
befolkning_innvandringsgrunn;2015;04; ;alle;person;136831;
befolkning_innvandringsgrunn;2015;04;alle;alle;person;17031;
befolkning_innvandringsgrunn;2015;04;arbeid;alle;person;2802;
befolkning_innvandringsgrunn;2015;04;flukt;alle;person;7182;
befolkning_innvandringsgrunn;2015;04;familie;alle;person;3194;
befolkning_innvandringsgrunn;2015;04;annet;alle;person;260;
befolkning_innvandringsgrunn;2015;04;uoppgitt;alle;person;3593;
befolkning_innvandringsgrunn;2015;04;alle;1;person;8818;
befolkning_innvandringsgrunn;2015;04;arbeid;1;person;2196;
befolkning_innvandringsgrunn;2015;04;flukt;1;person;3727;
befolkning_innvandringsgrunn;2015;04;familie;1;person;1012;
befolkning_innvandringsgrunn;2015;04;annet;1;person;73;
befolkning_innvandringsgrunn;2015;04;uoppgitt;1;person;1810;
befolkning_innvandringsgrunn;2015;04;alle;0;person;8213;
befolkning_innvandringsgrunn;2015;04;arbeid;0;person;606;
befolkning_innvandringsgrunn;2015;04;flukt;0;person;3455;
befolkning_innvandringsgrunn;2015;04;familie;0;person;2182;
befolkning_innvandringsgrunn;2015;04;annet;0;person;187;
befolkning_innvandringsgrunn;2015;04;uoppgitt;0;person;1783;
