tabell_navn;aar;naringsregion_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2012;01; ;alle;person;29543;
befolkning_innvandringsgrunn;2012;01;alle;alle;person;2671;
befolkning_innvandringsgrunn;2012;01;arbeid;alle;person;180;
befolkning_innvandringsgrunn;2012;01;flukt;alle;person;61;
befolkning_innvandringsgrunn;2012;01;familie;alle;person;147;
befolkning_innvandringsgrunn;2012;01;annet;alle;person;55;
befolkning_innvandringsgrunn;2012;01;uoppgitt;alle;person;2228;
befolkning_innvandringsgrunn;2012;01;alle;1;person;1325;
befolkning_innvandringsgrunn;2012;01;arbeid;1;person;125;
befolkning_innvandringsgrunn;2012;01;flukt;1;person;47;
befolkning_innvandringsgrunn;2012;01;familie;1;person;44;
befolkning_innvandringsgrunn;2012;01;annet;1;person;29;
befolkning_innvandringsgrunn;2012;01;uoppgitt;1;person;1080;
befolkning_innvandringsgrunn;2012;01;alle;0;person;1346;
befolkning_innvandringsgrunn;2012;01;arbeid;0;person;55;
befolkning_innvandringsgrunn;2012;01;flukt;0;person;14;
befolkning_innvandringsgrunn;2012;01;familie;0;person;103;
befolkning_innvandringsgrunn;2012;01;annet;0;person;26;
befolkning_innvandringsgrunn;2012;01;uoppgitt;0;person;1148;
befolkning_innvandringsgrunn;2012;02; ;alle;person;58581;
befolkning_innvandringsgrunn;2012;02;alle;alle;person;5908;
befolkning_innvandringsgrunn;2012;02;arbeid;alle;person;628;
befolkning_innvandringsgrunn;2012;02;flukt;alle;person;229;
befolkning_innvandringsgrunn;2012;02;familie;alle;person;429;
befolkning_innvandringsgrunn;2012;02;annet;alle;person;40;
befolkning_innvandringsgrunn;2012;02;uoppgitt;alle;person;4582;
befolkning_innvandringsgrunn;2012;02;alle;1;person;3063;
befolkning_innvandringsgrunn;2012;02;arbeid;1;person;495;
befolkning_innvandringsgrunn;2012;02;flukt;1;person;129;
befolkning_innvandringsgrunn;2012;02;familie;1;person;146;
befolkning_innvandringsgrunn;2012;02;annet;1;person;8;
befolkning_innvandringsgrunn;2012;02;uoppgitt;1;person;2285;
befolkning_innvandringsgrunn;2012;02;alle;0;person;2845;
befolkning_innvandringsgrunn;2012;02;arbeid;0;person;133;
befolkning_innvandringsgrunn;2012;02;flukt;0;person;100;
befolkning_innvandringsgrunn;2012;02;familie;0;person;283;
befolkning_innvandringsgrunn;2012;02;annet;0;person;32;
befolkning_innvandringsgrunn;2012;02;uoppgitt;0;person;2297;
befolkning_innvandringsgrunn;2012;03; ;alle;person;57106;
befolkning_innvandringsgrunn;2012;03;alle;alle;person;6223;
befolkning_innvandringsgrunn;2012;03;arbeid;alle;person;575;
befolkning_innvandringsgrunn;2012;03;flukt;alle;person;213;
befolkning_innvandringsgrunn;2012;03;familie;alle;person;352;
befolkning_innvandringsgrunn;2012;03;annet;alle;person;53;
befolkning_innvandringsgrunn;2012;03;uoppgitt;alle;person;5030;
befolkning_innvandringsgrunn;2012;03;alle;1;person;3212;
befolkning_innvandringsgrunn;2012;03;arbeid;1;person;430;
befolkning_innvandringsgrunn;2012;03;flukt;1;person;119;
befolkning_innvandringsgrunn;2012;03;familie;1;person;112;
befolkning_innvandringsgrunn;2012;03;annet;1;person;8;
befolkning_innvandringsgrunn;2012;03;uoppgitt;1;person;2543;
befolkning_innvandringsgrunn;2012;03;alle;0;person;3011;
befolkning_innvandringsgrunn;2012;03;arbeid;0;person;145;
befolkning_innvandringsgrunn;2012;03;flukt;0;person;94;
befolkning_innvandringsgrunn;2012;03;familie;0;person;240;
befolkning_innvandringsgrunn;2012;03;annet;0;person;45;
