tabell_navn;aar;fylke_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2014;00; ;alle;person;5109056;
befolkning_innvandringsgrunn;2014;00;alle;alle;person;633113;
befolkning_innvandringsgrunn;2014;00;arbeid;alle;person;154193;
befolkning_innvandringsgrunn;2014;00;flukt;alle;person;147524;
befolkning_innvandringsgrunn;2014;00;familie;alle;person;143778;
befolkning_innvandringsgrunn;2014;00;annet;alle;person;30065;
befolkning_innvandringsgrunn;2014;00;uoppgitt;alle;person;157553;
befolkning_innvandringsgrunn;2014;00;alle;1;person;331712;
befolkning_innvandringsgrunn;2014;00;arbeid;1;person;115306;
befolkning_innvandringsgrunn;2014;00;flukt;1;person;75996;
befolkning_innvandringsgrunn;2014;00;familie;1;person;47489;
befolkning_innvandringsgrunn;2014;00;annet;1;person;10795;
befolkning_innvandringsgrunn;2014;00;uoppgitt;1;person;82126;
befolkning_innvandringsgrunn;2014;00;alle;0;person;301401;
befolkning_innvandringsgrunn;2014;00;arbeid;0;person;38887;
befolkning_innvandringsgrunn;2014;00;flukt;0;person;71528;
befolkning_innvandringsgrunn;2014;00;familie;0;person;96289;
befolkning_innvandringsgrunn;2014;00;annet;0;person;19270;
befolkning_innvandringsgrunn;2014;00;uoppgitt;0;person;75427;
befolkning_innvandringsgrunn;2014;00;alle;alle;prosent;100,0;
befolkning_innvandringsgrunn;2014;00;arbeid;alle;prosent;24,4;
befolkning_innvandringsgrunn;2014;00;flukt;alle;prosent;23,3;
befolkning_innvandringsgrunn;2014;00;familie;alle;prosent;22,7;
befolkning_innvandringsgrunn;2014;00;annet;alle;prosent;4,7;
befolkning_innvandringsgrunn;2014;00;uoppgitt;alle;prosent;24,9;
befolkning_innvandringsgrunn;2014;00;alle;1;prosent;52,4;
befolkning_innvandringsgrunn;2014;00;arbeid;1;prosent;18,2;
befolkning_innvandringsgrunn;2014;00;flukt;1;prosent;12,0;
befolkning_innvandringsgrunn;2014;00;familie;1;prosent;7,5;
befolkning_innvandringsgrunn;2014;00;annet;1;prosent;1,7;
befolkning_innvandringsgrunn;2014;00;uoppgitt;1;prosent;13,0;
befolkning_innvandringsgrunn;2014;00;alle;0;prosent;47,6;
befolkning_innvandringsgrunn;2014;00;arbeid;0;prosent;6,1;
befolkning_innvandringsgrunn;2014;00;flukt;0;prosent;11,3;
befolkning_innvandringsgrunn;2014;00;familie;0;prosent;15,2;
befolkning_innvandringsgrunn;2014;00;annet;0;prosent;3,0;
befolkning_innvandringsgrunn;2014;00;uoppgitt;0;prosent;11,9;
