tabell_navn;aar;bydel_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2015;01; ;alle;person;49854;
befolkning_innvandringsgrunn;2015;01;alle;alle;person;14923;
befolkning_innvandringsgrunn;2015;01;arbeid;alle;person;2779;
befolkning_innvandringsgrunn;2015;01;flukt;alle;person;4118;
befolkning_innvandringsgrunn;2015;01;familie;alle;person;2876;
befolkning_innvandringsgrunn;2015;01;annet;alle;person;669;
befolkning_innvandringsgrunn;2015;01;uoppgitt;alle;person;4481;
befolkning_innvandringsgrunn;2015;01;alle;1;person;8197;
befolkning_innvandringsgrunn;2015;01;arbeid;1;person;2008;
befolkning_innvandringsgrunn;2015;01;flukt;1;person;2139;
befolkning_innvandringsgrunn;2015;01;familie;1;person;1158;
befolkning_innvandringsgrunn;2015;01;annet;1;person;284;
befolkning_innvandringsgrunn;2015;01;uoppgitt;1;person;2608;
befolkning_innvandringsgrunn;2015;01;alle;0;person;6726;
befolkning_innvandringsgrunn;2015;01;arbeid;0;person;771;
befolkning_innvandringsgrunn;2015;01;flukt;0;person;1979;
befolkning_innvandringsgrunn;2015;01;familie;0;person;1718;
befolkning_innvandringsgrunn;2015;01;annet;0;person;385;
befolkning_innvandringsgrunn;2015;01;uoppgitt;0;person;1873;
befolkning_innvandringsgrunn;2015;02; ;alle;person;54701;
befolkning_innvandringsgrunn;2015;02;alle;alle;person;15741;
befolkning_innvandringsgrunn;2015;02;arbeid;alle;person;3845;
befolkning_innvandringsgrunn;2015;02;flukt;alle;person;3158;
befolkning_innvandringsgrunn;2015;02;familie;alle;person;2989;
befolkning_innvandringsgrunn;2015;02;annet;alle;person;931;
befolkning_innvandringsgrunn;2015;02;uoppgitt;alle;person;4818;
befolkning_innvandringsgrunn;2015;02;alle;1;person;8810;
befolkning_innvandringsgrunn;2015;02;arbeid;1;person;2744;
befolkning_innvandringsgrunn;2015;02;flukt;1;person;1723;
befolkning_innvandringsgrunn;2015;02;familie;1;person;1228;
befolkning_innvandringsgrunn;2015;02;annet;1;person;395;
befolkning_innvandringsgrunn;2015;02;uoppgitt;1;person;2720;
befolkning_innvandringsgrunn;2015;02;alle;0;person;6931;
befolkning_innvandringsgrunn;2015;02;arbeid;0;person;1101;
befolkning_innvandringsgrunn;2015;02;flukt;0;person;1435;
befolkning_innvandringsgrunn;2015;02;familie;0;person;1761;
befolkning_innvandringsgrunn;2015;02;annet;0;person;536;
befolkning_innvandringsgrunn;2015;02;uoppgitt;0;person;2098;
befolkning_innvandringsgrunn;2015;03; ;alle;person;39918;
befolkning_innvandringsgrunn;2015;03;alle;alle;person;8159;
befolkning_innvandringsgrunn;2015;03;arbeid;alle;person;1644;
befolkning_innvandringsgrunn;2015;03;flukt;alle;person;1817;
befolkning_innvandringsgrunn;2015;03;familie;alle;person;1468;
befolkning_innvandringsgrunn;2015;03;annet;alle;person;530;
befolkning_innvandringsgrunn;2015;03;uoppgitt;alle;person;2700;
befolkning_innvandringsgrunn;2015;03;alle;1;person;4326;
befolkning_innvandringsgrunn;2015;03;arbeid;1;person;1127;
befolkning_innvandringsgrunn;2015;03;flukt;1;person;908;
befolkning_innvandringsgrunn;2015;03;familie;1;person;566;
befolkning_innvandringsgrunn;2015;03;annet;1;person;214;
befolkning_innvandringsgrunn;2015;03;uoppgitt;1;person;1511;
befolkning_innvandringsgrunn;2015;03;alle;0;person;3833;
befolkning_innvandringsgrunn;2015;03;arbeid;0;person;517;
befolkning_innvandringsgrunn;2015;03;flukt;0;person;909;
befolkning_innvandringsgrunn;2015;03;familie;0;person;902;
befolkning_innvandringsgrunn;2015;03;annet;0;person;316;
befolkning_innvandringsgrunn;2015;03;uoppgitt;0;person;1189;
befolkning_innvandringsgrunn;2015;04; ;alle;person;36218;
befolkning_innvandringsgrunn;2015;04;alle;alle;person;8594;
befolkning_innvandringsgrunn;2015;04;arbeid;alle;person;2421;
befolkning_innvandringsgrunn;2015;04;flukt;alle;person;1145;
befolkning_innvandringsgrunn;2015;04;familie;alle;person;1397;
befolkning_innvandringsgrunn;2015;04;annet;alle;person;682;
befolkning_innvandringsgrunn;2015;04;uoppgitt;alle;person;2949;
befolkning_innvandringsgrunn;2015;04;alle;1;person;4738;
befolkning_innvandringsgrunn;2015;04;arbeid;1;person;1711;
befolkning_innvandringsgrunn;2015;04;flukt;1;person;647;
befolkning_innvandringsgrunn;2015;04;familie;1;person;561;
befolkning_innvandringsgrunn;2015;04;annet;1;person;268;
befolkning_innvandringsgrunn;2015;04;uoppgitt;1;person;1551;
befolkning_innvandringsgrunn;2015;04;alle;0;person;3856;
befolkning_innvandringsgrunn;2015;04;arbeid;0;person;710;
