kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
0217 Oppegård;0217;Oppegård;47540485;22872500;7352500;15520000;-80631;0;1256516;20700;273400;325500
0219 Bærum;0219;Bærum;138254478;60211200;13902500;46308700;9943657;0;6421321;165600;273400;1028100
0220 Asker;0220;Asker;83355176;36625900;10011200;26614700;5309947;0;4123829;0;134700;534900
0221 Aurskog Høland;0221;Aurskog-Høland;14215200;7035000;2552500;4482500;0;0;0;20700;0;124500
0226 Sørum;0226;Sørum;15038572;7368500;2610000;4758500;0;0;61572;103500;0;136500
0227 Fet;0227;Fet;3900000;1950000;600000;1350000;0;0;0;0;0;0
0228 Rælingen;0228;Rælingen;28090588;13545000;4887500;8657500;0;0;759388;20700;0;220500
0229 Enebakk;0229;Enebakk;6688632;3133500;1232500;1901000;0;0;369432;20700;0;31500
0230 Lørenskog;0230;Lørenskog;41717728;19179000;5397500;13781500;776800;0;1990828;0;277400;314700
0231 Skedsmo;0231;Skedsmo;84261434;40324925;12012000;28312925;1397392;0;1271292;144900;0;798000
0233 Nittedal;0233;Nittedal;14395072;7103750;1680000;5423750;0;0;61572;0;0;126000
0234 Gjerdrum;0234;Gjerdrum;5152788;2437500;1150000;1287500;0;0;246288;0;0;31500
0235 Ullensaker;0235;Ullensaker;23010966;9889400;1897500;7991900;1247900;0;1709066;0;138700;136500
0236 Nes (Akershus);0236;Nes (Ak.);29103309;13655000;4347500;9307500;0;0;1455709;20700;138700;178200
0237 Eidsvoll;0237;Eidsvoll;13425888;6268000;0;6268000;640744;0;123144;0;0;126000
0238 Nannestad;0238;Nannestad;10072900;4920000;2325000;2595000;0;0;0;20700;138700;73500
0239 Hurdal;0239;Hurdal;3368864;1315000;0;1315000;0;0;738864;0;0;0
0301 Oslo;0301;Oslo kommune;823186555;390271188;116689000;273582188;9040709;0;26050170;972900;1198900;5381500
0402 Kongsvinger;0402;Kongsvinger;28373821;11908000;3650000;8258000;3843337;0;328384;165600;0;220500
0403 Hamar;0403;Hamar;71274751;31733000;10442500;21290500;4512213;0;2555238;165600;0;575700
0412 Ringsaker;0412;Ringsaker;33795292;16017420;2695920;13321500;0;0;1498252;20700;0;241500
0415 Løten;0415;Løten;17335439;7991000;2670000;5321000;772951;0;246288;124200;0;210000
0417 Stange;0417;Stange;43815889;19693700;6225700;13468000;2842261;0;1261628;62100;0;262500
0418 Nord-Odal;0418;Nord-Odal;1944144;900000;150000;750000;0;0;123144;0;0;21000
0419 Sør-Odal;0419;Sør-Odal;4689000;2344500;750000;1594500;0;0;0;0;0;0
0420 Eidskog;0420;Eidskog;11615700;5596500;1432500;4164000;360000;0;0;20700;0;42000
0423 Grue;0423;Grue;10123778;4676500;1740000;2936500;0;0;708078;20700;0;42000
0425 Åsnes;0425;Åsnes;12795500;6340000;2270000;4070000;0;0;0;0;0;115500
0426 Våler (Hedm.);0426;Våler (Hedm.);526000;263000;0;263000;0;0;0;0;0;0
0427 Elverum;0427;Elverum;45327896;21097000;8167500;12929500;0;0;2484696;124200;0;525000
0428 Trysil;0428;Trysil;16535944;8138300;3272000;4866300;0;0;123144;20700;0;115500
0429 Åmot;0429;Åmot;1692576;600000;0;600000;0;0;492576;0;0;0
0430 Stor-Elvdal;0430;Stor-Elvdal;8860644;4332000;1487500;2844500;0;0;123144;0;0;73500
0432 Rendalen;0432;Rendalen;0;0;0;0;0;0;0;0;0;0
0434 Engerdal;0434;Engerdal;9321254;3971500;1157500;2814000;1155854;0;0;20700;138700;63000
0436 Tolga;0436;Tolga;8093400;3963000;1090000;2873000;0;0;0;41400;0;126000
0437 Tynset;0437;Tynset;17900407;7890500;3405000;4485500;721695;0;1293012;20700;0;84000
0438 Alvdal;0438;Alvdal;8411000;4168900;1583500;2585400;0;0;0;20700;0;52500
0439 Folldal;0439;Folldal;4191900;1687500;260000;1427500;754200;0;0;20700;0;42000
0441 Os (Hedm.);0441;Os (Hedm.);6170240;2930000;1440000;1490000;0;0;205240;0;0;105000
0501 Lillehammer;0501;Lillehammer;60813647;25073125;4015000;21058125;8210019;0;1734278;41400;273400;408300
0502 Gjøvik;0502;Gjøvik;60305215;28021875;7110000;20911875;1434825;0;2229940;20700;0;576000
0511 Dovre;0511;Dovre;4241200;2105000;1355000;750000;0;0;0;20700;0;10500
0512 Lesja;0512;Lesja;526000;263000;0;263000;0;0;0;0;0;0
0513 Skjåk;0513;Skjåk;4391200;2180000;680000;1500000;0;0;0;20700;0;10500
0514 Lom;0514;Lom;8519600;4192000;1830000;2362000;0;0;0;62100;0;73500
0515 Vågå;0515;Vågå;11085200;5485000;1610000;3875000;0;0;0;20700;0;94500
0516 Nord-Fron;0516;Nord-Fron;12708381;5649500;2835000;2814500;0;0;1273481;41400;0;94500
0517 Sel;0517;Sel;8570439;3700500;2557500;1143000;0;0;1096539;41400;0;31500
0519 Sør-Fron;0519;Sør-Fron;2586000;1282500;682500;600000;0;0;0;0;0;21000
0520 Ringebu;0520;Ringebu;7134500;3530500;700000;2830500;0;0;0;0;0;73500
0521 Øyer;0521;Øyer;19786444;9134500;2420000;6714500;1078600;0;123144;41400;138700;135600
0522 Gausdal;0522;Gausdal;7141200;3544500;1075000;2469500;0;0;0;0;0;52200
0528 Østre Toten;0528;Østre Toten;16483300;8142500;3300000;4842500;0;0;0;82800;0;115500
0529 Vestre Toten;0529;Vestre Toten;21876668;10677000;3930000;6747000;0;0;143668;82800;138700;157500
0532 Jevnaker;0532;Jevnaker;6226644;3036000;800000;2236000;0;0;123144;0;0;31500
0533 Lunner;0533;Lunner;28267542;13790500;4470000;9320500;-117816;0;605458;41400;0;157500
0534 Gran;0534;Gran;45614737;22084300;7102500;14981800;350045;0;677292;82800;0;336000
0536 Søndre Land;0536;Søndre Land;7747000;3852500;0;3852500;0;0;0;0;0;42000
0538 Nordre Land;0538;Nordre Land;17188496;7374000;1910000;5464000;1185800;0;1108296;41400;0;105000
0540 Sør-Aurdal;0540;Sør-Aurdal;6788644;3306500;200000;3106500;0;0;123144;0;0;52500
0541 Etnedal;0541;Etnedal;2739932;1180000;280000;900000;0;0;369432;0;0;10500
0542 Nord-Aurdal;0542;Nord-Aurdal;12056000;6017500;2200000;3817500;0;0;0;0;0;21000
0543 Vestre Slidre;0543;Vestre Slidre;10495700;4923500;1810000;3113500;0;0;513100;62100;0;73500
0544 Øystre Slidre;0544;Øystre Slidre;3264000;1632000;400000;1232000;0;0;0;0;0;0
0545 Vang;0545;Vang;4341500;2144500;810000;1334500;0;0;0;0;0;52500
0602 Drammen;0602;Drammen;128379189;56429800;17601000;38828800;8010000;0;6403189;227700;0;878700
0604 Kongsberg;0604;Kongsberg;43642969;20396500;6827500;13569000;1017992;0;1518477;41400;0;272100
0605 Ringerike;0605;Ringerike;38118324;18419000;4815000;13604000;0;0;830624;124200;0;325500
0612 Hole;0612;Hole;5436344;2563000;592500;1970500;0;0;123144;0;134700;52500
0615 Flå;0615;Flå;1467288;600000;0;600000;0;0;246288;0;0;21000
0616 Nes (Busk.);0616;Nes (Busk.);5394000;2676000;442500;2233500;0;0;0;0;0;42000
0617 Gol;0617;Gol;10265800;5080400;1610000;3470400;0;0;0;0;0;105000
0618 Hemsedal;0618;Hemsedal;6636669;3133500;200000;2933500;317169;0;0;0;0;52500
0619 Ål;0619;Ål;7145102;3171500;150000;3021500;0;0;728602;0;0;73500
0620 Hol;0620;Hol;9620692;4681000;1457500;3223500;0;0;164192;0;0;94500
0621 Sigdal;0621;Sigdal;2915255;806000;0;806000;1127611;0;123144;0;0;52500
0622 Krødsherad;0622;Krødsherad;1301000;640000;0;640000;0;0;0;0;0;21000
0623 Modum;0623;Modum;22986166;10696500;2515000;8181500;0;0;1467466;20700;0;105000
0624 Øvre Eiker;0624;Øvre Eiker;23142148;11414500;3297500;8117000;0;0;41048;62100;0;210000
0625 Nedre Eiker;0625;Nedre Eiker;26728586;12951500;4130000;8821500;0;0;543886;124200;0;157500
0626 Lier;0626;Lier;50089054,5;23933900;5406000;18527900;0;0;1740054,5;124200;0;357000
0627 Røyken;0627;Røyken;24822485;11814500;4020000;7794500;638541;0;123144;62100;138700;231000
0628 Hurum;0628;Hurum;23627696;11331000;4260000;7071000;150900;0;595196;62100;0;157500
0631 Flesberg;0631;Flesberg;8523599;4086000;1460000;2626000;278099;0;0;0;0;73500
0632 Rollag;0632;Rollag;3663800;1780000;1780000;0;0;0;0;82800;0;21000
0633 Nore og Uvdal;0633;Nore og Uvdal;9017352;3990000;2040000;1950000;0;0;985152;20700;0;31500
0701 Horten;0701;Horten;37831697;15275400;5580000;9695400;2678237;0;4248660;62100;71400;220500
0702 Holmestrand;0702;Holmestrand;10659040;4644300;742500;3901800;0;0;1338940;0;0;31500
0704 Tønsberg;0704;Tønsberg;38597330;18028400;5035000;12993400;0;0;2206330;82800;0;251400
0706 Sandefjord;0706;Sandefjord;35829908;17041500;2687500;14354000;413000;0;862008;41400;0;430500
0709 Larvik;0709;Larvik;75809783;33173900;8897500;24276400;4197645;0;4553338;20700;0;690300
0711 Svelvik;0711;Svelvik;5038500;2482500;150000;2332500;0;0;0;0;0;73500
0713 Sande (Vestf.);0713;Sande (Vestf.);14523914;6622500;820000;5802500;967070;0;123144;20700;0;168000
0714 Hof;0714;Hof;0;0;0;0;0;0;0;0;0;0
0716 Re;0716;Re (f.o.m. 2002);9522400;4709000;840000;3869000;0;0;0;41400;0;63000
0719 Andebu;0719;Andebu;4502004;2025000;1195000;830000;0;0;431004;0;0;21000
0720 Stokke;0720;Stokke;26580326;12538000;4342500;8195500;0;0;830026;103500;277400;293400
0722 Nøtterøy;0722;Nøtterøy;17319510;7575000;1562500;6012500;260425;0;1867385;0;0;41700
0723 Tjøme;0723;Tjøme;10570800;5232900;740000;4492900;0;0;0;0;0;105000
0728 Lardal;0728;Lardal;2841000;1389000;0;1389000;0;0;0;0;0;63000
0805 Porsgrunn;0805;Porsgrunn;49735499;23217500;5785000;17432500;2238825;0;790174;41400;0;230100
0806 Skien;0806;Skien;153660717;72005375;24582500;47422875;1991146;0;6043421;289800;412100;913500
0807 Notodden;0807;Notodden;27893335;12865000;5982500;6882500;730800;0;1178635;20700;138700;94500
0811 Siljan;0811;Siljan;8798000;4315000;970000;3345000;0;0;0;0;0;168000
0814 Bamble;0814;Bamble;46347276;22098000;5822500;16275500;0;0;1680576;124200;0;346500
0815 Kragerø;0815;Kragerø;46123039;21427000;7012500;14414500;1252414;0;1640425;124200;0;252000
0817 Drangedal;0817;Drangedal;13005000;6403500;2530000;3873500;0;0;0;103500;0;94500
0819 Nome;0819;Nome;12475875;5901000;1430000;4471000;373131;0;123144;62100;0;115500
0821 Bø (Telemark);0821;Bø (Telem.);25768016;10119600;2100000;8019600;2090400;0;3344216;20700;0;73500
0822 Sauherad;0822;Sauherad;28227456;11677500;2240000;9437500;3245586;0;1385370;0;0;241500
0826 Tinn;0826;Tinn;14067528;5468500;1130000;4338500;2246154;0;790174;20700;0;73500
0827 Hjartdal;0827;Hjartdal;0;0;0;0;0;0;0;0;0;0
0828 Seljord;0828;Seljord;8897800;4293500;870000;3423500;195600;0;0;20700;0;94500
0829 Kviteseid;0829;Kviteseid;0;0;0;0;0;0;0;0;0;0
0830 Nissedal;0830;Nissedal;0;0;0;0;0;0;0;0;0;0
0831 Fyresdal;0831;Fyresdal;6125000;3020500;0;3020500;0;0;0;0;0;84000
0833 Tokke;0833;Tokke;140000;70000;0;70000;0;0;0;0;0;0
0834 Vinje;0834;Vinje;5117544;2396500;1227500;1169000;0;0;123144;20700;138700;42000
0901 Risør;0901;Risør;25333675;11515000;3135000;8380000;928356;0;1155719;62100;0;157500
0904 Grimstad;0904;Grimstad;50935238;23194000;6657500;16536500;1768653;0;2380485;62100;0;336000
0906 Arendal;0906;Arendal;90973041;40259825;10140000;30119825;4295671;0;5233620;144900;138700;640500
0911 Gjerstad;0911;Gjerstad;14466976;6591500;400000;6191500;696900;0;492576;0;0;94500
0912 Vegårshei;0912;Vegårshei;4669500;1937500;0;1937500;700000;0;0;0;0;94500
0914 Tvedestrand;0914;Tvedestrand;13971500;6938500;1690000;5248500;0;0;0;0;0;94500
0919 Froland;0919;Froland;2023524;1001500;500000;501500;0;0;20524;0;0;0
0926 Lillesand;0926;Lillesand;17420469;8199000;1892500;6306500;0;0;844869;0;0;177600
0928 Birkenes;0928;Birkenes;11092900;5499500;1057500;4442000;0;0;0;0;0;93900
0929 Åmli;0929;Åmli;4336500;2142000;600000;1542000;0;0;0;0;0;52500
0935 Iveland;0935;Iveland;3801000;1869000;0;1869000;0;0;0;0;0;63000
0937 Evje og Hornnes;0937;Evje og Hornnes;15243728;6820000;150000;6670000;0;0;1477728;0;0;126000
0938 Bygland;0938;Bygland;0;0;0;0;0;0;0;0;0;0
0940 Valle;0940;Valle;7965944;3874000;0;3874000;0;0;123444;0;0;94500
0941 Bykle;0941;Bykle;1992200;970000;690000;280000;0;0;0;20700;0;31500
1001 Kristiansand;1001;Kristiansand;224262731;102440500;27125000;75315500;5853406;0;11254125;372600;277400;1624200
1002 Mandal;1002;Mandal;38812290;18745500;7017500;11728000;285456;0;584934;41400;0;409500
1003 Farsund;1003;Farsund;18967688;9211000;2160000;7051000;0;0;246288;68400;0;231000
1004 Flekkefjord;1004;Flekkefjord;10246161;4711000;0;4711000;226585;0;492576;0;0;105000
1014 Vennesla;1014;Vennesla;21371643;10138000;3300000;6838000;730243;0;0;144900;0;220500
1017 Songdalen;1017;Songdalen;21142044;10399500;2525000;7874500;0;0;123144;41400;0;178500
1018 Søgne;1018;Søgne;25240764;11166000;2717500;8448500;1971300;0;738864;62100;0;136500
1021 Marnardal;1021;Marnardal;6696500;3322000;810000;2512000;0;0;0;0;0;52500
1026 Åseral;1026;Åseral;4684000;2321000;0;2321000;0;0;0;0;0;42000
1027 Audnedal;1027;Audnedal;0;0;0;0;0;0;0;0;0;0
1029 Lindesnes;1029;Lindesnes;10702044;5103500;1530000;3573500;0;0;123144;0;277400;94500
1032 Lyngdal;1032;Lyngdal;22768266;10596000;3245000;7351000;0;0;1251366;41400;0;283500
1034 Hægebostad;1034;Hægebostad;7106200;3468000;840000;2628000;0;0;0;0;138700;31500
1037 Kvinesdal;1037;Kvinesdal;14157616;6389500;1400000;4989500;0;0;1210916;20700;0;147000
1046 Sirdal;1046;Sirdal;1874000;916000;0;916000;0;0;0;0;0;42000
1101 Eigersund;1101;Eigersund;27097868;12890500;3050000;9840500;0;0;1169868;0;0;147000
1102 Sandnes;1102;Sandnes;78857872;36959900;9616000;27343900;2132000;0;2113972;62100;0;630000
1103 Stavanger;1103;Stavanger;126183029;57926000;10770000;47156000;3997000;0;5527929;165600;0;640500
1106 Haugesund;1106;Haugesund;62054452;28888500;7932500;20956000;2654200;0;985152;165600;0;472500
1111 Sokndal;1111;Sokndal;0;0;0;0;0;0;0;0;0;0
1112 Lund;1112;Lund;10411788;5046000;1382500;3663500;0;0;246288;0;0;73500
1114 Bjerkreim;1114;Bjerkreim;300000;150000;150000;0;0;0;0;0;0;0
1119 Hå;1119;Hå;10444864;5190932;519432;4671500;0;0;0;0;0;63000
1120 Klepp;1120;Klepp;22469932;10883000;4290000;6593000;0;0;369432;103500;0;231000
1121 Time;1121;Time;32248044;15752500;3757500;11995000;0;0;123144;82800;138700;398400
1122 Gjesdal;1122;Gjesdal;18281858;8867500;2492500;6375000;0;0;389358;0;0;157500
1124 Sola;1124;Sola;18736836;9177500;3290000;5887500;0;0;287336;0;0;94500
1127 Randaberg;1127;Randaberg;25111632;11861500;5257500;6604000;0;0;1179532;62100;0;147000
1129 Forsand;1129;Forsand;0;0;0;0;0;0;0;0;0;0
1130 Strand;1130;Strand;22338984;10725000;5842500;4882500;290000;0;328384;165600;0;105000
1133 Hjelmeland;1133;Hjelmeland;12891108;5860500;590000;5270500;150900;0;862008;20700;0;136500
1134 Suldal;1134;Suldal;14438544;6203500;2112500;4091000;1659400;0;123144;0;134700;114300
1135 Sauda;1135;Sauda;16910144;8393500;2802500;5591000;0;0;123144;0;0;0
1141 Finnøy;1141;Finnøy;123144;0;0;0;0;0;123144;0;0;0
1142 Rennesøy;1142;Rennesøy;7630808;3505250;1228750;2276500;230000;0;348908;41400;0;0
1144 Kvitsøy;1144;Kvitsøy;0;0;0;0;0;0;0;0;0;0
1145 Bokn;1145;Bokn;0;0;0;0;0;0;0;0;0;0
1146 Tysvær;1146;Tysvær;24191188;11528000;3150000;8378000;627000;0;246288;41400;0;220500
1149 Karmøy;1149;Karmøy;39784154;17979000;5860000;12119000;2654900;0;687554;103500;138700;241500
1151 Utsira;1151;Utsira;0;0;0;0;0;0;0;0;0;0
1160 Vindafjord;1160;Vindafjord;10856200;5360000;540000;4820000;0;0;0;20700;0;115500
1201 Bergen;1201;Bergen;405719425;194392000;51337500;143054500;493183;0;12442842;331200;408100;3260100
1211 Etne;1211;Etne;0;0;0;0;0;0;0;0;0;0
1216 Sveio;1216;Sveio;16023944;7408700;3715200;3693500;739000;0;123144;144900;0;199500
1219 Bømlo;1219;Bømlo;34357188;16307000;4680000;11627000;0;0;1272488;124200;0;346500
1221 Stord;1221;Stord;21696486;10438500;1925000;8513500;558000;0;30786;20700;0;210000
1222 Fitjar;1222;Fitjar;0;0;0;0;0;0;0;0;0;0
1223 Tysnes;1223;Tysnes;0;0;0;0;0;0;0;0;0;0
1224 Kvinnherad;1224;Kvinnherad;20265708;9607500;3307500;6300000;0;0;862008;20700;0;168000
1227 Jondal;1227;Jondal;0;0;0;0;0;0;0;0;0;0
1228 Odda;1228;Odda;929000;464500;0;464500;0;0;0;0;0;0
1231 Ullensvang;1231;Ullensvang;16250282;7835875;2520000;5315875;0;0;369432;62100;0;147000
1232 Eidfjord;1232;Eidfjord;0;0;0;0;0;0;0;0;0;0
1233 Ulvik;1233;Ulvik;0;0;0;0;0;0;0;0;0;0
1234 Granvin;1234;Granvin;123144;0;0;0;0;0;123144;0;0;0
1235 Voss;1235;Voss;28363160;13477500;4472500;9005000;0;0;901860;0;412100;94200
1238 Kvam;1238;Kvam;25875258;12622500;3760000;8862500;0;0;389358;41400;0;199500
1241 Fusa;1241;Fusa;0;0;0;0;0;0;0;0;0;0
1242 Samnanger;1242;Samnanger;4841500;2394500;200000;2194500;0;0;0;0;0;52500
1243 Os (Hord.);1243;Os (Hord.);13996560;6813000;2025000;4788000;0;0;307860;20700;0;42000
1244 Austevoll;1244;Austevoll;403000;201500;0;201500;0;0;0;0;0;0
1245 Sund;1245;Sund;9972144;4872000;410000;4462000;0;0;123144;0;0;105000
1246 Fjell;1246;Fjell;31056244;15160500;5847500;9313000;214000;0;123144;52200;0;345900
1247 Askøy;1247;Askøy;30713350;14460000;4526500;9933500;155400;0;1282750;124200;0;231000
1251 Vaksdal;1251;Vaksdal;11303500;5636000;1187500;4448500;0;0;0;0;0;31500
1252 Modalen;1252;Modalen;123144;0;0;0;0;0;123144;0;0;0
1253 Osterøy;1253;Osterøy;0;0;0;0;0;0;0;0;0;0
1256 Meland;1256;Meland;13459260;6463500;2082500;4381000;150900;0;307860;0;0;73500
1259 Øygarden;1259;Øygarden;8075000;4037500;2537500;1500000;0;0;0;0;0;0
1260 Radøy;1260;Radøy;3690700;1835000;427500;1407500;0;0;0;20700;0;0
1263 Lindås;1263;Lindås;11189920;5208500;907500;4301000;0;0;615720;20700;0;136500
1264 Austrheim;1264;Austrheim;755000;377500;147500;230000;0;0;0;0;0;0
1265 Fedje;1265;Fedje;0;0;0;0;0;0;0;0;0;0
1266 Masfjorden;1266;Masfjorden;0;0;0;0;0;0;0;0;0;0
1401 Flora;1401;Flora;51237658;23892500;7502500;16390000;418000;0;2657858;82800;0;294000
1411 Gulen;1411;Gulen;0;0;0;0;0;0;0;0;0;0
1412 Solund;1412;Solund;0;0;0;0;0;0;0;0;0;0
1413 Hyllestad;1413;Hyllestad;0;0;0;0;0;0;0;0;0;0
1416 Høyanger;1416;Høyanger;11724510;5768500;1240000;4528500;0;0;51310;20700;0;115500
1417 Vik;1417;Vik;4055650;2007125;462500;1544625;0;0;0;0;0;41400
1418 Balestrand;1418;Balestrand;5857600;2892500;1242500;1650000;0;0;0;41400;0;31200
1419 Leikanger;1419;Leikanger;5299100;2597500;532500;2065000;0;0;0;0;0;104100
1420 Sogndal;1420;Sogndal;22552300;11198000;4850000;6348000;0;0;0;82800;0;73500
1421 Aurland;1421;Aurland;0;0;0;0;0;0;0;0;0;0
1422 Lærdal;1422;Lærdal;140000;70000;0;70000;0;0;0;0;0;0
1424 Årdal;1424;Årdal;1079500;534500;0;534500;0;0;0;0;0;10500
1426 Luster;1426;Luster;5297400;2617500;1117500;1500000;0;0;0;41400;0;21000
1428 Askvoll;1428;Askvoll;0;0;0;0;0;0;0;0;0;0
1429 Fjaler;1429;Fjaler;0;0;0;0;0;0;0;0;0;0
1430 Gaular;1430;Gaular;0;0;0;0;0;0;0;0;0;0
1431 Jølster;1431;Jølster;6967600;3447500;1290000;2157500;0;0;0;62100;0;10500
1432 Førde;1432;Førde;24450499;11782600;3994000;7788600;150900;0;297299;0;269400;167700
1433 Naustdal;1433;Naustdal;0;0;0;0;0;0;0;0;0;0
1438 Bremanger;1438;Bremanger;5845366;2712500;1662500;1050000;0;0;306066;0;0;114300
1439 Vågsøy;1439;Vågsøy;140000;70000;0;70000;0;0;0;0;0;0
1441 Selje;1441;Selje;0;0;0;0;0;0;0;0;0;0
1443 Eid;1443;Eid;10918786;4977500;1832500;3145000;0;0;921786;0;0;42000
1444 Hornindal;1444;Hornindal;0;0;0;0;0;0;0;0;0;0
1445 Gloppen;1445;Gloppen;20567162;9702500;1547500;8155000;0;0;1036462;0;0;125700
1449 Stryn;1449;Stryn;24996375;11753000;3732500;8020500;464700;0;573775;124200;138700;189000
1502 Molde;1502;Molde;52939137;24546000;7835000;16711000;0;0;3365637;103500;0;378000
1504 Ålesund;1504;Ålesund;45643654;21708750;5610000;16098750;0;0;1713754;144900;0;367500
1505 Kristiansund;1505;Kristiansund;53140390;25818900;6385000;19433900;704239;0;256251;0;0;542100
1511 Vanylven;1511;Vanylven;0;0;0;0;0;0;0;0;0;0
1514 Sande (M. og R.);1514;Sande (M. og R.);0;0;0;0;0;0;0;0;0;0
1515 Herøy (M. og R.);1515;Herøy (M. og R.);7366044;3574500;950000;2624500;0;0;123144;41400;0;52500
1516 Ulstein;1516;Ulstein;20421132;9166000;4082500;5083500;1531000;0;369432;20700;0;168000
1517 Hareid;1517;Hareid;10364815;4664000;1187500;3476500;0;0;995115;0;0;41700
1519 Volda;1519;Volda;47254917;20270000;5397500;14872500;4397600;0;1804617;103500;0;409200
1520 Ørsta;1520;Ørsta;22997302;10763000;1360000;9403000;112972;0;1180130;20700;0;157500
1523 Ørskog;1523;Ørskog;0;0;0;0;0;0;0;0;0;0
1524 Norddal;1524;Norddal;0;0;0;0;0;0;0;0;0;0
1525 Stranda;1525;Stranda;160000;80000;0;80000;0;0;0;0;0;0
1526 Stordal;1526;Stordal;0;0;0;0;0;0;0;0;0;0
1528 Sykkylven;1528;Sykkylven;12661900;6231500;840000;5391500;0;0;0;41400;0;157500
1529 Skodje;1529;Skodje;669432;150000;0;150000;0;0;369432;0;0;0
1531 Sula;1531;Sula;1281000;630000;560000;70000;0;0;0;0;0;21000
1532 Giske;1532;Giske;8736700;4326500;1080000;3246500;0;0;0;20700;0;63000
1534 Haram;1534;Haram;19394000;9598000;3510000;6088000;0;0;0;41400;0;156600
1535 Vestnes;1535;Vestnes;0;0;0;0;0;0;0;0;0;0
1539 Rauma;1539;Rauma;0;0;0;0;0;0;0;0;0;0
1543 Nesset;1543;Nesset;0;0;0;0;0;0;0;0;0;0
1545 Midsund;1545;Midsund;0;0;0;0;0;0;0;0;0;0
1546 Sandøy;1546;Sandøy;0;0;0;0;0;0;0;0;0;0
1547 Aukra;1547;Aukra;1163000;581500;0;581500;0;0;0;0;0;0
1548 Fræna;1548;Fræna;7811544;3722500;3192500;530000;0;0;123144;20700;138700;84000
1551 Eide;1551;Eide;2626988;1180000;280000;900000;0;0;246288;20700;0;0
1554 Averøy;1554;Averøy;0;0;0;0;0;0;0;0;0;0
1557 Gjemnes;1557;Gjemnes;0;0;0;0;0;0;0;0;0;0
1560 Tingvoll;1560;Tingvoll;10444090;4066500;800000;3266500;1294200;0;974890;0;0;42000
1563 Sunndal;1563;Sunndal;35219568;16296000;6240000;10056000;0;0;2196068;82800;138700;210000
1566 Surnadal;1566;Surnadal;0;0;0;0;0;0;0;0;0;0
1567 Rindal;1567;Rindal;0;0;0;0;0;0;0;0;0;0
1571 Halsa;1571;Halsa;0;0;0;0;0;0;0;0;0;0
1573 Smøla;1573;Smøla;0;0;0;0;0;0;0;0;0;0
1576 Aure;1576;Aure;10859134;5231000;1890000;3341000;221076;0;92358;20700;0;63000
1601 Trondheim;1601;Trondheim;354022968;156257300;44532500;111724800;26602681;0;11264387;455400;828200;2357700
1612 Hemne;1612;Hemne;3377008;1257500;0;1257500;0;0;862008;0;0;0
1613 Snillfjord;1613;Snillfjord;0;0;0;0;0;0;0;0;0;0
1617 Hitra;1617;Hitra;9753000;4876500;2000000;2876500;0;0;0;0;0;0
1620 Frøya;1620;Frøya;0;0;0;0;0;0;0;0;0;0
1621 Ørland;1621;Ørland;0;0;0;0;0;0;0;0;0;0
1622 Agdenes;1622;Agdenes;0;0;0;0;0;0;0;0;0;0
1624 Rissa;1624;Rissa;3510698;1350000;600000;750000;0;0;810698;0;0;0
